trade_date,close,gk_rv,log_rv,rq,log_rq,signed_jump,vol_lag5,vol_lag22,ret_lag5,ret_lag22,abs_ret_lag1,regime_prob,regime_lag5,vol_x_regime
20180117,4.295,5.302385236161717e-05,-9.844768701093017,2.2150316812599673e-09,-19.927999130499696,-0.007135398204097027,-10.376628928383798,-10.214391526281656,0.009121803396875405,0.06492664456569175,0.010031578350499837,0.0009439120081514905,0.00021738074000605696,-0.00929259539443565
20180118,4.323,2.868610031306875e-05,-10.459097862163668,2.5708237792185723e-09,-19.77903945273926,0.007147066218754426,-10.259469319203426,-10.24744710567275,0.017030622749169444,0.0711762784678951,0.003022203857923511,0.0007948338413071381,6.85369501054002e-05,-0.008313244930390824
20180119,4.335,4.6943959651909256e-05,-9.966556015498167,2.4129272084921726e-09,-19.84242521715216,0.006800519523790955,-10.055703252200871,-10.21432434363379,0.014405453570617288,0.060869749897083825,0.006498050249276188,0.0019721881038542955,0.00012279490455321628,-0.019655923210162952
20180122,4.39,3.86081151498397e-05,-10.162048066547719,7.463608517484354e-09,-18.713226824202884,0.007014590606455772,-10.156824659870917,-10.18689920535154,0.028887046143437622,0.07568622763257626,0.0027720045470103205,0.0037911812329894353,0.0008740194399702701,-0.03852616591863229
20180123,4.388,1.505881978919186e-05,-11.103546705914937,5.438234545483442e-09,-19.02981136083074,-0.006776253623219291,-10.307203470243502,-10.265822132934282,0.018399783118841606,0.06302037905154867,0.012607616854574788,0.00925162019670419,0.000603233538436945,-0.10272579695949091
20180124,4.391,5.032418622055425e-05,-9.897024757049952,5.421593228307663e-09,-19.03287611112844,0.00658893071776566,-10.317654681434888,-10.20567156146893,0.02210543614336169,0.06832614516965818,0.0004556846740961795,0.09983509180653728,0.0009439120081514905,-0.9880703752316543
20180125,4.363,5.038371711509907e-05,-9.895842508199426,5.3999449184687785e-09,-19.036877083711765,-0.006696848021508288,-10.205003610642041,-10.241344210658953,0.009210288455977933,0.06657282975381973,0.0006834491665965725,0.26017226516502506,0.0007948338413071381,-2.5746237610745877
20180126,4.385,9.931057686707315e-05,-9.217258478314763,5.516135911705352e-09,-19.015588237778413,0.006710370264509163,-10.05514410320536,-10.20404566132822,0.011468015591641123,0.06866713858504836,0.0063970974381075685,0.5445555963677351,0.0019721881038542955,-5.019309687534259
20180129,4.302,0.0001379211995614749,-8.88882805357022,2.7133780870868788e-08,-17.42248635872969,-0.007053315297301752,-9.80050010060986,-10.168905284512833,-0.020249196241541645,0.06630670362793856,0.0050297316826735106,0.6921646733714628,0.0037911812329894353,-6.152532766354527
20180130,4.258,5.803836319332435e-05,-9.754406331701494,2.936776070721822e-08,-17.343368338863996,-0.0074536259959208,-9.53067202576717,-10.180507750292497,-0.03007397594169592,0.04687794946569812,0.01910959497860798,0.7322164806466464,0.00925162019670419,-7.142337074995832
20180131,4.271,4.4905467253246854e-05,-10.010951005523113,2.9384988658438276e-08,-17.342781882846197,0.007452698351712103,-9.553457275461804,-10.150239878344848,-0.02770899972025087,0.04673187649885113,0.010280464374250453,0.7897373321954397,0.09983509180653728,-7.906021739841078
20180201,4.241,0.00012543386046968716,-8.983731946519736,2.954381243789911e-08,-17.33739150798457,-0.007148899389622026,-9.371035163125864,-10.083873557167784,-0.028360803649019273,0.02506995328632544,0.00304842538804162,0.9193741908251721,0.26017226516502506,-8.25941128892183
20180202,4.267,0.0001319970462065281,-8.93273101285155,2.9694899160433228e-08,-17.332290551327652,0.007173315043269976,-9.314129670033221,-10.057211532164407,-0.027278621618283205,0.02587681477004189,0.00704890136687597,0.9635200108234562,0.5445555963677351,-8.606865082185747
20180205,4.263,6.883823788993e-05,-9.583751184131437,3.0242611024301594e-09,-19.616599038960285,-0.007173101554795914,-9.453114296145467,-10.005724405819452,-0.009106893062464927,0.021817322568265185,0.006111913713409578,0.9766590881221404,0.6921646733714628,-9.360057692283293
20180206,4.143,9.799774134240432e-05,-9.230566127085787,1.337240779872568e-07,-15.827487279394843,-0.009506133233195465,-9.348346255222324,-9.948581063812313,-0.02737940337602307,-0.010564323941741671,0.0009378664227897016,0.991129143929106,0.7322164806466464,-9.14868310351954
20180207,4.045,0.00030365812807977535,-8.099608068056087,1.9938571098647963e-07,-15.428024642034122,-0.010672265681372445,-8.96607766772892,-9.857214163814469,-0.05436644134887447,-0.038554902504249755,0.028552974687808597,0.9993159049759308,0.7897373321954397,-8.09406716647982
20180208,4.012,0.00023672303359366855,-8.348619734840929,1.9979253056126027e-07,-15.425986356009055,-0.010522358057288583,-8.839055225393158,-9.762275512094481,-0.05550922039276451,-0.054801589746418466,0.023938612584809782,0.9998599328466528,0.9193741908251721,-8.347450367440292
20180209,3.827,0.0006776955304828034,-7.296812440970407,1.1928966726632194e-06,-13.639126029946315,-0.014073277253934953,-8.511871511016931,-9.623387497311745,-0.10882979776229784,-0.10624854559577801,0.008191680410766011,0.9999653111032893,0.9635200108234562,-7.296559322597325
20180212,3.882,0.00016478712567581132,-8.710856064439703,1.2011881119369758e-06,-13.632199397708574,0.014640288701897326,-8.337292487078582,-9.517294777146935,-0.09362265303625472,-0.09056849818950674,0.04720866365612375,0.9988469008999087,0.9766590881221404,-8.700811584150772
20180213,3.929,0.00012771877916998618,-8.965679748807394,1.0724493438727883e-06,-13.745565419079941,0.014911554149670322,-8.284315211422904,-9.425489931614955,-0.053035222518942104,-0.0839312160855652,0.014269278303253419,0.9941846887977674,0.991129143929106,-8.913541530928525
20180214,3.964,4.899329649117017e-05,-9.923827075515133,1.0080077111313043e-06,-13.807534738412508,0.015152097096470878,-8.649159012914712,-9.437643842856666,-0.02022793404271339,-0.07318856447590072,0.01203445582950402,0.9805584518792557,0.9993159049759308,-9.73089251388456
20180222,4.046,5.878086606691689e-05,-9.74169416304127,1.0422579963647193e-06,-13.774121048001245,0.01574262276967903,-8.927773898554781,-9.409918456901632,0.008438868645864739,-0.06274502054858844,0.008868675891418931,0.9752899700113614,0.9998599328466528,-9.500976608132374
20180223,4.068,5.697132044102097e-05,-9.772962566909767,4.9047711526713734e-08,-16.830472307951826,0.015840928073935563,-9.423003923742652,-9.406654541711486,0.06107027174274826,-0.054300077249905154,0.02047512227781212,0.9736881855141567,0.9999653111032893,-9.515818188872146
20180226,4.12,0.0001947004539922154,-8.54404831383632,4.596177239298388e-08,-16.89545582089341,0.016061811135029854,-9.389642373621978,-9.319606834969333,0.059502678614616444,-0.04809644232405974,0.005422739440759772,0.9760662013611111,0.9988469008999087,-8.339556781932023
20180227,4.061,6.0086335574928895e-05,-9.7197281037557,5.042363852694445e-08,-16.80280575343208,-0.016226601065065144,-9.540452044611637,-9.308387384435584,0.033044308127837985,-0.0652923615283445,0.012701685175121602,0.9607561077454115,0.9941846887977674,-9.338288141308016
20180228,4.02,0.00010958413779149196,-9.118817922104311,5.1306874529765855e-08,-16.785441087319562,-0.01590862163282331,-9.379450213929474,-9.26096783241543,0.014028286163187964,-0.08804732445615038,0.01442391465727444,0.9506446177273429,0.9805584518792557,-8.668755177684096
20180301,4.049,0.00011133011862874751,-9.10301072866465,1.6689923032944544e-08,-17.908460710850434,0.016072390061484098,-9.251713527054148,-9.170034378904052,0.0007411983044705028,-0.08040360536295954,0.01014734607323109,0.9248278691356772,0.9752899700113614,-8.418718014910135
20180302,4.022,3.770270075562262e-05,-10.185778827996018,1.691775564096959e-08,-17.894902136899272,-0.016054493161558752,-9.3342767792714,-9.183159563947056,-0.01137218683585317,-0.08777770022912001,0.007188034419094658,0.8626562936113626,0.9736881855141567,-8.786826211304135
20180305,4.013,0.00010428834704999874,-9.168350927510899,1.1717137825114951e-08,-18.262213295496515,-0.0160492740253466,-9.459137302006315,-9.15009176482485,-0.02631407207665548,-0.08362080285669315,0.006690645699563902,0.8455616949253558,0.9760662013611111,-7.752406349936574
20180306,4.073,0.0001594977382066361,-8.743480816362577,1.2762025430785724e-08,-18.17679183880629,0.01643793427705352,-9.26388784452769,-9.128556416554297,0.0029505799621150075,-0.07380979715787062,0.0022402000656807086,0.804736104464519,0.9607561077454115,-7.036194691619873
20180307,4.04,9.534666907272049e-05,-9.257991160217392,1.1517487948433898e-08,-18.27939926548899,-0.016100114023238774,-9.291722492150308,-9.14533655776553,0.004962789342129126,-0.0628353388724796,0.01484073738149605,0.6130318765604865,0.9506446177273429,-5.675443694128464
20180308,4.081,4.6525545846258864e-05,-9.97550902318326,1.30626113777759e-08,-18.153511780729435,0.01623823383394883,-9.46622215105403,-9.155386680105611,0.007872119373644626,-0.042457510047618996,0.008135136693216971,0.2708600813766514,0.9248278691356772,-2.701967185792938
20180309,4.111,4.295949551236867e-05,-10.055252851027014,1.3237384898090849e-08,-18.14022082119619,0.016326008247308434,-9.440116955660228,-9.157400400355789,0.021887016565280915,-0.03818168394358823,0.010097364450610158,0.10385517816098894,0.8626562936113626,-1.0442900762972025
20180312,4.123,2.668506580888993e-05,-10.531406482043504,1.324678336726972e-08,-18.13951107872067,0.016309784028273246,-9.71272806656675,-9.227749242879595,0.027041962439983358,-0.028218036767690524,0.007324251492072387,0.03317741362161577,0.8455616949253558,-0.34940482887212276
20180313,4.079,3.5650341743883605e-05,-10.241751825066224,6.195312195465046e-09,-18.899472928386885,-0.016341382203966966,-10.01238226830748,-9.287250188889352,0.001472031669145668,-0.04505914387044174,0.002914745809021735,0.02132762341819424,0.804736104464519,-0.218432226067616
20180314,4.065,1.6776939590965857e-05,-10.995505257887872,5.347287386169873e-09,-19.046676435244443,-0.016341987094570066,-10.359885087841574,-9.351420828605555,0.006169051026715389,-0.04755939478329929,0.01072919338934164,0.01986928169936133,0.6130318765604865,-0.21847279139578277
20180315,4.095,3.5252281464773886e-05,-10.252980308395468,3.852882313169381e-09,-19.374444315976145,0.01534322536295799,-10.415379344884016,-9.397894200483268,0.00342466088136395,-0.011653445790231975,0.0034381173356472505,0.05230626993638714,0.2708600813766514,-0.5362951556633953
20180316,4.05,5.702349429605038e-05,-9.772047194420363,6.258959692860356e-09,-18.889251848893515,-0.014636632210105022,-10.358738213562686,-9.473914160772553,-0.014949426797293386,0.0012353306079928572,0.007352974305258719,0.16230187848733144,0.10385517816098894,-1.586021616321282
20180319,4.072,5.204592100671597e-05,-9.863384132799958,6.416787560544899e-09,-18.86434822445381,0.014558827771749753,-10.225133743713977,-9.54276708795251,-0.0124467744765413,0.014844409148532689,0.01104983618658495,0.31784739685741714,0.03317741362161577,-3.1350509708152194
