Date,Open,High,Low,Close,Volume
20210630 00:00,100000,100200,99700,100000,21580051
20210701 00:00,100100,100600,99900,100300,36999138
20210702 00:00,100100,100500,99200,99300,51535129
20210705 00:00,99500,99600,98500,99200,44806863
20210706 00:00,99100,100100,98800,99900,37737379
20210707 00:00,100100,100400,99400,100300,35666988
20210708 00:00,100500,100500,99200,99400,30745176
20210709 00:00,99300,100100,99000,99100,34590087
20210712 00:00,99600,99900,99000,99100,33415612
20210713 00:00,99400,99900,98800,99600,34611654
20210714 00:00,99700,99700,98000,98300,52207557
20210715 00:00,98300,99600,98100,99400,45903396
20210716 00:00,100100,100800,99600,99800,45557802
20210719 00:00,99800,100300,98500,100100,53049438
20210720 00:00,100100,100200,99400,99900,36834727
20210721 00:00,95100,96400,95100,95500,58450876
20210722 00:00,95800,97200,95600,96400,43977169
20210723 00:00,96000,96700,95700,95800,30090322
20210726 00:00,95700,95800,93000,93400,51742715
20210727 00:00,93600,94300,90900,91500,53279860
20210728 00:00,91600,93600,91600,92100,46335875
20210729 00:00,92500,92800,91000,91200,43587733
20210730 00:00,91300,91300,90100,90300,35697122
20210802 00:00,90300,92400,89700,91300,45713350
20210803 00:00,91300,91400,90400,91200,33014050
20210804 00:00,91200,91400,90500,90700,25214494
20210805 00:00,90600,91200,90400,90500,24267799
20210806 00:00,90500,90800,90000,90800,22486126
20210809 00:00,90600,92500,90500,91700,37461914
20210810 00:00,91800,92300,91000,92000,34370935
20210811 00:00,91800,92900,91600,92100,37382098
20210812 00:00,92100,92200,91600,91700,22978467
20210813 00:00,91600,92300,91400,91800,21925988
20210816 00:00,91900,92700,91600,92200,27369511
20210817 00:00,92300,92900,91700,91900,38016760
20210818 00:00,92000,93900,91600,93300,43424745
20210819 00:00,93400,93400,91900,92300,36391371
20210820 00:00,92500,93000,91800,92700,35374387
20210823 00:00,93000,93100,92000,92000,32418942
20210824 00:00,92200,93000,91700,92100,40815968
20210825 00:00,92300,92400,91600,91900,34063999
20210826 00:00,91800,92000,91300,91400,29439149
20210827 00:00,91600,92200,91400,91700,27618817
20210830 00:00,90500,90800,89200,89600,80410279
20210831 00:00,89800,90500,89300,90500,44633690
20210901 00:00,90300,92300,90100,91800,58211312
20210902 00:00,92000,92400,91600,92300,40122727
20210903 00:00,92400,93300,91600,92400,50781588
20210906 00:00,92200,93100,92000,92100,35627742
20210907 00:00,92100,93900,91600,93400,64051787
20210908 00:00,93400,93900,92900,93400,40941784
20210909 00:00,93200,93400,92500,93000,31951355
20210910 00:00,93200,94800,93100,94100,57250718
20210913 00:00,93800,94300,93400,93900,29373307
20210914 00:00,93900,94300,91700,92100,53934721
20210915 00:00,92100,92600,91300,91900,38064766
20210916 00:00,92000,92300,91100,91200,49199895
20210917 00:00,91100,91700,90800,91100,30233529
20210922 00:00,90000,90800,89600,90300,35054148
20210923 00:00,91000,91500,90100,90300,39639967
20210924 00:00,90400,90800,89900,90200,39925596
20210927 00:00,90200,90500,89400,90200,41708355
20210928 00:00,89800,90900,89800,90300,33340762
20210929 00:00,90100,90900,89700,90200,40008268
20210930 00:00,90300,90500,89800,90000,29190245
20211008 00:00,90500,91500,90300,90800,39080557
20211011 00:00,91200,92500,91000,91500,46632488
20211012 00:00,91200,91900,90900,91400,35725751
20211013 00:00,91400,91500,90500,90700,22538281
20211014 00:00,90700,90900,90200,90400,22584606
20211015 00:00,90500,91100,90200,90700,27525449
20211018 00:00,90600,91000,89800,90200,25964695
20211019 00:00,90300,90700,90100,90100,28636166
20211020 00:00,90300,90600,89900,90200,27482428
20211021 00:00,90500,90900,90100,90400,44074576
20211022 00:00,90700,91300,90200,90700,38669415
20211025 00:00,90300,90600,90200,90300,26585515
20211026 00:00,90600,90900,90100,90300,30751828
20211027 00:00,90100,90200,89600,89900,34197280
20211028 00:00,89900,90100,89500,89600,28165181
20211029 00:00,89600,90000,89300,89400,35990731
20211101 00:00,86900,87800,86000,87200,64940974
20211102 00:00,87100,87500,85000,85400,70034623
20211103 00:00,85900,85900,85100,85300,29785185
20211104 00:00,85300,85400,85000,85100,26148859
20211105 00:00,85100,85400,84900,85300,22913355
20211108 00:00,84800,85300,84600,84900,24353008
20211109 00:00,85000,85500,84900,85400,19548518
20211110 00:00,85300,85300,84400,84800,27478869
20211111 00:00,84800,86200,84700,86200,31419321
20211112 00:00,86400,86500,85800,86500,20498205
20211115 00:00,86600,87500,86500,87500,27625801
20211116 00:00,87000,87400,86300,87300,24030066
20211117 00:00,86700,87200,86500,86500,19301599
20211118 00:00,86100,86600,85300,85600,20465395
20211119 00:00,85600,87000,85500,86500,20471995
20211122 00:00,86300,86600,85900,86000,20983745
20211123 00:00,86100,87000,86100,86300,21502374
20211124 00:00,86100,86900,85900,86800,19342692
20211125 00:00,86800,86900,86100,86400,13169070
20211126 00:00,86100,86200,85500,85600,21199061
20211129 00:00,85700,85900,85000,85900,23746400
20211130 00:00,85400,85900,85100,85100,30900124
20211201 00:00,85300,85800,85100,85600,19333856
20211202 00:00,85600,86100,85200,85800,22906201
20211203 00:00,85800,86000,85200,85900,23848744
20211206 00:00,85900,86400,85700,86000,33882029
20211207 00:00,86900,87000,86000,86800,40016290
20211208 00:00,87000,87000,86300,86700,28605916
20211209 00:00,86900,88000,86600,87500,51186201
20211210 00:00,87300,87800,87200,87700,42494890
20211213 00:00,87900,88100,86200,86500,56234006
20211214 00:00,86400,86500,85400,85700,49389318
20211215 00:00,85400,85800,85300,85500,20664239
20211216 00:00,85600,86100,85500,86000,26899524
20211217 00:00,86100,86200,85600,85600,27269580
20211220 00:00,85500,86100,85500,85800,27786123
20211221 00:00,85500,86500,85500,86100,26310957
20211222 00:00,86200,86400,85700,85700,21618063
20211223 00:00,85800,86000,85600,85800,18901873
20211224 00:00,85800,85900,85300,85400,18252048
20211227 00:00,85400,85700,85300,85600,19527735
20211228 00:00,85600,85900,85400,85700,29833707
20211229 00:00,85700,85800,85300,85400,20050130
20211230 00:00,85400,85800,85300,85400,23272484
20211231 00:00,85400,85700,85300,85300,22929621
20220104 00:00,85400,85800,85200,85700,37707647
20220105 00:00,85700,86800,85600,86400,55459135
20220106 00:00,86600,86600,85600,85700,41031062
20220107 00:00,85700,87300,85700,87100,63018297
20220110 00:00,87200,87800,86600,87200,34055312
20220111 00:00,87400,87800,86900,87300,42646106
20220112 00:00,87500,87500,86300,86900,41240670
20220113 00:00,87300,88500,86900,87200,48923692
20220114 00:00,87200,87200,85700,85900,51060652
20220117 00:00,85700,86300,85700,85700,22177975
20220118 00:00,85800,86600,85500,86300,39995195
20220119 00:00,86300,86600,86100,86400,26257662
20220120 00:00,86600,88200,86400,88000,82842044
20220121 00:00,87800,88000,87200,87600,47572539
20220124 00:00,87900,87900,86600,86900,32489722
20220125 00:00,86800,86800,85600,85600,43312412
20220126 00:00,85700,85900,85400,85700,23481959
20220127 00:00,85500,85600,84500,84500,56281031
20220128 00:00,84800,85100,84100,84100,43993766
20220207 00:00,84800,85500,84400,85200,39988312
20220208 00:00,85300,86700,85100,86500,47572520
20220209 00:00,86400,87100,86200,86400,36223235
20220210 00:00,86600,87100,86200,86900,28716174
20220211 00:00,87000,87600,86700,87400,37682874
20220214 00:00,86900,87100,85800,86000,34727078
20220215 00:00,85900,86300,85200,85500,31680750
20220216 00:00,85800,86400,85600,85900,28609574
20220217 00:00,86000,86300,85600,85600,24533221
20220218 00:00,85500,86700,85300,86700,34384620
20220221 00:00,86400,86400,85500,86000,24334270
20220222 00:00,85700,85900,85300,85800,32497174
20220223 00:00,85900,85900,85300,85400,29476392
20220224 00:00,85400,85500,84000,84400,47703559
20220225 00:00,84400,84800,84100,84300,32239910
20220228 00:00,84400,84500,83600,83900,23393262
20220301 00:00,83900,84600,83900,84400,23540305
20220302 00:00,84100,84600,84000,84200,16708051
20220303 00:00,84400,85000,84300,84600,19864647
20220304 00:00,84400,84400,83600,84000,26395729
20220307 00:00,83800,84000,82800,82900,37177243
20220308 00:00,82900,83000,80500,80800,46688059
20220309 00:00,81100,81300,77600,79000,46035702
20220310 00:00,80100,80500,79200,79200,25181489
20220311 00:00,78900,80200,77700,80100,33286005
20220314 00:00,79500,80000,79000,79100,22770866
20220315 00:00,79200,79300,76100,76300,48962295
20220316 00:00,76900,78000,75200,77700,41520083
20220317 00:00,78500,78500,77100,77400,41495556
20220318 00:00,77300,79100,77100,79000,53179530
20220321 00:00,78400,78400,77300,77600,38823962
20220322 00:00,77700,78800,77500,78300,28224469
20220323 00:00,78300,78400,77700,78000,25553686
20220324 00:00,77800,78300,77600,78000,16687677
20220325 00:00,78000,78600,77800,78000,16474442
20220328 00:00,78000,78700,77100,78600,28783984
20220329 00:00,78300,78600,78000,78200,22516978
20220330 00:00,78400,79200,78200,79200,29854369
20220331 00:00,78900,80200,78600,80000,25969772
20220401 00:00,79500,80700,79400,80700,31881345
20220406 00:00,80000,81800,80000,81700,42546117
20220407 00:00,81600,81800,80600,80700,31712143
20220408 00:00,80700,81200,80200,81100,24089173
20220411 00:00,81100,81100,79700,80100,30015679
20220412 00:00,80200,81500,79800,81100,31331939
20220413 00:00,80900,81400,80500,81000,18501150
20220414 00:00,81100,81500,81000,81100,18973150
20220415 00:00,81100,81800,80900,81500,21811956
20220418 00:00,81200,81400,80100,80300,21022369
20220419 00:00,80400,81400,80300,81400,24564490
20220420 00:00,81300,81500,80800,81100,19143935
20220421 00:00,80800,81600,79900,80700,29228035
20220422 00:00,80100,81200,80100,80900,27612017
20220425 00:00,80200,81000,78100,78200,53311550
20220426 00:00,78400,79900,77900,78700,38204259
20220427 00:00,79100,79500,78100,78300,38688614
20220428 00:00,78600,79900,78600,79900,45175169
20220429 00:00,79800,80600,78600,80300,44512846
20220505 00:00,80300,80800,79600,79900,29133140
20220506 00:00,79400,79800,78200,78500,31795578
20220509 00:00,78500,78600,78000,78200,16035420
20220510 00:00,78000,78900,77100,78500,32991018
20220511 00:00,78400,79000,78100,78600,25116815
20220512 00:00,78300,79100,78300,78700,22352229
20220513 00:00,79100,80500,79000,80500,37343358
20220516 00:00,80500,80700,79300,79700,20990826
20220517 00:00,80100,80400,79500,80200,18714191
20220518 00:00,79800,80100,79200,79500,19463913
20220519 00:00,79200,79800,78900,79100,19904191
20220520 00:00,79400,80500,79200,80400,32699572
20220523 00:00,80600,80600,79500,79500,25527572
20220524 00:00,79600,79700,78700,78800,26028514
20220525 00:00,79200,79300,78500,78800,21003364
20220526 00:00,78900,79200,78400,79000,23401589
20220527 00:00,79200,80100,78800,80000,31755338
20220530 00:00,80100,80200,78700,78800,35696257
20220531 00:00,79000,79800,78800,79400,31750884
20220601 00:00,79400,79400,78900,79100,18401941
20220602 00:00,78900,79100,78700,78900,18931116
20220606 00:00,78700,79000,78200,78600,33010527
20220607 00:00,78400,78900,78300,78800,30623076
20220608 00:00,78700,78800,78300,78600,39555666
20220609 00:00,78600,79600,78400,79500,60606956
20220610 00:00,79300,80500,78900,79300,123446198
20220613 00:00,79100,79300,77400,77700,104597235
20220614 00:00,77400,78900,77300,78700,55047795
20220615 00:00,78600,81300,78500,80300,112759058
20220616 00:00,80500,80800,79200,79200,56889689
20220617 00:00,79100,80000,78900,79700,35612494
20220620 00:00,79500,79800,79100,79100,30065154
20220621 00:00,79200,79800,79200,79700,23245677
20220622 00:00,79600,79700,79100,79200,20635582
20220623 00:00,79400,79700,79100,79700,23255144
20220624 00:00,79700,79800,79300,79500,23665322
20220627 00:00,79500,80100,79400,79700,24067719
20220628 00:00,79700,80400,79600,80400,25729078
20220629 00:00,80100,80600,80000,80500,30299747
20220630 00:00,80500,80600,80000,80100,23369617
20220701 00:00,80100,80400,79800,79900,17846787
20220704 00:00,79900,80000,79400,79600,18222009
20220705 00:00,79600,80000,79400,79800,21322243
20220706 00:00,79700,79800,78700,79000,28829658
20220707 00:00,78800,79200,78600,78700,18636395
20220708 00:00,79000,79000,78700,78800,12379190
20220711 00:00,78700,79000,78600,78700,16195472
20220712 00:00,78600,79400,78600,79100,19889798
20220713 00:00,79300,79400,78500,78500,30506523
20220714 00:00,78400,78600,77500,77900,40565878
20220715 00:00,77600,78000,76500,76700,47127632
20220718 00:00,76800,77900,76800,77900,25164232
20220719 00:00,77900,78200,77700,78100,28872304
20220720 00:00,78500,78500,77700,77900,39713402
20220721 00:00,74000,74100,73300,73300,41541585
20220722 00:00,73400,73800,73400,73500,19660796
20220725 00:00,73300,73800,73300,73500,17093960
20220726 00:00,73600,73900,73400,73800,18730569
20220727 00:00,73600,73700,73300,73400,17036417
20220728 00:00,73500,73700,73200,73300,21524372
20220729 00:00,73500,73500,72300,72600,43873316
20220801 00:00,72600,72800,72100,72300,24438011
20220802 00:00,72200,72200,70700,71400,40986083
20220803 00:00,71300,71700,70700,70700,28144846
20220804 00:00,70900,71000,70600,70900,21294463
20220805 00:00,70900,71800,70800,71500,22554203
20220808 00:00,71700,71800,71200,71200,12981219
20220809 00:00,71300,71500,71000,71200,13023820
20220810 00:00,71200,71300,70800,70900,11674742
20220811 00:00,71200,71900,71000,71800,21910821
20220812 00:00,71900,72600,71700,72400,22253354
20220815 00:00,72400,72900,72000,72100,20451392
20220816 00:00,72100,72600,71800,71900,17910142
20220817 00:00,72100,73000,71800,72800,20980840
20220818 00:00,72700,72700,71900,72100,12991819
20220819 00:00,71800,72800,71800,72000,17544569
20220822 00:00,71800,72400,71600,72300,13776616
20220823 00:00,72100,72200,71700,71700,15047471
20220824 00:00,71700,72200,71400,71500,16855765
20220825 00:00,71600,72200,71500,72000,15772556
20220826 00:00,72300,72600,71800,72200,17576235
20220829 00:00,71600,72100,71200,71500,27600324
20220830 00:00,71400,72000,71300,71900,22541928
20220831 00:00,71700,72800,71500,72700,39566130
20220901 00:00,72300,72900,72000,72300,23298388
20220902 00:00,72400,72700,72000,72100,19975499
20220905 00:00,71800,72700,71400,72600,26646247
20220906 00:00,72500,73000,72400,72600,21866681
20220907 00:00,72300,72600,72200,72200,16568470
20220908 00:00,72400,72700,72200,72400,14478347
20220909 00:00,72700,73400,72400,73100,32423037
20220913 00:00,72800,73600,72700,73500,23795140
20220914 00:00,72900,73400,72700,72800,18649011
20220915 00:00,72900,73700,72800,73200,31940343
20220916 00:00,73000,73200,71400,71400,33979138
20220919 00:00,71600,72000,71000,71600,22388073
20220920 00:00,71600,71800,71000,71100,22247046
20220921 00:00,71000,71600,70800,71300,20026161
20220922 00:00,71100,71400,70800,71200,19540404
20220923 00:00,71200,71800,70900,71600,21806262
20220926 00:00,71200,71700,70500,70600,29503476
20220927 00:00,70400,70900,70200,70700,20128163
20220928 00:00,70500,71200,70200,70800,25197590
20220929 00:00,71100,71300,69500,69900,37072647
20220930 00:00,70200,70700,69900,70400,21572691
20221010 00:00,70400,70900,70100,70300,20028296
20221011 00:00,70700,70800,70000,70100,18613647
20221012 00:00,70100,70500,69600,70500,20354488
20221013 00:00,70300,70400,69700,70000,24107256
20221014 00:00,70300,70700,70100,70300,27342763
20221017 00:00,70500,70500,70000,70200,20616536
20221018 00:00,70400,70600,70100,70200,21908675
20221019 00:00,70200,70400,69700,69700,17988215
20221020 00:00,69700,70000,69600,69700,19765093
20221021 00:00,69900,70200,69100,69200,24567888
20221024 00:00,69300,69400,68000,68100,38610105
20221025 00:00,68800,68800,68000,68400,26539881
20221026 00:00,68300,68600,68000,68200,20377311
20221027 00:00,68300,68700,68100,68200,21293652
20221028 00:00,68400,68700,67500,68000,28234295
20221031 00:00,67300,67500,66300,66400,32237373
20221101 00:00,66800,67400,66500,67400,27035074
20221102 00:00,67000,67400,66600,67100,24034116
20221103 00:00,67100,67100,66400,66600,21251911
20221104 00:00,66500,68000,66400,67900,32665677
20221107 00:00,67500,68300,67400,68100,16269623
20221108 00:00,68300,68300,67700,67900,15282862
20221109 00:00,67700,68200,67700,67900,13127494
20221110 00:00,67500,68000,67400,67800,12601008
20221111 00:00,68300,69800,68300,69400,40237053
20221114 00:00,69800,70900,69600,70300,43777420
20221115 00:00,70100,70900,70000,70600,25212063
20221116 00:00,70300,70600,70100,70300,17398102
20221117 00:00,70200,70200,69500,69800,22026825
20221118 00:00,69900,70000,69100,69100,22662930
20221121 00:00,69000,69100,68300,68800,22374965
20221122 00:00,68900,70400,68900,70200,33424530
20221123 00:00,70100,71200,69900,70500,36694389
20221124 00:00,70600,71400,70300,70300,21534531
20221125 00:00,70400,71800,70400,71700,43033799
20221128 00:00,71000,71000,69800,70700,37873189
20221129 00:00,71000,73000,70800,72700,68171227
20221130 00:00,72400,73000,72200,72200,32346981
20221201 00:00,72800,73400,72100,72200,30040435
20221202 00:00,72500,72500,71700,72300,25722026
20221205 00:00,72800,73700,72400,73600,47367357
20221206 00:00,73200,73900,73000,73600,30550306
20221207 00:00,73500,74000,73000,73400,31176550
20221208 00:00,73200,73900,73100,73800,25551776
20221209 00:00,73700,73900,73000,73200,38192346
20221212 00:00,73100,73600,72300,72600,26708550
20221213 00:00,72700,73500,72500,73200,18253626
20221214 00:00,73700,73700,72600,73200,16180635
20221215 00:00,72800,73200,72300,72400,17471770
20221216 00:00,72500,73500,72300,73500,31704629
20221219 00:00,73700,73700,72100,72400,20432546
20221220 00:00,72300,72800,71300,71400,24800259
20221221 00:00,72200,72400,71300,71900,17252934
20221222 00:00,72800,73100,72000,72400,18662641
20221223 00:00,71900,72700,71700,71900,12958464
20221226 00:00,71900,72100,70800,71000,20138533
20221227 00:00,71300,72900,71200,72200,24065192
20221228 00:00,72200,73000,72000,73000,20901364
20221229 00:00,72700,72900,71800,72400,18367088
20221230 00:00,72300,73000,72200,72800,20352397
20230103 00:00,72700,72800,71700,72300,25892521
20230104 00:00,72700,73500,72300,73100,30947081
20230105 00:00,73700,73800,73000,73500,30162154
20230106 00:00,73500,73800,73100,73400,20312881
20230109 00:00,73800,73800,73000,73400,19612260
20230110 00:00,73500,73500,72800,72800,16194647
20230111 00:00,73100,73400,72700,73000,19215541
20230112 00:00,73300,73400,72400,72700,16849908
20230113 00:00,72900,73500,72700,73400,21770211
20230116 00:00,73500,73800,72800,73300,36816941
20230117 00:00,73400,73500,72700,73000,24222613
20230118 00:00,73100,73300,72700,73100,24494551
20230119 00:00,73100,73300,72600,73300,16713352
20230120 00:00,73400,73600,73200,73600,20986958
20230130 00:00,74300,74300,73700,74000,31810739
20230131 00:00,74200,74500,73700,73700,28438220
20230201 00:00,74000,74000,73300,73600,18659542
20230202 00:00,73900,73900,73200,73600,21900191
20230203 00:00,73300,73500,72700,72700,29885527
20230206 00:00,72500,72500,72100,72500,22786780
20230207 00:00,72700,72700,72200,72400,15481821
20230208 00:00,72400,72700,72200,72300,13095025
20230209 00:00,72300,72800,72200,72600,10895965
20230210 00:00,72500,72700,72200,72400,11944106
20230213 00:00,72200,72600,71800,72300,20449779
20230214 00:00,72400,72600,72300,72400,11929853
20230215 00:00,72400,72500,71900,72000,15467693
20230216 00:00,72100,72600,71800,71900,18798353
20230217 00:00,71900,72200,71300,71300,21148914
20230220 00:00,71600,72700,71500,72600,25613504
20230221 00:00,72600,73000,72300,72900,16234446
20230222 00:00,72800,72900,72400,72400,12971392
20230223 00:00,72500,72800,72300,72300,11436536
20230224 00:00,72200,72600,71800,71800,16681114
20230227 00:00,71600,72000,71600,71600,15800639
20230228 00:00,71800,72000,71400,71800,17448100
20230301 00:00,71700,72700,71700,72600,25661325
20230302 00:00,72300,72900,72300,72700,17070002
20230303 00:00,72900,73600,72600,73500,31094168
20230306 00:00,73500,73700,73100,73300,24939950
20230307 00:00,73200,74600,73000,73100,56642781
20230308 00:00,73000,73200,72500,73100,19059038
20230309 00:00,73100,73400,72500,72700,18993344
20230310 00:00,72400,72600,71500,71500,27843826
20230313 00:00,70500,70900,70300,70600,51314997
20230314 00:00,70600,70700,70000,70200,32453388
20230315 00:00,70700,71000,70600,70800,25072976
20230316 00:00,70800,71700,70500,71200,28501314
20230317 00:00,71400,72200,71000,71100,36328142
20230320 00:00,71000,72200,71000,71300,26292154
20230321 00:00,71600,72000,71300,71300,18977675
20230322 00:00,71500,71900,71400,71800,16988375
20230323 00:00,71500,72200,71400,72100,21506296
20230324 00:00,71900,72500,71800,72100,25687826
20230327 00:00,72300,72300,71500,71500,19141397
20230328 00:00,71600,71900,71400,71800,16641290
20230329 00:00,72300,72300,71600,71600,12685806
20230330 00:00,71800,72100,71200,71900,22504756
20230331 00:00,71900,72400,71700,71900,20048925
20230403 00:00,71900,72100,71600,71900,20246596
20230404 00:00,71900,72200,71600,72100,25718197
20230406 00:00,72100,72200,71800,71800,14740291
20230407 00:00,71900,72400,71600,72300,17465820
20230410 00:00,72100,72400,71900,72100,17548307
20230411 00:00,72300,72300,71800,71800,20191251
20230412 00:00,72000,72300,71700,72100,19475694
20230413 00:00,72200,72900,72000,72500,25779019
20230414 00:00,72800,73100,72500,72700,25074604
20230417 00:00,72600,74000,72600,73900,36027756
20230418 00:00,73800,75900,73700,75400,77412335
20230419 00:00,74900,75800,74300,75300,52269783
20230420 00:00,75000,76900,75000,76800,72340661
20230421 00:00,76700,77300,75700,75900,50258973
20230424 00:00,75900,76400,74700,74900,43348471
20230425 00:00,75300,76200,75200,75600,42805282
20230426 00:00,75600,75600,74200,74600,50919367
20230427 00:00,74800,75100,74200,74800,49269460
20230428 00:00,74700,76500,74700,76000,38841289
20230504 00:00,74800,77500,73500,76800,75866605
20230505 00:00,76800,79000,76600,77600,67991125
20230508 00:00,77700,81700,77600,80700,143117862
20230509 00:00,81400,82200,79400,79600,122058988
20230510 00:00,79300,79500,76500,77000,87338919
20230511 00:00,77200,78000,76500,76700,43135406
20230512 00:00,77000,77100,75800,76200,55003725
20230515 00:00,76200,77100,75100,76900,49175572
20230516 00:00,77000,77800,76400,76700,41397733
20230517 00:00,76700,76900,75800,76100,29442573
20230518 00:00,76400,77500,76100,76800,38714402
20230519 00:00,76700,76700,75200,75400,35072548
20230522 00:00,75800,76000,75200,75400,21174297
20230523 00:00,75400,75900,74500,74500,29213715
20230524 00:00,74300,74400,72900,72900,45145900
20230525 00:00,72600,73300,72400,73100,34408974
20230526 00:00,73100,73600,72500,73200,18912850
20230529 00:00,73200,74600,73100,74100,29624085
20230530 00:00,74200,74400,73000,73700,26942819
20230531 00:00,73700,73700,72900,73500,26569353
20230601 00:00,73300,73500,72600,72800,30606250
20230602 00:00,72900,73600,72900,73500,20697156
20230605 00:00,73500,74300,73100,74100,21286683
20230606 00:00,74100,75300,73600,73800,33736363
20230607 00:00,74000,75000,74000,74600,21593403
20230608 00:00,74900,75900,74300,75700,27634633
20230609 00:00,75700,76000,75300,75600,22288077
20230612 00:00,75400,75400,74300,74300,20300133
20230613 00:00,74300,74800,74000,74600,15724325
20230614 00:00,74800,75100,74000,74000,17986091
20230615 00:00,74300,74900,73900,74500,20936996
20230616 00:00,74500,74700,73900,74300,26908579
20230619 00:00,74100,74200,73400,73400,17368652
20230620 00:00,73600,73700,72900,72900,20417397
20230621 00:00,72900,73700,72700,72700,20122147
20230626 00:00,72700,72800,71400,71600,34007942
20230627 00:00,71500,72300,71400,71900,18412655
20230628 00:00,72000,72200,71500,72100,15806614
20230629 00:00,72100,72500,71800,71800,21627405
20230630 00:00,71700,72700,71700,72400,19425283
20230703 00:00,72500,73300,72500,73200,20873751
20230704 00:00,73000,73300,72300,72800,17447358
20230705 00:00,72600,72800,72100,72500,11396554
20230706 00:00,72500,72700,71900,72100,14827400
20230707 00:00,72100,72500,71800,72200,14748837
20230710 00:00,72200,72500,72000,72200,11410653
20230711 00:00,72600,72900,72300,72800,14074191
20230712 00:00,72800,73200,72500,72500,14414543
20230713 00:00,73000,74000,72700,74000,26925447
20230714 00:00,74200,74500,73800,74400,19569658
20230717 00:00,74400,74500,73500,74200,13992076
20230718 00:00,74200,74200,73700,73900,12026567
20230719 00:00,73600,74300,73600,74100,18189577
20230720 00:00,74300,74800,74000,74200,26686817
20230721 00:00,71000,71500,70700,71200,27661416
20230724 00:00,70800,71600,70700,71300,25840210
20230725 00:00,71800,72900,71700,72700,31444763
20230726 00:00,72800,73400,72600,72900,22818033
20230727 00:00,73300,74000,72900,73700,26198753
20230728 00:00,73300,75200,73300,75000,46528827
20230731 00:00,75500,76400,75200,76000,52804227
20230801 00:00,75800,76300,75400,76000,30934266
20230802 00:00,75600,75900,74300,74800,42654533
20230803 00:00,75200,75800,74400,75600,29329503
20230804 00:00,75900,76500,75400,75800,34256817
20230807 00:00,75700,75700,74900,75200,26012874
20230808 00:00,74700,75500,74300,75200,27001247
20230809 00:00,75000,75500,74700,75500,17792571
20230810 00:00,74500,74600,73500,74200,52865300
20230811 00:00,74400,74400,72300,72300,37051127
20230814 00:00,71800,72000,70500,71000,44245535
20230815 00:00,71200,71900,70900,71700,31218657
20230816 00:00,71500,71900,71200,71400,22953985
20230817 00:00,71300,71400,70500,71000,37202484
20230818 00:00,71000,71700,70700,70700,28150555
20230821 00:00,70600,71100,69600,69600,42517681
20230822 00:00,69800,70400,69700,70100,32939985
20230823 00:00,70100,70900,69800,70200,30151367
20230824 00:00,70300,70600,69800,69900,24604979
20230825 00:00,69900,70900,69700,70500,24703830
20230828 00:00,73000,73200,71200,71500,66648091
20230829 00:00,72000,72000,70300,70700,50437460
20230830 00:00,71000,71000,70100,70300,28718303
20230831 00:00,70300,70900,69800,69800,32933152
20230901 00:00,69900,70400,69900,70100,21792955
20230904 00:00,70600,71400,70300,71100,36814307
20230905 00:00,71000,71200,70300,70400,22326770
20230906 00:00,70200,70900,70200,70900,16736457
20230907 00:00,70900,71000,70200,70400,20271873
20230908 00:00,70300,70500,70000,70000,18416554
20230911 00:00,70200,70900,70000,70400,24884950
20230912 00:00,70300,70700,70300,70600,20976211
20230913 00:00,70900,71000,70400,70500,20049817
20230914 00:00,70800,71200,70600,71100,35579855
20230915 00:00,71200,71600,70700,71200,34081942
20230918 00:00,70900,71000,70300,70700,22282093
20230919 00:00,70800,71300,70500,71300,28234575
20230920 00:00,71200,71500,70800,71300,16303047
20230921 00:00,71300,71700,70900,71000,27306965
20230922 00:00,71000,71800,70700,71800,32181271
20230925 00:00,71800,72000,71300,71600,30717443
20230926 00:00,71700,71900,71200,71500,21886050
20230927 00:00,71900,71900,71100,71300,32067290
20230928 00:00,71500,71700,71000,71000,22435320
20231009 00:00,70800,70800,70000,70300,27763130
20231010 00:00,71300,71400,70100,70100,24095561
20231011 00:00,70600,70800,70100,70200,24057412
20231012 00:00,70900,71700,70600,71400,36346964
20231013 00:00,71100,71500,70800,71000,19650410
20231016 00:00,71200,71300,70400,70700,24907733
20231017 00:00,70900,71000,70500,70900,19029143
20231018 00:00,70700,71100,70500,70500,21485721
20231019 00:00,70400,70500,68300,68400,61679771
20231020 00:00,68100,69300,68000,68700,31067950
20231023 00:00,68700,68900,68000,68300,23824321
20231024 00:00,68500,68600,68100,68200,28129297
20231025 00:00,68600,69300,68300,69300,26841192
20231026 00:00,69300,70200,68900,69600,24739484
20231027 00:00,69600,70200,69400,69900,19465758
20231030 00:00,68600,68900,67700,68000,52388866
20231031 00:00,67900,68400,67800,68200,26173217
20231101 00:00,68300,68800,68000,68600,28272210
20231102 00:00,69000,69500,68600,69400,24611088
20231103 00:00,69400,69500,68900,68900,22202536
20231106 00:00,68900,69600,68900,69400,19432835
20231107 00:00,69200,69400,68900,69100,15913010
20231108 00:00,69000,69200,68700,69000,17761233
20231109 00:00,69000,69600,68800,69300,21910350
20231110 00:00,69100,69600,68600,68800,20458993
20231113 00:00,68800,69000,68200,68800,14168068
20231114 00:00,68700,69100,68700,68800,13777480
20231115 00:00,69300,69900,69100,69600,24340030
20231116 00:00,69700,69800,69200,69300,14412881
20231117 00:00,69400,69400,68500,68600,20775396
20231120 00:00,68800,69200,68300,69100,18326582
20231121 00:00,69400,70000,69200,69600,29684278
