Date,Open,High,Low,Close,Volume
20200914 00:00,1905000,1949800,1900000,1927800,14289637
20200915 00:00,1955000,1970000,1928200,1947000,11703665
20200916 00:00,1967900,1969000,1905000,1922600,11837864
20200917 00:00,1922400,2019500,1910000,1984000,18130771
20200918 00:00,1989100,2000000,1952300,1980300,10548691
20200921 00:00,2019000,2080000,1968600,1979300,16068319
20200922 00:00,2000000,2042000,1979300,2005000,12339378
20200923 00:00,1996000,1998200,1911000,1970000,15719429
20200924 00:00,1936500,1958000,1901100,1908200,10668028
20200925 00:00,1936000,1947000,1905900,1915000,6801208
20200928 00:00,1934500,1969500,1918100,1929100,8233195
20200929 00:00,1954900,2062500,1954300,2049900,20243551
20200930 00:00,2053000,2110100,2038000,2092000,15990837
20201009 00:00,2199900,2288800,2197700,2248700,23959241
20201012 00:00,2280000,2350000,2273000,2347800,18938222
20201013 00:00,2348800,2385800,2290000,2356700,10746666
20201014 00:00,2370000,2440000,2348000,2373000,13770183
20201015 00:00,2411100,2441000,2370000,2386000,9953526
20201016 00:00,2395000,2400000,2243100,2281000,20304062
20201019 00:00,2313300,2361000,2280000,2294100,13002499
20201020 00:00,2306300,2416000,2289400,2416000,13596634
20201021 00:00,2400600,2406300,2276800,2323300,16167925
20201022 00:00,2302000,2338000,2270000,2318800,9055157
20201023 00:00,2325100,2387600,2244500,2250000,11593811
20201026 00:00,2259700,2336300,2193300,2331500,10802773
20201027 00:00,2350000,2387000,2320000,2372100,9101539
20201028 00:00,2276500,2454700,2266600,2402600,22415826
20201029 00:00,2370200,2440200,2323200,2400000,17435230
20201030 00:00,2410200,2566000,2383000,2471700,22958747
20201102 00:00,2470000,2655000,2445100,2601400,18946131
20201103 00:00,2600000,2600000,2471800,2560200,18456665
20201104 00:00,2550000,2600000,2500000,2555500,11061672
20201105 00:00,2610000,2685000,2609600,2685000,15795924
20201106 00:00,2713800,2752300,2600000,2635000,15658385
20201109 00:00,2680000,2729000,2611000,2664300,13228570
20201110 00:00,2653200,2718800,2555500,2659200,14417544
20201111 00:00,2641100,2674800,2508400,2508400,15758398
20201112 00:00,2600000,2600000,2525800,2542500,9716864
20201113 00:00,2581200,2607700,2530000,2532100,11377678
20201116 00:00,2538900,2577000,2474300,2549000,12312065
20201117 00:00,2573000,2600000,2465000,2506800,13674853
20201118 00:00,2501200,2520600,2368200,2405000,19283321
20201119 00:00,2410100,2435500,2371100,2421000,9758010
20201120 00:00,2444900,2536000,2444800,2520800,12303462
20201123 00:00,2520800,2597000,2501000,2530000,12091293
20201124 00:00,2580000,2591000,2500100,2547000,9791966
20201125 00:00,2566000,2568800,2444000,2462200,11709894
20201126 00:00,2466000,2466000,2392000,2453400,8629485
20201127 00:00,2454200,2487700,2380000,2420000,8433221
20201130 00:00,2440000,2440000,2340200,2428000,12666236
20201201 00:00,2388000,2466500,2380000,2461700,9491971
20201202 00:00,2460000,2460000,2366000,2436900,11965310
20201203 00:00,2436900,2469700,2383700,2459900,10688561
20201204 00:00,2450600,2513000,2443500,2497200,9233784
20201207 00:00,2509000,2648300,2509000,2614600,17112954
20201208 00:00,2655000,2698900,2645000,2660300,11636158
20201209 00:00,2687300,2726000,2620800,2660000,15363649
20201210 00:00,2631500,2675000,2590000,2648200,9985664
20201211 00:00,2633100,2675200,2617000,2665600,12893673
20201214 00:00,2665700,2687300,2621000,2660000,10724116
20201215 00:00,2680000,2793700,2644500,2785000,17781261
20201216 00:00,2802000,2863000,2770000,2860600,14288803
20201217 00:00,2842000,2878000,2820100,2848100,8812326
20201218 00:00,2855000,2929500,2832200,2899900,9512618
20201221 00:00,2967500,3250000,2933000,3250000,19810397
20201222 00:00,3199900,3303300,3117000,3136400,16874400
20201223 00:00,3136700,3293000,3071800,3180000,17390320
20201224 00:00,3170000,3186600,3085000,3110000,9478596
20201225 00:00,3090000,3152000,3060100,3127900,9539934
20201228 00:00,3152000,3200000,3110000,3167800,11973062
20201229 00:00,3167900,3188000,3033800,3080000,12174791
20201230 00:00,3200000,3479400,3200000,3400000,22881682
20201231 00:00,3449800,3539000,3417100,3511100,15200521
20210104 00:00,3581000,4111100,3581000,4041000,22480807
20210105 00:00,3950000,4038000,3860100,4020000,22745201
20210106 00:00,4080000,4160000,3910100,4067700,18668114
20210107 00:00,4009900,4150000,3968800,4132300,17389487
20210108 00:00,4190000,4249900,3974000,4045000,21006685
20210111 00:00,4098800,4098800,3860000,3900000,23005038
20210112 00:00,3855000,4044000,3800000,4011700,16559671
20210113 00:00,4000000,4105000,3729800,3850000,27261967
20210114 00:00,3752000,3840000,3680200,3690100,19606569
20210115 00:00,3679900,3839800,3650000,3805500,19822928
20210118 00:00,3767400,3918000,3757700,3839000,14201178
20210119 00:00,3840000,3860000,3645500,3661100,16286661
20210120 00:00,3738000,3933800,3709100,3914000,21341613
20210121 00:00,3870000,3990000,3800000,3913000,17479166
20210122 00:00,3915000,4102800,3915000,4080000,19044156
20210125 00:00,4063000,4183400,3923400,3969500,21741425
20210126 00:00,3968100,3968100,3837600,3855000,15104374
20210127 00:00,3920000,3932000,3720000,3905200,14838511
20210128 00:00,3800000,3830100,3680000,3699000,18182027
20210129 00:00,3760100,3770000,3425600,3541100,27601326
20210201 00:00,3530000,3569000,3462000,3503300,17525081
20210202 00:00,3520100,3699900,3373700,3678000,25086475
20210203 00:00,3790000,3875600,3750500,3809800,21107294
20210204 00:00,3849100,3938000,3795000,3885000,21630174
20210205 00:00,3950000,3969900,3728500,3734500,18411695
20210208 00:00,3750000,4048000,3730100,4040000,24402658
20210209 00:00,4112000,4150000,4008000,4102000,16203746
20210210 00:00,4139900,4166000,4060000,4126600,16282957
20210218 00:00,4220000,4220000,3868800,3970000,23824929
20210219 00:00,3900000,3960000,3742000,3875000,18690354
20210222 00:00,3875000,3958000,3749000,3750000,16720351
20210223 00:00,3700000,3765400,3608800,3765400,13604746
20210224 00:00,3750000,3780000,3394000,3470000,30272084
20210225 00:00,3538500,3538500,3350000,3371000,24575702
20210226 00:00,3230000,3330000,3177900,3222300,22950635
20210301 00:00,3315100,3456200,3282800,3446000,20539402
20210302 00:00,3530000,3532000,3410600,3496000,15281131
20210303 00:00,3460500,3496300,3403600,3496300,10464433
20210304 00:00,3450000,3450000,3229100,3255700,18103403
20210305 00:00,3130100,3268800,3083300,3200000,17307341
20210308 00:00,3230000,3347200,3008800,3050000,21295514
20210309 00:00,3000000,3105000,2890000,3000000,27357719
20210310 00:00,3160000,3222800,3130000,3145000,23763768
20210311 00:00,3160000,3334800,3113000,3312800,20964281
20210312 00:00,3369100,3450000,3313000,3414600,18952041
20210315 00:00,3400000,3400000,3070000,3123000,23040352
20210316 00:00,3170000,3249900,3135000,3230000,13712397
20210317 00:00,3178800,3362000,3131000,3330000,14672578
20210318 00:00,3340000,3431100,3335100,3358000,11366956
20210319 00:00,3250000,3329900,3110000,3165000,18971590
20210322 00:00,3190000,3210000,2988900,3078000,23171883
20210323 00:00,3050000,3106400,3001200,3039100,15116923
20210324 00:00,3050000,3051000,2850000,2887900,25208186
20210325 00:00,2805100,2933500,2800500,2915500,18439889
20210326 00:00,2950000,3140500,2930000,3136200,23710285
20210329 00:00,3135000,3197700,3050100,3116000,15563243
20210330 00:00,3116100,3209800,3080000,3189800,12640386
20210331 00:00,3188900,3261600,3130000,3221700,16054553
20210401 00:00,3238000,3354900,3233000,3299900,11333813
20210402 00:00,3329500,3361800,3268800,3324000,9262891
20210406 00:00,3350000,3380000,3190900,3258000,10463817
20210407 00:00,3329100,3329100,3121500,3200000,13393147
20210408 00:00,3140000,3216600,3110000,3198500,7870973
20210409 00:00,3240100,3240100,3100000,3120000,9323686
20210412 00:00,3182600,3250400,3131000,3150100,14059546
20210413 00:00,3133000,3330000,3131000,3247600,14021091
20210414 00:00,3312600,3474900,3286800,3460000,18504345
20210415 00:00,3399600,3415000,3331700,3370000,12474137
20210416 00:00,3400000,3404000,3246000,3338400,11536269
20210419 00:00,3350000,3645000,3313500,3640000,20547682
20210420 00:00,3579800,3687900,3535000,3590000,14283434
20210421 00:00,3511600,3579000,3478000,3556900,12399643
20210422 00:00,3660000,3666000,3536300,3623600,10791346
20210423 00:00,3623600,3730000,3600100,3715000,11536538
20210426 00:00,3736000,3800000,3472000,3490000,25623665
20210427 00:00,3500000,3508000,3402600,3486000,15180979
20210428 00:00,3530100,3750000,3520000,3670300,23632614
20210429 00:00,3708100,3819000,3678700,3799900,18086320
20210430 00:00,3730000,3920000,3679200,3881700,25865106
20210506 00:00,3900000,3900000,3685000,3840000,18968026
20210507 00:00,3840000,3875500,3661300,3672800,15138529
20210510 00:00,3648000,3739900,3600000,3682100,12455280
20210511 00:00,3620000,3699000,3530000,3666000,11412084
20210512 00:00,3670000,3690700,3555900,3615000,13360160
20210513 00:00,3543000,3587800,3497000,3511000,11347605
20210514 00:00,3535200,3605000,3431700,3590000,17657660
20210517 00:00,3600000,3758800,3599900,3731800,19330918
20210518 00:00,3720000,3792000,3664600,3691000,8962010
20210519 00:00,3665000,3800000,3630000,3750500,11746435
20210520 00:00,3778000,3838900,3701000,3777400,12843969
20210521 00:00,3827700,3872800,3689700,3755700,14056597
20210524 00:00,3800000,3885500,3761800,3879600,16961148
20210525 00:00,3894400,3960000,3857000,3955300,14957705
20210526 00:00,3950000,3999800,3846600,3854200,12698850
20210527 00:00,3875100,3900000,3818500,3840000,7959838
20210528 00:00,3900000,4215000,3900000,4096000,27715051
20210531 00:00,4160000,4355700,4140000,4341000,20006312
20210601 00:00,4200000,4310000,4165200,4253400,15875357
20210602 00:00,4291000,4336900,4192700,4245000,11571216
20210603 00:00,4260000,4282800,4100000,4147800,12375991
20210604 00:00,4190000,4395000,4151600,4322100,18010150
20210607 00:00,4238500,4239900,4000000,4075000,21529447
20210608 00:00,4040000,4248500,4040000,4095900,16631690
20210609 00:00,4090000,4160000,4030000,4093700,9358239
20210610 00:00,4100900,4446600,4100900,4346300,19350231
20210611 00:00,4430000,4578400,4300600,4519800,19796063
20210615 00:00,4530000,4559000,4355000,4450000,10252153
20210616 00:00,4409100,4438000,4170100,4201800,13969365
20210617 00:00,4242500,4377400,4242500,4345100,10272398
20210618 00:00,4371900,4552000,4371900,4500000,15600042
20210621 00:00,4518000,4559000,4402200,4528000,12082314
20210622 00:00,4501800,4539900,4402200,4502300,8847005
20210623 00:00,4540800,4720100,4515000,4684500,12445699
20210624 00:00,4731300,4748800,4620100,4673000,9213246
20210625 00:00,4730000,4770000,4590000,4762300,9955534
20210628 00:00,4762200,5029800,4683100,4939000,14643927
20210629 00:00,5136500,5196000,5042200,5085100,15340180
20210630 00:00,5090100,5420000,4980000,5348000,14455682
20210701 00:00,5368000,5400000,5180100,5295000,11324700
20210702 00:00,5241300,5351600,5096600,5195900,13871718
20210705 00:00,5150000,5286800,5080700,5192700,14351499
20210706 00:00,5200000,5409700,5019100,5152300,18055540
20210707 00:00,5200000,5425000,5071300,5425000,18145691
20210708 00:00,5509900,5715000,5426400,5591600,15879012
20210709 00:00,5589900,5589900,5345500,5458800,15660730
20210712 00:00,5561100,5770000,5561100,5657900,15476312
20210713 00:00,5600000,5796000,5520000,5630100,13637065
20210714 00:00,5550000,5618800,5410000,5513700,12587871
20210715 00:00,5450000,5688800,5410500,5680000,13733347
20210716 00:00,5670000,5670000,5281300,5310000,17849493
20210719 00:00,5400000,5416800,5160000,5235000,18012945
20210720 00:00,5150000,5392700,5150000,5280400,13000547
20210721 00:00,5300200,5560800,5260100,5557800,18204911
20210722 00:00,5566000,5636900,5456900,5570800,10883599
20210723 00:00,5550000,5639900,5460000,5470100,9332873
20210726 00:00,5440000,5529300,5225000,5397800,12728980
20210727 00:00,5430200,5591900,4950000,4950000,17846033
20210728 00:00,4960000,5333000,4960000,5250500,21724743
20210729 00:00,5460000,5577400,5290000,5568000,18620249
20210730 00:00,5650000,5822000,5400000,5504000,20181013
20210802 00:00,5570000,5749900,5328800,5520000,18297279
20210803 00:00,5550000,5560000,5230000,5310000,12238308
20210804 00:00,5340000,5709900,5250000,5690000,17400431
20210805 00:00,5660000,5660000,5465300,5570000,12979233
20210806 00:00,5647900,5670000,5390000,5438800,14371245
20210809 00:00,5320000,5325000,5029900,5160000,18583111
20210810 00:00,5110100,5191900,4990000,5105000,18016853
20210811 00:00,5100000,5230000,5048800,5172500,11236434
20210812 00:00,5120100,5129900,4940000,5020000,17116184
20210813 00:00,4800000,5299000,4800000,5020500,27725763
20210816 00:00,4940000,5038900,4698800,4770000,22043980
20210817 00:00,4850000,4948000,4772400,4800000,15610638
20210818 00:00,4865400,5029000,4774100,4950000,15957481
20210819 00:00,5020000,5097300,4840000,5030000,14453518
20210820 00:00,4990000,4992000,4825000,4941100,12527606
20210823 00:00,5050000,5232200,5020100,5219000,16224431
20210824 00:00,5164000,5401000,5151200,5230000,13313712
20210825 00:00,5240000,5322000,5112000,5302400,9530347
20210826 00:00,5399800,5589400,5208900,5210000,16798255
20210827 00:00,5200000,5240000,5020000,5075000,11958157
20210830 00:00,5074500,5258000,4988600,5052400,15714333
20210831 00:00,5119400,5119400,4858500,4948700,14762087
20210901 00:00,4920000,4940000,4715000,4887100,14462675
20210902 00:00,4920000,4961100,4857800,4935000,11464887
20210903 00:00,4980000,5038800,4808800,4865000,11282023
20210906 00:00,4930000,5180000,4830000,5161000,14791957
20210907 00:00,5150000,5266600,5100000,5140100,9422232
20210908 00:00,5190000,5235800,5000000,5030000,9739395
20210909 00:00,5095000,5189800,4908000,5072000,11016209
20210910 00:00,4934400,5037800,4906800,5021000,11296936
20210913 00:00,5021000,5121000,4960000,5028000,8968966
20210914 00:00,5071200,5410000,5029200,5299000,23383657
20210915 00:00,5300000,5319900,5118100,5253500,10501454
20210916 00:00,5230000,5230000,4980000,4980000,11260408
20210917 00:00,4970000,5090000,4921300,5030000,8193837
20210922 00:00,4946000,5010000,4881000,4933100,6423920
20210923 00:00,5048600,5048600,4918000,4929900,7971421
20210924 00:00,4948700,5125100,4905000,4999800,10262492
20210927 00:00,5050000,5198000,4997900,5135000,14496264
20210928 00:00,5120000,5179500,4982000,5004300,9222505
20210929 00:00,4960000,5118000,4940000,5025100,9395464
20210930 00:00,5050000,5325000,5020100,5257300,16714235
20211008 00:00,5340000,5500700,5229000,5340000,12516925
20211011 00:00,5350000,5376000,5180600,5210000,7830888
20211012 00:00,5215800,5226200,4988800,5050000,9590683
20211013 00:00,5050000,5225000,5040000,5222600,7652244
20211014 00:00,5250000,5348800,5250000,5323000,7841554
20211015 00:00,5320000,5788700,5281000,5690000,22951299
20211018 00:00,5810000,5952400,5700000,5950200,18670216
20211019 00:00,6040000,6149800,5850000,5906000,15088955
20211020 00:00,5950000,6133800,5870000,5895000,12466583
20211021 00:00,5900000,5990000,5800000,5960000,10142297
20211022 00:00,6059800,6059800,5903300,6014000,11021603
20211025 00:00,6120000,6251600,6033300,6107700,14052090
20211026 00:00,6357600,6384800,5959300,5979900,14827692
20211027 00:00,5979900,6150400,5931700,6150400,13548574
20211028 00:00,6250000,6350000,6029300,6072000,17282868
20211029 00:00,6152900,6454900,5989400,6392200,20268702
20211101 00:00,6410000,6790000,6311300,6500000,22179659
20211102 00:00,6550000,6657600,6480000,6580000,13140789
20211103 00:00,6510000,6560200,6280000,6400000,12760630
20211104 00:00,6480000,6550000,6360500,6468500,9201009
20211105 00:00,6390000,6497800,6339900,6340900,8555085
20211108 00:00,6370000,6649800,6310000,6608000,12269565
20211109 00:00,6677400,6680000,6531300,6632800,6674583
20211110 00:00,6511300,6564700,6350000,6480000,12739826
20211111 00:00,6510000,6651300,6501000,6558500,7701413
20211112 00:00,6570000,6618600,6339200,6410000,11420150
20211115 00:00,6409900,6409900,6079600,6200000,14007599
20211116 00:00,6200000,6251200,6070000,6149700,8433513
20211117 00:00,6230000,6304300,6175600,6258800,7561643
20211118 00:00,6258800,6366600,6135900,6260000,7527274
20211119 00:00,6310000,6390000,6200500,6390000,8456790
20211122 00:00,6449900,6810000,6421100,6810000,15308991
20211123 00:00,6803100,6803100,6660000,6720000,9931174
20211124 00:00,6701700,6758000,6503400,6588000,8550354
20211125 00:00,6530000,6585000,6452900,6540000,5822028
20211126 00:00,6510000,6688000,6510000,6580000,5850222
20211129 00:00,6540000,6845000,6530000,6798000,11465261
20211130 00:00,6847600,6856600,6733300,6800000,7188131
20211201 00:00,6800000,6849900,6641100,6720000,6984571
20211202 00:00,6719800,6892000,6690000,6880000,9178956
20211203 00:00,6889600,6920000,6710000,6870000,8078164
20211206 00:00,6761000,6802000,6560000,6572800,11261215
20211207 00:00,6620000,6630000,6122000,6290000,22139147
20211208 00:00,6347900,6447800,6262500,6390000,11886602
20211209 00:00,6390000,6400000,6229000,6338000,13427209
20211210 00:00,6222200,6533600,6211800,6399500,21384418
20211213 00:00,6399000,6606600,6300800,6583600,16082778
20211214 00:00,6573400,6573400,6439800,6510100,8781080
20211215 00:00,6494300,6610000,6469500,6490000,7048016
20211216 00:00,6573000,6573000,6470800,6550600,6150222
20211217 00:00,6510100,6539900,6397000,6511900,13649081
20211220 00:00,6490000,6490000,6076800,6102100,15511352
20211221 00:00,6060000,6146900,5940800,6040700,12565780
20211222 00:00,6088000,6170000,6030000,6102400,8361840
20211223 00:00,6189800,6308000,6120800,6220700,7971819
20211224 00:00,6240000,6252500,5630000,5768000,24608084
20211227 00:00,5742000,5879900,5735000,5786000,10183543
20211228 00:00,5780000,5872800,5699100,5850000,9659574
20211229 00:00,5850000,5859900,5697800,5755500,9963963
20211230 00:00,5770000,5962900,5755700,5900000,12420946
20211231 00:00,5983000,6059900,5820000,5880000,9371117
20220104 00:00,6060000,6070000,5610000,5688800,17456845
20220105 00:00,5664000,5668800,5400000,5475000,16657881
20220106 00:00,5385100,5470000,5317900,5414700,13882602
20220107 00:00,5500000,5560000,5280000,5399000,13169468
20220110 00:00,5349800,5490000,5242400,5384000,14862906
20220111 00:00,5411100,5499000,5364100,5367000,8472277
20220112 00:00,5510000,5699600,5509000,5650400,19164163
20220113 00:00,5710000,5820000,5547400,5650000,13899742
20220114 00:00,5570600,5808000,5560000,5774000,11612818
20220117 00:00,5888600,6085000,5788000,6068500,14352844
20220118 00:00,6068500,6077700,5860000,5868000,10701672
20220119 00:00,5895000,5950000,5585000,5699900,14487439
20220120 00:00,5660000,5780000,5633500,5691300,8065361
20220121 00:00,5630000,5796000,5520000,5694900,9917398
20220124 00:00,5640000,5922600,5590100,5809900,11562129
20220125 00:00,5732100,5833300,5650000,5656000,7199229
20220126 00:00,5718000,5906000,5665000,5875000,11603676
20220127 00:00,5850000,5949900,5700000,5749900,12948188
20220128 00:00,5946000,6040000,5704400,5926000,24331734
20220207 00:00,6060000,6099800,5741800,5794400,14528859
20220208 00:00,5794400,5794400,5218200,5408600,20650297
20220209 00:00,5390000,5509000,5270000,5472000,11494712
20220210 00:00,5518000,5520000,4998900,5181000,29233587
20220211 00:00,5060000,5135800,4890000,4899900,23979847
20220214 00:00,4860000,5128900,4850600,5080000,19628564
20220215 00:00,5190000,5303300,5110000,5270000,15150828
20220216 00:00,5280000,5424300,5239900,5308000,12706794
20220217 00:00,5299800,5435000,5255800,5350000,10747219
20220218 00:00,5300000,5350000,5229800,5275000,11384779
20220221 00:00,5265000,5265000,5054700,5100000,15630631
20220222 00:00,5066500,5080000,4923700,5040000,13632851
20220223 00:00,5060000,5190500,5024800,5190000,15433230
20220224 00:00,5080000,5215800,5010000,5077000,16160023
20220225 00:00,5210000,5350000,5208900,5288000,16967238
20220228 00:00,5240000,5365000,5240000,5333600,9965701
20220301 00:00,5392000,5480800,5300000,5361800,9749032
20220302 00:00,5310000,5317900,5088800,5138400,13412932
20220303 00:00,5172000,5188000,5069700,5129900,8698927
20220304 00:00,5050000,5090000,4880000,4917900,16283350
20220307 00:00,4750000,4850000,4540100,4548900,24599264
20220308 00:00,4639800,4664600,4430100,4554500,22754060
20220309 00:00,4560000,4740000,4480000,4734700,23457419
20220310 00:00,4900000,5055500,4853100,4908100,23961693
20220311 00:00,4808300,4950000,4741000,4935500,17102172
20220314 00:00,4830000,4872300,4630000,4630000,16291014
20220315 00:00,4610000,4812900,4506000,4632000,21268688
20220316 00:00,4762000,5034700,4684900,5031000,28223653
20220317 00:00,5175000,5350000,5151000,5245000,27630079
20220318 00:00,5190000,5244700,5040000,5105000,16391807
20220321 00:00,5200000,5342000,5176000,5200000,13634076
20220322 00:00,5200000,5200000,5070000,5130000,10228257
20220323 00:00,5200000,5229800,5099000,5152900,8410966
20220324 00:00,5099500,5176800,4983800,5140000,8480580
20220325 00:00,5119200,5181800,5020000,5020700,9283639
20220328 00:00,5088800,5088800,4780800,4870000,14946512
20220329 00:00,4870000,5000000,4820000,4869000,11235947
20220330 00:00,4920000,5190000,4920000,5190000,16216979
20220331 00:00,5151500,5180000,5031500,5123000,9623922
20220401 00:00,5080000,5245000,5051300,5189000,9518241
20220406 00:00,5165200,5180000,5030000,5081700,8542810
20220407 00:00,5005500,5050000,4870500,4952200,11958082
20220408 00:00,4927000,5048700,4890000,4950000,9357130
20220411 00:00,4752700,4780000,4521000,4590000,20738205
20220412 00:00,4607700,4727800,4605000,4720000,12498201
20220413 00:00,4658900,4818000,4620000,4660000,9523122
20220414 00:00,4750000,4760000,4540000,4598000,13752370
20220415 00:00,4511400,4569900,4327700,4508600,19989104
20220418 00:00,4420000,4519800,4353000,4510000,11957617
20220419 00:00,4504600,4595800,4384500,4402600,14382133
20220420 00:00,4390100,4430000,4057800,4070000,31199615
20220421 00:00,4118800,4175000,3989000,4091100,21116568
20220422 00:00,4080000,4231800,4050000,4153400,20136651
20220425 00:00,3978000,4061000,3900000,3901000,21316508
20220426 00:00,3861100,3920000,3770000,3770000,18510510
20220427 00:00,3670000,4087600,3667400,4070500,31612406
20220428 00:00,3999800,4025000,3820000,3875000,25917727
20220429 00:00,3940000,4099800,3750200,4093500,33647657
20220505 00:00,3650000,3852800,3530000,3760000,60277207
20220506 00:00,3620000,3867300,3618200,3759900,24080095
20220509 00:00,3740000,3769600,3637100,3685000,16668032
20220510 00:00,3593000,3850000,3571400,3791700,24437791
20220511 00:00,3799700,4187800,3795000,4097500,31753974
20220512 00:00,4044000,4092000,3978800,4035100,13420805
20220513 00:00,4070000,4184500,4005100,4148000,14854635
20220516 00:00,4169900,4278000,4070100,4070100,14387809
20220517 00:00,4099800,4245800,4082500,4225600,13889853
20220518 00:00,4244400,4260000,4144400,4190000,10712014
20220519 00:00,4144500,4219000,4086600,4190000,12632956
20220520 00:00,4280000,4320000,4175000,4269000,15826754
20220523 00:00,4269000,4269000,4100000,4167000,13791772
20220524 00:00,4136600,4136700,4018300,4020400,15012680
20220525 00:00,4045000,4060600,3945000,3989800,13934882
20220526 00:00,3984900,4018300,3888800,3900100,14059810
20220527 00:00,3960000,4091400,3921300,3944000,18780191
20220530 00:00,4022900,4072000,3988000,4018000,12529544
20220531 00:00,3999000,4119900,3935000,4080000,17799522
20220601 00:00,4101000,4310000,4060000,4250300,19178459
20220602 00:00,4227800,4437800,4210100,4368000,17447774
20220606 00:00,4370000,4690100,4370000,4659900,19037806
20220607 00:00,4651900,4669900,4508000,4590000,12759509
20220608 00:00,4560000,4600000,4259900,4600000,40541428
20220609 00:00,4450100,4480000,4305000,4313500,20255738
20220610 00:00,4279700,4558000,4279700,4540000,24766336
20220613 00:00,4440100,4541800,4382600,4430300,18621582
20220614 00:00,4382200,4426000,4287000,4418200,17481068
20220615 00:00,4520000,4780000,4461100,4656600,37861947
20220616 00:00,4660000,4741100,4545100,4603000,24020226
20220617 00:00,4523000,4906800,4512200,4860600,28293869
20220620 00:00,4938300,5161100,4938300,5065200,25114285
20220621 00:00,5040000,5128800,4961100,5078500,14566608
20220622 00:00,5140000,5222500,5069000,5070000,14663173
20220623 00:00,5150000,5369700,5118800,5369700,17713862
20220624 00:00,5480000,5635000,5297900,5635000,19301235
20220627 00:00,5639900,5649700,5449900,5490000,16623983
20220628 00:00,5450000,5493600,5251000,5440000,18643267
20220629 00:00,5329900,5425000,5259900,5325400,14582986
20220630 00:00,5325200,5398000,5266700,5340000,13076119
20220701 00:00,5329800,5360000,5177000,5226400,12292780
20220704 00:00,5100100,5256700,5100000,5220000,12193209
20220705 00:00,5245000,5361700,5126800,5238700,15459404
20220706 00:00,5271100,5334800,5145800,5220000,13081352
20220707 00:00,5318500,5545500,5310000,5500000,24601436
20220708 00:00,5550000,5649700,5352300,5410000,16577009
20220711 00:00,5342400,5355000,5163000,5185000,13807042
20220712 00:00,5190000,5253000,4996200,5036900,15130247
20220713 00:00,5083000,5432300,5017700,5390000,24564472
20220714 00:00,5355000,5620000,5302500,5560100,19955644
20220715 00:00,5495000,5634500,5330000,5330000,15862819
20220718 00:00,5420000,5520500,5303500,5516600,14371055
20220719 00:00,5505600,5505600,5240000,5246100,16308711
20220720 00:00,5299800,5351400,5228600,5260000,7835906
20220721 00:00,5230000,5380500,5182200,5210000,8807088
20220722 00:00,5377200,5439900,5260400,5320000,14281747
20220725 00:00,5320000,5339500,5190000,5217500,8648858
20220726 00:00,5217800,5280000,5152500,5220000,7969269
20220727 00:00,5215000,5221000,5112000,5152000,9335528
20220728 00:00,5185000,5267000,5130200,5156000,9267516
20220729 00:00,5239500,5240000,5031100,5086000,11912482
20220801 00:00,5078700,5358000,5046000,5349200,16299226
20220802 00:00,5222800,5324400,5194500,5238700,12143004
20220803 00:00,5240000,5338800,4988000,5040000,17025569
20220804 00:00,5070000,5090900,4951000,5009000,11365073
20220805 00:00,5000000,5139000,4950000,5056500,12183074
20220808 00:00,4960000,5061800,4890000,5015000,8964693
20220809 00:00,5010000,5186000,4975000,5115600,11307870
20220810 00:00,5101000,5128000,5000000,5039800,8049083
20220811 00:00,5041400,5130200,4940000,5100000,9800710
20220812 00:00,5102000,5120000,4979200,5020000,7383805
20220815 00:00,5048900,5230000,5028800,5161000,13757541
20220816 00:00,5199000,5380000,5181800,5238000,16097367
20220817 00:00,5274800,5499700,5239800,5470000,18350657
20220818 00:00,5470000,5600000,5424500,5448000,14280044
20220819 00:00,5490000,5496900,5300200,5320000,10769608
20220822 00:00,5340000,5556600,5272000,5515300,14305361
20220823 00:00,5499800,5646600,5454500,5568900,13156177
20220824 00:00,5730300,5750000,5220000,5240000,30068394
20220825 00:00,5250000,5265300,5050900,5140000,18017523
20220826 00:00,5130000,5189800,5030000,5067800,12216984
20220829 00:00,5029900,5067800,4963200,5020000,11260993
20220830 00:00,5020000,5020000,4858000,4915000,15616079
20220831 00:00,4816900,4898000,4745200,4830000,17450158
20220901 00:00,4800000,4850000,4666600,4675400,15476559
20220902 00:00,4748800,4760000,4617800,4662600,11560877
20220905 00:00,4620100,4720000,4590100,4683600,9110009
20220906 00:00,4680000,4683600,4438800,4552000,27524567
20220907 00:00,4514900,4764900,4500000,4739200,21677712
20220908 00:00,4683500,4710000,4485000,4495000,21552631
20220909 00:00,4526000,4544300,4465000,4522200,12246752
20220913 00:00,4590000,4602000,4468500,4569100,10202890
20220914 00:00,4500000,4530000,4282800,4343000,25893786
20220915 00:00,4343000,4350000,4112000,4143500,25383594
20220916 00:00,4143000,4183000,4090000,4100000,14963208
20220919 00:00,4096300,4216000,4090400,4136700,13964359
20220920 00:00,4180000,4300000,4150000,4210100,16569030
20220921 00:00,4170000,4234600,4133700,4203000,8809861
20220922 00:00,4153000,4200000,4060000,4149900,9642094
20220923 00:00,4159600,4248000,4100500,4173400,12018488
20220926 00:00,4130400,4350000,4130400,4286600,18835151
20220927 00:00,4338900,4353300,4230100,4295000,11561928
20220928 00:00,4270000,4288300,4127900,4167900,10697441
20220929 00:00,4242200,4255000,4150800,4190000,8894778
20220930 00:00,4192800,4202000,4005000,4008900,11814011
20221010 00:00,4020000,4045000,3912300,3928600,11465353
