Date,Open,High,Low,Close,Volume
20190109 00:00,770000,782100,751800,779800,12379879
20190110 00:00,776400,778500,760200,762800,8394273
20190111 00:00,766000,767500,748000,752900,6136703
20190114 00:00,753000,763300,743000,760800,4848795
20190115 00:00,760000,774800,748500,773700,5873635
20190116 00:00,769000,772000,764100,766700,2573862
20190117 00:00,769500,776900,764100,766600,3718809
20190118 00:00,771600,771600,740000,754000,6503927
20190121 00:00,750300,756300,742600,752400,5241159
20190122 00:00,750000,756700,740300,742700,4258858
20190123 00:00,742600,756600,740100,754400,4884798
20190124 00:00,750000,758600,747000,751700,3798418
20190125 00:00,756400,787900,751700,774400,9118956
20190128 00:00,781000,782600,760200,760700,4628893
20190129 00:00,762600,773900,741000,766800,5236313
20190130 00:00,743300,773600,736100,762000,7707782
20190131 00:00,762700,777700,760500,761200,4412755
20190201 00:00,766700,791700,762000,784000,6214411
20190211 00:00,789900,813800,789800,810000,8343327
20190212 00:00,805000,816000,800300,810000,4989121
20190213 00:00,808000,835700,803700,817000,7877177
20190214 00:00,815000,888800,813500,847200,12723314
20190215 00:00,844000,860000,824000,824200,10515313
20190218 00:00,831500,848800,825600,844600,8778720
20190219 00:00,846600,847800,818000,822900,9425786
20190220 00:00,828000,845000,821000,831700,6067442
20190221 00:00,827000,848700,823000,833300,8228772
20190222 00:00,830000,853000,821100,843700,8960036
20190225 00:00,857700,916600,857700,913200,15411302
20190226 00:00,900000,908000,876800,885000,11324211
20190227 00:00,877000,893900,853000,860500,9103790
20190228 00:00,860100,891800,860100,877000,7239918
20190301 00:00,911000,928800,894000,900300,9619284
20190304 00:00,915000,951600,907300,923900,14036947
20190305 00:00,923800,929800,912000,926000,8615692
20190306 00:00,931200,938000,893800,912000,10432922
20190307 00:00,908500,908500,866800,878900,13707148
20190308 00:00,860000,883000,847200,849700,11069663
20190311 00:00,847300,881800,845500,879200,9354658
20190312 00:00,916000,938500,892100,910700,14763435
20190313 00:00,909900,909900,877100,880800,7577721
20190314 00:00,879800,904800,873200,889500,7982575
20190315 00:00,900100,914000,889700,898300,7821543
20190318 00:00,898900,900000,879000,892800,7275762
20190319 00:00,891500,918800,880000,886000,6817028
20190320 00:00,885000,885000,858200,871700,8814118
20190321 00:00,870000,884000,859500,871200,8135960
20190322 00:00,871200,871200,852100,865800,6018992
20190325 00:00,879700,905800,870200,890000,12990646
20190326 00:00,880200,884900,849000,853000,9719783
20190327 00:00,855000,865400,823000,834100,9492122
20190328 00:00,833400,843600,821000,832000,5857193
20190329 00:00,834200,850000,826500,850000,7124126
20190401 00:00,851600,869600,850000,863500,9239090
20190402 00:00,863500,864300,843300,849800,10241327
20190403 00:00,848000,852000,838800,844800,7184038
20190404 00:00,846300,851600,840000,841700,6679609
20190408 00:00,847100,849000,811000,822900,11376979
20190409 00:00,847600,852500,829000,839100,11942266
20190410 00:00,838100,838100,817000,822400,10840837
20190411 00:00,822500,826000,805800,807200,8953765
20190412 00:00,809200,826100,809100,819800,5935673
20190415 00:00,828000,830100,809500,809700,5995060
20190416 00:00,805000,822700,803700,822700,5718722
20190417 00:00,835000,862800,835000,861100,20500478
20190418 00:00,861200,863000,844200,846500,7061781
20190419 00:00,845200,849900,829000,832000,6296775
20190422 00:00,832100,836000,810300,812300,6649229
20190423 00:00,805000,806500,750100,781700,11525936
20190424 00:00,781800,798600,774000,797800,5134374
20190425 00:00,785900,808600,781000,791000,5297314
20190426 00:00,790000,803500,789800,793500,3491801
20190429 00:00,809900,813700,791500,797800,4788277
20190430 00:00,798000,805800,791500,797600,3109077
20190506 00:00,768700,776600,750600,757000,6543106
20190507 00:00,760000,774200,756200,758500,3711940
20190508 00:00,749000,761700,737000,746100,3499581
20190509 00:00,740000,750900,726300,727000,4813423
20190510 00:00,734800,744900,707200,741000,5407424
20190513 00:00,730500,732600,712600,715900,4632721
20190514 00:00,719200,732000,719100,721600,4332993
20190515 00:00,725000,751500,725000,749800,6619534
20190516 00:00,748000,748400,739000,743300,3737156
20190517 00:00,747100,747100,719200,722500,3600307
20190520 00:00,713700,720800,678900,696900,4523747
20190521 00:00,702200,711800,698800,701500,3194938
20190522 00:00,707200,709200,692500,693700,2782387
20190523 00:00,688000,692500,673000,674800,4401686
20190524 00:00,678200,682000,669900,678500,2931112
20190527 00:00,679900,696400,676800,692000,4369021
20190528 00:00,692000,718800,688000,718800,5318129
20190529 00:00,702100,712900,700500,705700,3295113
20190530 00:00,704900,704900,689000,698100,2872644
20190531 00:00,703000,704700,693600,694400,2516679
20190603 00:00,686000,696700,680000,681600,3252837
20190604 00:00,684000,684000,668000,668700,3166678
20190605 00:00,673700,693500,673600,690700,5009314
20190606 00:00,688100,688900,666600,669400,3748486
20190610 00:00,678500,702700,669100,676000,8845244
20190611 00:00,640200,689400,640000,681900,24107111
20190612 00:00,672700,695000,672700,686500,15350806
20190613 00:00,686000,722600,679000,710100,21548752
20190614 00:00,710700,741800,708000,721800,20433297
20190617 00:00,722500,738300,711000,719600,12070489
20190618 00:00,719000,723800,704000,710500,8180108
20190619 00:00,729800,732400,691200,696800,14281497
20190620 00:00,696800,702400,682500,690600,12816110
20190621 00:00,710000,710000,688500,690900,11818586
20190624 00:00,690900,691300,679100,688600,6605850
20190625 00:00,688400,692000,678100,688300,7638790
20190626 00:00,684400,705600,682900,699800,9448365
20190627 00:00,698200,707100,694500,699300,10948902
20190628 00:00,689000,694300,680000,688800,5721215
20190701 00:00,700000,710000,693100,703200,13077230
20190702 00:00,702800,723800,699600,710400,16251996
20190703 00:00,705100,730100,702800,718000,22100168
20190704 00:00,719900,722800,705500,710500,8084414
20190705 00:00,711000,715000,700200,710800,8893749
20190708 00:00,705300,705300,678900,688600,8304330
20190709 00:00,688800,708900,685000,708600,9602729
20190710 00:00,711000,734700,710000,722500,15931512
20190711 00:00,735000,735200,719000,724200,7067279
20190712 00:00,727900,742300,725100,738800,9417205
20190715 00:00,745100,745800,730000,736600,11271492
20190716 00:00,734100,736600,713100,728200,9607041
20190717 00:00,724500,738400,722800,729900,4317237
20190718 00:00,724600,728000,713300,715000,4517044
20190719 00:00,717100,729500,715700,725000,5735854
20190722 00:00,725000,736000,715100,730800,8765702
20190723 00:00,734000,769500,726200,758700,16470705
20190724 00:00,762000,769300,754000,756800,11968548
20190725 00:00,757000,767500,753000,758100,11840107
20190726 00:00,753600,777700,753600,766600,11526351
20190729 00:00,765200,774000,760100,766800,7037596
20190730 00:00,769000,784900,761400,777600,9645886
20190731 00:00,776000,776000,760000,760000,6622124
20190801 00:00,759000,769300,752800,758000,6750326
20190802 00:00,739900,756000,737500,752800,7166010
20190805 00:00,747000,752000,728800,730000,8991667
20190806 00:00,708000,726900,705100,721500,8493825
20190807 00:00,725000,745500,724400,733300,8604899
20190808 00:00,740000,741800,728000,730800,3874396
20190809 00:00,739700,739700,715100,719300,4732689
20190812 00:00,718100,734000,715300,733700,4253610
20190813 00:00,728200,742900,725800,734700,5309490
20190814 00:00,740000,750900,735000,735000,6324864
20190815 00:00,719500,742000,717100,741700,4622234
20190816 00:00,740000,742000,730300,732200,6954025
20190819 00:00,737000,762000,732200,762000,10512285
20190820 00:00,761800,763500,751600,754300,6819064
20190821 00:00,752200,769500,752200,758000,6533092
20190822 00:00,760000,760000,750000,756000,4917499
20190823 00:00,755900,755900,719200,739000,16565181
20190826 00:00,728900,737300,725000,727700,9127893
20190827 00:00,733600,745300,731100,733000,9605221
20190828 00:00,741700,742700,723600,725200,8640082
20190829 00:00,725100,725300,710300,710800,10076080
20190830 00:00,714600,728800,705600,722700,11896719
20190902 00:00,721900,731400,718900,729600,9806682
20190903 00:00,727100,729000,708400,712000,13019463
20190904 00:00,708800,713800,699000,711800,11710654
20190905 00:00,712100,723900,712100,713000,12301592
20190906 00:00,714500,723000,714500,718600,8292198
20190909 00:00,725100,770000,720600,770000,25802948
20190910 00:00,773300,777500,764500,772200,18827878
20190911 00:00,779000,810800,773600,777700,21230612
20190912 00:00,782000,797000,773000,780000,15404790
20190916 00:00,789900,793000,763200,767000,13527921
20190917 00:00,765800,765800,742100,745200,14317599
20190918 00:00,750500,754600,744500,745900,10085597
20190919 00:00,745900,760000,745900,753800,14132303
20190920 00:00,755200,761200,746000,748600,12802741
20190923 00:00,748700,748800,723000,729900,12309884
20190924 00:00,731400,739200,720600,727300,12842670
20190925 00:00,726000,737800,718500,729600,13395325
20190926 00:00,732000,733500,710200,714500,13092362
20190927 00:00,714500,718900,710600,714600,7143729
20190930 00:00,718000,720700,711600,715000,6760707
20191008 00:00,716100,719800,702000,702600,8735710
20191009 00:00,700100,700300,683800,691000,13221857
20191010 00:00,700700,716400,697600,709000,12285154
20191011 00:00,711700,721400,703300,714600,9492562
20191014 00:00,719000,720000,705000,708500,12203588
20191015 00:00,708500,721000,706600,709700,8935077
20191016 00:00,710100,713300,695000,696900,8123690
20191017 00:00,697000,699700,688900,693000,7245504
20191018 00:00,696000,703200,693600,700900,7628238
20191021 00:00,702800,702800,690000,696400,5043168
20191022 00:00,700000,709200,700000,707200,6927358
20191023 00:00,707000,711500,700500,707600,6317648
20191024 00:00,709300,719500,708800,716300,9043248
20191025 00:00,717000,717500,705600,710200,5389714
20191028 00:00,700500,708200,696800,708100,9966286
20191029 00:00,708900,708900,691300,692800,9865652
20191030 00:00,690000,697200,683800,695200,7561367
20191031 00:00,693800,698300,686800,687100,5626806
20191101 00:00,685200,694000,684200,693300,5613492
20191104 00:00,696000,699900,691000,699300,8286601
20191105 00:00,703100,743500,699300,734800,23782533
20191106 00:00,762700,788800,753500,759000,44148150
20191107 00:00,753000,769100,741300,753000,21663334
20191108 00:00,759000,772000,750000,756200,19035838
20191111 00:00,747800,754000,737000,737000,9991343
20191112 00:00,740000,753000,735500,744500,9084273
20191113 00:00,748000,748900,737900,739400,6735241
20191114 00:00,744000,748500,738100,741000,6725875
20191115 00:00,742900,742900,716000,726000,10722051
20191118 00:00,728800,731900,721500,728700,4495507
20191119 00:00,732800,769700,728800,769400,18631350
20191120 00:00,768300,781000,762000,763000,11246809
20191121 00:00,767000,781000,763000,771500,12442467
20191122 00:00,820000,846000,794600,805000,42347174
20191125 00:00,813500,836500,810000,835800,28083768
20191126 00:00,829900,896000,819000,880000,39148358
20191127 00:00,874500,888600,859700,872500,19444274
20191128 00:00,867000,896000,861500,874100,14522464
20191129 00:00,871200,889000,853800,874100,12922196
20191202 00:00,882000,883200,858000,871000,11901718
20191203 00:00,870000,872500,845900,864000,15689440
20191204 00:00,863600,887600,851800,867000,16878594
20191205 00:00,870200,934600,869600,920000,26362986
20191206 00:00,917000,933900,911000,930000,13437736
20191209 00:00,935000,935000,909000,928900,14749903
20191210 00:00,920000,944400,913000,933500,12694910
20191211 00:00,933500,941900,905000,914900,13325522
20191212 00:00,914600,929000,892200,897000,14878693
20191213 00:00,915300,934000,903200,930000,18289816
20191216 00:00,925400,928700,912800,923000,18217880
20191217 00:00,948000,971900,944400,953900,27739358
20191218 00:00,944600,945000,921700,931900,18640537
20191219 00:00,935000,935800,915200,932500,10843349
20191220 00:00,932400,948800,927100,927800,10357947
20191223 00:00,920000,953900,915600,929000,14142900
20191224 00:00,932000,1000900,932000,995000,29704390
20191225 00:00,993500,1054800,981500,1053000,23307715
20191226 00:00,1050000,1069800,1026800,1051200,14841677
20191227 00:00,1051200,1100000,1031500,1042000,24054959
20191230 00:00,1065700,1105000,1050000,1100000,23577964
20191231 00:00,1098600,1103500,1055400,1064000,21500700
20200102 00:00,1072100,1088500,1057000,1075200,20611589
20200103 00:00,1075200,1101900,1059700,1095500,18084178
20200106 00:00,1113000,1145000,1078000,1090900,26500200
20200107 00:00,1090100,1096400,1074100,1085000,13507544
20200108 00:00,1090100,1115000,1071000,1096000,19224068
20200109 00:00,1120000,1155000,1100100,1150000,20164351
20200110 00:00,1142000,1142000,1116800,1133100,14428007
20200113 00:00,1160000,1184800,1142000,1169000,21597445
20200114 00:00,1195100,1207500,1151800,1157000,21768473
20200115 00:00,1157000,1175800,1122100,1153000,17758720
20200116 00:00,1160000,1165000,1138500,1164000,12934158
20200117 00:00,1163600,1175600,1140000,1150800,14662407
20200120 00:00,1149900,1250800,1129000,1232000,24892200
20200121 00:00,1225100,1230000,1204600,1216500,14267108
20200122 00:00,1216500,1338200,1193800,1338200,34991561
20200123 00:00,1325000,1370000,1251000,1305700,35986224
20200203 00:00,1265600,1434800,1265000,1353600,52634602
20200204 00:00,1457700,1489000,1400100,1489000,35913583
20200205 00:00,1581700,1637900,1563000,1637900,53082382
20200206 00:00,1550100,1698900,1529900,1698900,57918993
20200207 00:00,1660000,1693300,1589500,1602000,45499480
20200210 00:00,1610000,1685800,1600000,1652600,37540921
20200211 00:00,1672000,1680000,1576000,1584000,33994559
20200212 00:00,1535500,1618400,1520300,1596500,32586206
20200213 00:00,1559900,1593800,1536900,1563400,31360960
20200214 00:00,1589000,1599000,1488600,1499000,43961853
20200217 00:00,1490000,1561600,1488800,1541000,34447133
20200218 00:00,1541000,1590000,1528500,1566200,28230513
20200219 00:00,1650000,1651000,1528900,1532000,41816783
20200220 00:00,1565000,1650000,1530000,1600000,51844020
20200221 00:00,1578000,1625000,1552200,1599000,33805137
20200224 00:00,1570000,1598500,1524800,1544100,36523081
20200225 00:00,1497400,1655000,1488400,1618500,51602630
20200226 00:00,1587000,1608500,1507000,1528600,33827986
20200227 00:00,1551000,1566600,1488000,1494800,33200245
20200228 00:00,1399900,1450000,1355100,1356700,50844719
20200302 00:00,1388000,1419500,1349500,1399900,31815002
20200303 00:00,1460000,1496900,1439000,1457800,29691061
20200304 00:00,1439900,1458800,1397800,1437000,20594614
20200305 00:00,1465400,1478300,1420000,1452200,22463328
20200306 00:00,1420100,1473000,1415000,1435200,15980869
20200309 00:00,1389900,1409000,1330000,1334500,29425285
20200310 00:00,1336100,1416900,1330100,1405300,29274470
20200311 00:00,1430000,1485800,1388000,1407800,33923207
20200312 00:00,1362000,1367700,1313200,1342000,33385759
20200313 00:00,1261000,1338000,1260100,1321000,27455284
20200316 00:00,1280000,1288800,1188900,1190600,49048485
20200317 00:00,1210000,1229300,1112500,1179500,39220328
20200318 00:00,1189000,1235000,1160000,1173500,31338376
20200319 00:00,1190000,1195000,1116900,1150400,33156307
20200320 00:00,1180000,1197000,1132200,1158600,22514220
20200323 00:00,1108000,1115700,1050100,1074800,30761809
20200324 00:00,1106000,1128800,1070000,1115700,29116996
20200325 00:00,1162000,1221800,1160000,1210000,38592846
20200326 00:00,1190100,1223500,1183000,1196300,19437090
20200327 00:00,1222100,1233300,1173600,1187100,17499077
20200330 00:00,1160000,1206400,1107000,1193100,26165539
20200331 00:00,1202700,1231300,1178600,1203900,19485192
20200401 00:00,1231000,1255600,1190800,1204000,29895088
20200402 00:00,1175000,1236000,1167100,1236000,20958836
20200403 00:00,1246500,1250000,1198000,1210000,18220415
20200407 00:00,1236000,1260900,1230200,1247000,18372889
20200408 00:00,1239000,1254900,1226000,1230000,11946973
20200409 00:00,1239800,1244800,1198100,1202100,16052778
20200410 00:00,1211500,1230700,1179300,1184600,14569554
20200413 00:00,1149000,1169900,1130800,1146900,12458136
20200414 00:00,1180000,1261600,1175000,1261600,38893873
20200415 00:00,1298000,1318900,1272300,1280000,32564492
20200416 00:00,1282700,1337100,1268200,1329500,21638110
20200417 00:00,1360800,1405800,1351000,1369500,29252182
20200420 00:00,1364000,1367500,1318800,1345100,18700233
20200421 00:00,1319900,1328600,1270000,1305200,19391746
20200422 00:00,1273300,1323000,1273000,1308500,14686885
20200423 00:00,1329000,1329000,1286000,1299000,12537857
20200424 00:00,1300000,1360000,1300000,1316900,16991648
20200427 00:00,1330200,1360000,1320800,1339100,14365453
20200428 00:00,1370000,1401000,1316200,1383000,22691656
20200429 00:00,1361300,1401900,1360100,1387200,11954408
20200430 00:00,1440000,1485100,1440000,1443800,23338521
20200506 00:00,1390000,1468000,1387500,1457900,19146391
20200507 00:00,1463000,1472000,1410000,1432000,16078680
20200508 00:00,1430000,1452200,1408900,1440800,14133880
20200511 00:00,1442000,1459800,1350600,1376200,28536431
20200512 00:00,1390600,1398800,1357300,1390000,16027660
20200513 00:00,1373300,1396500,1368800,1382600,12154242
20200514 00:00,1378500,1382500,1355000,1356000,11433488
20200515 00:00,1399400,1476900,1389600,1454800,32212118
20200518 00:00,1450000,1450000,1396900,1418100,16088936
20200519 00:00,1432000,1458000,1425200,1432600,10425183
20200520 00:00,1500000,1554000,1490100,1493000,32969279
20200521 00:00,1518100,1535500,1465800,1474600,15487607
20200522 00:00,1466200,1468600,1410000,1428100,14817295
20200525 00:00,1426800,1444100,1405500,1443000,10378205
20200526 00:00,1457700,1504100,1452000,1500300,17486531
20200527 00:00,1499600,1550000,1499000,1515000,18104917
20200528 00:00,1499900,1509000,1435000,1478400,17424709
20200529 00:00,1470000,1478300,1445000,1455300,14142791
20200601 00:00,1474700,1530300,1463600,1509500,15176562
20200602 00:00,1540000,1548900,1469800,1494600,13703028
20200603 00:00,1500000,1511200,1478100,1485000,11363532
20200604 00:00,1498000,1541300,1486000,1500000,13757396
20200605 00:00,1495500,1513500,1472600,1512000,9862700
20200608 00:00,1537400,1545500,1504600,1514000,10560379
20200609 00:00,1545000,1559700,1531000,1539600,15069925
20200610 00:00,1599000,1599000,1535000,1566800,19821016
20200611 00:00,1600000,1700800,1581300,1639800,36817709
20200612 00:00,1601800,1625000,1588800,1593000,25244551
20200615 00:00,1562300,1612600,1555100,1577000,15945246
20200616 00:00,1610000,1632800,1580100,1600000,13129741
20200617 00:00,1590400,1605000,1560100,1578000,12529134
20200618 00:00,1578000,1595700,1560000,1589500,9656214
20200619 00:00,1599800,1688000,1591500,1659000,25019327
20200622 00:00,1657500,1713000,1645000,1650000,19041226
20200623 00:00,1660000,1691300,1635200,1688900,15947506
20200624 00:00,1705200,1735800,1693000,1715000,14660407
20200629 00:00,1705000,1725000,1690100,1710400,11604049
20200630 00:00,1730000,1794700,1730000,1743600,16251433
20200701 00:00,1785000,1819000,1678800,1694000,28657478
20200702 00:00,1720000,1721800,1645100,1672000,27047963
20200703 00:00,1700000,1707400,1670300,1676000,24026447
20200706 00:00,1682000,1800000,1675900,1778000,30715268
20200707 00:00,1880000,1955800,1875000,1955800,25360423
20200708 00:00,1979900,1988200,1899800,1975700,28889036
20200709 00:00,1970000,2067700,1960000,2050200,27903552
20200710 00:00,2029800,2071600,2006000,2039000,16829333
20200713 00:00,2116000,2242900,2116000,2241100,30326879
20200714 00:00,2140000,2207000,2088600,2159500,33329626
20200715 00:00,2190000,2205700,2021100,2070300,27435061
20200716 00:00,2080000,2128800,1964000,1967700,27254968
20200717 00:00,1970100,2011800,1880800,1957000,30378591
20200720 00:00,2040900,2111100,1990900,2053000,28999908
20200721 00:00,2099900,2099900,2030000,2070000,18656592
20200722 00:00,2050000,2111900,2030300,2078900,19165779
20200723 00:00,2070000,2155100,2060000,2135000,25589954
20200724 00:00,2090000,2099000,1958500,1986800,34398314
20200727 00:00,1980000,2009800,1899900,1913000,25155581
20200728 00:00,1960500,2005000,1955100,1975200,20148990
20200729 00:00,1975200,2050000,1952700,2041800,18998583
20200730 00:00,2050000,2069800,2024000,2053500,14353072
20200731 00:00,2060000,2153000,2055000,2121700,20704980
20200803 00:00,2138800,2158000,2100500,2156000,15106133
20200804 00:00,2143000,2229800,2103200,2106900,19958062
20200805 00:00,2107400,2128000,2065500,2103500,12730060
20200806 00:00,2168800,2178800,2080000,2115000,14565688
20200807 00:00,2090000,2143000,2021100,2042900,18055246
20200810 00:00,2042000,2053000,1980800,2006800,13078744
20200811 00:00,2007500,2046000,1981300,1984200,12233213
20200812 00:00,1999000,2002600,1882000,1957300,25272741
20200813 00:00,2008000,2019800,1944700,1959900,13061210
20200814 00:00,1977000,2004500,1959900,2003700,11970002
20200817 00:00,2000000,2003700,1942000,1966200,19707410
20200818 00:00,1996000,2050000,1958800,1992800,22122398
20200819 00:00,1978000,1978000,1900000,1901900,18714680
20200820 00:00,1870000,1910000,1850000,1884200,13020138
20200821 00:00,1913600,1939400,1900000,1922300,14655272
20200824 00:00,1942000,2080000,1922400,2020100,25806984
20200825 00:00,2020100,2060000,1989600,1999200,14549072
20200826 00:00,1990100,1999800,1929400,1944000,15240258
20200827 00:00,2025000,2085000,1990000,2049500,28397772
20200828 00:00,2063200,2095000,2036800,2083000,16967122
20200831 00:00,2096600,2107600,2050100,2063500,13514481
20200901 00:00,2065000,2150000,2050100,2142500,19716189
20200902 00:00,2133600,2141300,2080000,2113100,14608611
20200903 00:00,2100000,2110000,2058900,2099000,12452889
20200904 00:00,2022200,2056600,2005800,2042600,14773663
20200907 00:00,2029000,2048500,1800000,1864000,44789699
20200908 00:00,1850000,1880000,1795100,1869000,22073272
20200909 00:00,1790000,1875000,1779900,1843200,18934368
20200910 00:00,1850000,1895000,1845000,1849600,14826421
20200911 00:00,1860000,1893000,1833500,1873000,11765001
