DATE,PCREDIT8
2025-12-11,1.6510
2025-12-12,1.6510
2025-12-15,1.6520
2025-12-16,1.6530
2025-12-17,1.6530
2025-12-18,1.6530
2025-12-19,1.6511
2025-12-22,1.6500
2025-12-23,1.6500
2025-12-24,1.6500
2025-12-25,1.6500
2025-12-26,1.6500
2025-12-29,1.6500
2025-12-30,1.6500
2025-12-31,1.6500
2026-01-04,1.6490
2026-01-05,1.6480
2026-01-06,1.6480
2026-01-07,1.6490
2026-01-08,1.6480
2026-01-09,1.6460
2026-01-12,1.6480
2026-01-13,1.6490
2026-01-14,1.6500
2026-01-15,1.6490
2026-01-16,1.6500
2026-01-19,1.6490
2026-01-20,1.6490
2026-01-21,1.6480
2026-01-22,1.6458
2026-01-23,1.6441
