ts_code,trade_date,name,close,pct_change,vol,amount,pe,pb,total_mv
801023.SI,20151231,石油开采,462.31,-0.55,2710.0,22714.0,44.89,1.54,136981788.37966
801022.SI,20151231,其他采掘,2140.28,-2.0,35105.0,312917.0,480.41,4.14,11248484.519499
801021.SI,20151231,煤炭开采,2936.84,-0.86,60716.0,442545.0,50.81,1.43,78196483.637014
801020.SI,20151231,采掘,3636.29,-1.25,110012.0,980774.0,49.43,1.75,251277094.738243
801018.SI,20151231,动物保健,7633.26,1.54,4799.0,95663.0,50.47,6.88,7830920.62682
801017.SI,20151231,畜禽养殖,3484.49,-0.45,22188.0,301068.0,81.13,5.86,36922114.01463
801016.SI,20151231,种植业,3984.41,-1.38,20275.0,239802.0,106.77,5.29,15760564.58212
801015.SI,20151231,渔业,2362.28,-1.29,10429.0,175713.0,122.82,4.74,7016205.131992
801014.SI,20151231,饲料,3925.21,-1.54,7165.0,119509.0,34.79,3.99,18852320.859192
801013.SI,20151231,农业综合,3229.09,-1.8,896.0,14145.0,79.57,5.19,1101756.62787
801012.SI,20151231,农产品加工,3423.74,-1.76,15483.0,247106.0,169.27,5.04,15183417.926784
801011.SI,20151231,林业,2947.92,0.06,2524.0,50953.0,432.06,4.84,3680636.233026
801010.SI,20151231,农林牧渔,3671.14,-0.96,83759.0,1243958.0,74.19,5.06,106347936.002434
801005.SI,20151231,申万创业板,3302.05,-2.26,395611.0,11188740.0,104.55,8.06,558191079.728339
801003.SI,20151231,申万Ａ指,4186.66,-1.36,3935768.0,67765831.0,24.34,3.1,5268781802.9095
801002.SI,20151231,申万中小板,8712.18,-1.83,916007.0,19777893.0,60.13,5.38,1038415528.54489
801001.SI,20151231,申万50,2349.02,-0.63,339972.0,3766729.0,9.57,1.57,1261103118.56327
801995.SI,20151231,电视广播Ⅱ,3898.94,-1.66,13854.0,286130.0,50.57,3.77,32759498.0
801994.SI,20151231,教育,6995.37,-1.7,7773.0,209211.0,127.63,5.93,15356824.0
801993.SI,20151231,旅游及景区,5100.6,-1.67,14248.0,311693.0,78.06,5.79,20418253.0
801992.SI,20151231,航运港口,4067.87,-1.19,55334.0,492387.0,34.83,2.47,62453734.0
801991.SI,20151231,航空机场,3719.37,-1.26,20853.0,221380.0,17.18,2.33,43723880.0
801982.SI,20151231,化妆品,10475.29,-1.48,3874.0,93914.0,29.11,6.7,4671670.0
801981.SI,20151231,个护用品,1645.96,-1.83,2702.0,31005.0,114.8,3.25,1750746.0
801980.SI,20151231,美容护理,5801.9,-1.57,7198.0,134867.0,34.33,5.08,7036863.0
801972.SI,20151231,环保设备Ⅱ,3804.36,-1.76,7100.0,153050.0,116.64,5.3,7845853.0
801971.SI,20151231,环境治理,4296.32,-1.14,41822.0,824765.0,56.51,5.16,67939721.0
801970.SI,20151231,环保,4233.78,-1.2,48923.0,977815.0,59.74,5.18,75785574.0
801963.SI,20151231,炼化及贸易,2385.29,-1.19,54112.0,524251.0,24.64,1.77,210596702.0
801962.SI,20151231,油服工程,4785.07,-2.26,11017.0,174968.0,20.03,2.74,23147127.0
801960.SI,20151231,石油石化,2482.76,-1.34,68954.0,774332.0,25.18,2.03,238958463.0
801952.SI,20151231,焦炭Ⅱ,2454.37,-0.9,7174.0,54046.0,80.28,2.16,7092126.0
801951.SI,20151231,煤炭开采,1883.88,-0.87,49408.0,370217.0,29.67,1.36,70272225.0
801950.SI,20151231,煤炭,1912.72,-0.87,56582.0,424262.0,30.44,1.42,77364351.0
801784.SI,20151231,城商行Ⅱ,894.25,-1.09,9959.0,130222.0,7.23,1.31,25350180.0
801783.SI,20151231,股份制银行Ⅱ,4065.1,-0.15,93180.0,1009508.0,6.63,1.15,202245116.0
801782.SI,20151231,国有大型银行Ⅱ,1284.89,-0.35,50551.0,224568.0,5.8,0.95,333801915.0
801769.SI,20151231,出版,3484.23,-1.29,21188.0,509126.0,40.08,4.1,31021718.0
801767.SI,20151231,数字媒体,2968.47,-3.48,5245.0,185328.0,188.2,11.56,11110560.0
801766.SI,20151231,影视院线,4853.49,-1.41,19039.0,773352.0,115.48,9.22,52917622.0
801765.SI,20151231,广告营销,7497.13,-2.06,28503.0,686644.0,137.36,8.13,57591662.0
801764.SI,20151231,游戏Ⅱ,5634.61,-2.78,36337.0,1007301.0,106.47,8.51,61219774.0
801745.SI,20151231,军工电子Ⅱ,5157.31,-1.76,16139.0,487701.0,123.01,7.53,33395826.0
801738.SI,20151231,电网设备,4882.09,-0.87,100652.0,1693017.0,60.88,4.5,83467608.0
801737.SI,20151231,电池,8287.93,-2.1,34562.0,1035521.0,61.36,6.36,33636577.0
801736.SI,20151231,风电设备,2879.6,-1.11,23108.0,436873.0,33.46,3.82,12960615.0
801735.SI,20151231,光伏设备,3025.02,-2.41,34774.0,492491.0,97.32,4.77,27722496.0
801726.SI,20151231,工程咨询服务Ⅱ,3392.44,1.24,958.0,32047.0,68.38,6.68,4146246.0
801219.SI,20151231,酒店餐饮,4122.23,1.12,7035.0,115904.0,79.14,5.2,8266538.0
801218.SI,20151231,专业服务,6897.97,-2.3,3035.0,123743.0,36.28,7.67,5325358.0
801206.SI,20151231,互联网电商,34281.41,-3.06,11429.0,257806.0,136.64,4.57,19684554.0
801183.SI,20151231,房地产服务,4238.0,-1.29,4030.0,73109.0,141.81,6.29,6393855.0
801179.SI,20151231,铁路公路,2594.83,-0.87,58025.0,589821.0,19.25,2.02,52264563.0
801145.SI,20151231,文娱用品,2605.46,-1.9,9231.0,360806.0,118.51,10.39,8715617.0
801133.SI,20151231,饰品,5477.86,-0.04,13938.0,275755.0,55.11,4.75,13062205.0
801129.SI,20151231,调味发酵品Ⅱ,4494.31,-0.61,15383.0,268388.0,39.44,5.23,19074678.0
801128.SI,20151231,休闲食品,1528.16,0.48,2878.0,55554.0,45.97,3.24,3930793.0
801127.SI,20151231,饮料乳品,5803.57,-0.69,21126.0,347428.0,23.81,5.36,22805871.0
801126.SI,20151231,非白酒,3786.55,-0.84,11930.0,189804.0,33.62,3.48,18200675.0
801125.SI,20151231,白酒Ⅱ,10528.5,-0.18,14873.0,400533.0,19.37,3.75,68333490.0
801116.SI,20151231,家电零部件Ⅱ,3677.1,-0.98,10730.0,237550.0,68.34,4.79,12832713.0
801115.SI,20151231,照明设备Ⅱ,10187.7,-0.27,5447.0,85689.0,65.92,4.92,4044370.0
801114.SI,20151231,厨卫电器,12998.25,0.0,3584.0,72941.0,35.76,4.75,5345003.0
801113.SI,20151231,小家电,7836.73,-0.68,7946.0,140529.0,53.02,5.1,10843036.0
801104.SI,20151231,软件开发,7548.53,-2.96,53472.0,1920367.0,194.68,10.93,83717768.0
801103.SI,20151231,IT服务Ⅱ,8745.78,-2.59,113141.0,3593420.0,114.85,9.76,113291156.0
801096.SI,20151231,商用车,7280.5,-0.21,21220.0,289982.0,34.02,2.77,19812366.0
801095.SI,20151231,乘用车,9495.73,-0.84,12201.0,230462.0,12.21,2.35,59683195.0
801086.SI,20151231,电子化学品Ⅱ,5025.28,-2.38,3026.0,139965.0,102.33,8.41,9228851.0
801078.SI,20151231,自动化设备,11070.85,-2.18,22236.0,605442.0,86.1,7.42,31516429.0
801077.SI,20151231,工程机械,10987.84,-1.84,28588.0,281200.0,85.09,1.72,20941048.0
801056.SI,20151231,能源金属,7311.83,-0.92,9722.0,452566.0,303.1,7.34,10530022.0
801045.SI,20151231,特钢Ⅱ,4883.55,0.07,18904.0,199884.0,55.07,3.0,14492356.0
801044.SI,20151231,普钢,2614.11,0.03,91959.0,386807.0,31.2,1.31,50360046.0
801043.SI,20151231,冶钢原料,2925.28,-2.77,28359.0,176590.0,220.21,3.27,9477348.0
801039.SI,20151231,非金属材料Ⅱ,1758.83,-4.85,384.0,9372.0,69.74,4.76,535330.0
801038.SI,20151231,农化制品,5832.26,-1.8,37993.0,613596.0,41.61,3.53,39261198.0
801905.SI,20151230,申万重点,4053.95,0.22,872361.0,13493223.0,13.88,2.13,2173480825.72528
801903.SI,20151230,基金核心,4762.92,0.44,644802.0,14099142.0,15.82,2.59,1927579244.21281
801901.SI,20151230,基金重仓,5203.22,0.6,2350581.0,44140226.0,20.9,2.89,3967442925.48136
801890.SI,20151230,机械设备,1985.96,1.39,266244.0,4866646.0,87.32,4.04,287747518.772
801881.SI,20151230,其他交运设备,2257.38,0.45,7343.0,100430.0,2141.29,9.47,5134132.600582
801880.SI,20151230,汽车,5866.07,0.76,166260.0,3097005.0,28.84,3.23,203290153.665926
801863.SI,20151230,新股指数,3710.86,0.58,86653.0,3782318.0,46.0,5.93,318643606.287481
801862.SI,20151230,活跃指数,25.46,0.02,183460.0,3922619.0,147.3,7.08,112782537.354229
801853.SI,20151230,绩优股指数,5343.49,-0.13,191114.0,4625747.0,19.39,3.78,510417657.956144
801852.SI,20151230,微利股指数,3816.61,0.53,207064.0,2663499.0,103.14,3.71,132054229.956762
801851.SI,20151230,亏损股指数,4411.35,1.04,617079.0,8719004.0,,4.63,429510357.779994
801843.SI,20151230,低价股指数,9823.95,0.33,886781.0,5794500.0,20.12,1.64,828579881.424859
801842.SI,20151230,中价股指数,4612.12,0.53,483967.0,9236597.0,23.67,2.99,611207475.619241
801841.SI,20151230,高价股指数,3151.36,0.73,157757.0,7711166.0,64.55,8.46,617409339.017781
801833.SI,20151230,低市净率指数,6256.45,0.1,741020.0,7372553.0,12.43,1.47,1537807236.85244
801832.SI,20151230,中市净率指数,5353.52,0.89,410852.0,7546605.0,53.13,4.89,447672466.372353
801831.SI,20151230,高市净率指数,2216.0,1.6,291299.0,9942252.0,128.96,12.6,550587147.819547
801823.SI,20151230,低市盈率指数,6470.95,0.0,715568.0,10228242.0,12.13,1.83,1772886303.92462
801822.SI,20151230,中市盈率指数,4254.62,1.16,383896.0,7033675.0,69.89,4.86,383935096.101878
801821.SI,20151230,高市盈率指数,1838.46,1.4,361617.0,9239118.0,155.02,8.19,440563796.384232
801813.SI,20151230,小盘指数,6909.21,1.22,1211093.0,20711620.0,67.87,4.38,1047463149.21331
801812.SI,20151230,中盘指数,4872.12,0.75,786319.0,14089723.0,48.15,4.05,997939530.065122
801811.SI,20151230,大盘指数,3021.85,0.09,757215.0,10918339.0,14.56,2.0,2206079385.22134
801790.SI,20151230,非银金融,1985.55,-0.56,167613.0,3128239.0,15.01,2.4,370873502.379872
801780.SI,20151230,银行,3392.82,0.34,121589.0,1097753.0,7.11,1.1,565683477.349706
801770.SI,20151230,通信,3524.29,2.3,127669.0,2599236.0,64.81,4.69,106577485.19407
801761.SI,20151230,文化传媒,5895.37,0.42,47733.0,1135545.0,57.52,4.84,111016275.327014
801760.SI,20151230,传媒,1824.37,0.82,83541.0,2445724.0,74.41,6.91,201634151.352311
801752.SI,20151230,互联网传媒,2359.79,1.2,23621.0,1048173.0,115.83,12.53,75283220.606198
801751.SI,20151230,营销传播,9117.65,1.13,12188.0,262007.0,66.87,8.23,15334655.419099
801750.SI,20151230,计算机,6947.49,1.96,220337.0,7134688.0,104.74,9.39,291993538.156414
801744.SI,20151230,船舶制造,4259.62,0.48,17566.0,238619.0,1426.74,3.28,29129014.403211
801743.SI,20151230,地面兵装,14396.69,0.52,2726.0,68607.0,286.11,10.7,4812238.62151
801742.SI,20151230,航空装备,10805.54,3.29,19664.0,610865.0,137.85,5.77,38923916.832899
801741.SI,20151230,航天装备,12729.63,1.7,8970.0,263010.0,157.41,6.65,13852958.106502
801740.SI,20151230,国防军工,1916.56,1.83,48926.0,1181102.0,216.68,4.81,86718127.964122
801734.SI,20151230,高低压设备,8901.21,0.38,70299.0,1259188.0,67.24,4.89,70583086.741047
801733.SI,20151230,电源设备,10676.12,0.74,96949.0,1658774.0,50.23,4.27,75299204.52577
801732.SI,20151230,电气自动化设备,7013.24,2.23,56099.0,1089260.0,59.46,5.41,45792159.125995
801731.SI,20151230,电机,10635.77,0.53,13364.0,254266.0,116.97,5.86,9180584.3109
801730.SI,20151230,电气设备,7196.92,0.94,236711.0,4261487.0,59.31,4.78,200855034.703712
801725.SI,20151230,园林工程,13466.72,1.2,8435.0,186400.0,67.31,4.69,12681692.19773
801724.SI,20151230,专业工程,2546.22,0.72,36961.0,441362.0,36.41,3.02,33574170.763489
801723.SI,20151230,基础建设,3404.46,0.4,39928.0,388470.0,22.78,2.12,87147834.679786
801722.SI,20151230,装修装饰,13519.39,1.19,16562.0,292732.0,33.55,4.56,17108399.236535
801721.SI,20151230,房屋建设,3182.93,-0.19,16069.0,125948.0,9.32,1.35,25019373.456744
801720.SI,20151230,建筑装饰,3257.71,0.51,117955.0,1434914.0,20.76,2.26,175531470.334284
801713.SI,20151230,其他建材,6796.58,1.28,30497.0,506039.0,63.99,4.79,33029646.231871
801712.SI,20151230,玻璃制造,8190.88,0.6,17996.0,263008.0,116.36,3.55,9052296.199645
801711.SI,20151230,水泥制造,4910.78,1.23,29246.0,298960.0,26.07,1.65,25091581.660011
801710.SI,20151230,建筑材料,5733.47,1.16,77739.0,1068006.0,43.92,2.73,67173524.091527
801622.SI,20151230,企业债净价指数,95.17,0.06,31167.5,31304.78,,,
801621.SI,20151230,国债净价指数,98.41,-0.06,26408.4,28010.06,,,
801614.SI,20151230,转债指数,425.84,-0.42,32277.4,44921.48,,,
801613.SI,20151230,全债指数,214.27,-0.05,26408.4,28010.03,,,
801612.SI,20151230,企业债全价指数,189.0,0.07,31167.5,31304.78,,,
801611.SI,20151230,国债全价指数,228.81,-0.05,26408.4,28010.06,,,
801300.SI,20151230,申万300指数,2799.27,0.15,1103725.0,16603639.0,16.51,2.15,2428881203.75316
801280.SI,20151230,申万服务,3754.93,1.2,1278129.0,21306151.0,15.06,2.37,2216743340.02519
801270.SI,20151230,申万投资,3105.89,1.8,805159.0,10668784.0,44.83,2.88,862885514.046251
801260.SI,20151230,申万消费,6051.07,1.74,806383.0,14867771.0,35.43,4.59,1031443613.85066
801250.SI,20151230,申万制造,4834.7,2.64,1142438.0,22538036.0,59.08,4.48,1171277519.61573
801231.SI,20151230,综合,4121.54,0.38,71547.0,1398074.0,95.4,5.9,49802289.741307
801230.SI,20151230,综合,4127.15,0.38,71547.0,1398074.0,95.4,5.9,49802289.741307
801223.SI,20151230,通信运营,2954.55,1.21,18428.0,203386.0,49.05,2.01,15202049.650606
801222.SI,20151230,计算机应用,7951.54,2.05,161062.0,5422982.0,126.26,10.64,191609826.720533
801214.SI,20151230,旅游综合,6069.72,2.15,11368.0,326951.0,73.18,6.29,20369069.356665
801213.SI,20151230,酒店,6252.11,1.95,4468.0,93667.0,130.38,5.23,6312110.96008
801212.SI,20151230,景点,12676.15,0.73,5816.0,121854.0,57.88,5.86,8862715.303326
801211.SI,20151230,餐饮,1752.13,0.63,2347.0,25007.0,255.73,7.46,2453440.773967
801210.SI,20151230,休闲服务,7229.59,1.68,24000.0,567480.0,78.93,6.11,37997336.394038
801205.SI,20151230,商业物业经营,1940.78,0.05,27009.0,389526.0,63.41,4.48,21744592.640456
801204.SI,20151230,专业零售,13163.87,0.52,14556.0,222693.0,48.9,3.07,22527989.492165
801203.SI,20151230,一般零售,6081.93,-0.03,52446.0,853915.0,43.02,3.48,48711421.948481
801202.SI,20151230,贸易,7331.08,0.26,32636.0,606840.0,38.26,3.27,23157094.110231
801200.SI,20151230,商业贸易,6011.02,0.16,126646.0,2072974.0,45.36,3.46,116141098.191333
801194.SI,20151230,保险,863.49,-1.1,11852.0,412126.0,13.06,2.11,128291532.498328
801193.SI,20151230,券商,8482.96,-0.28,120883.0,2131318.0,14.89,2.45,213488962.738292
801192.SI,20151230,银行,3392.86,0.34,121589.0,1097753.0,7.11,1.1,565683477.349706
801191.SI,20151230,多元金融,3373.76,-0.41,34877.0,584795.0,38.49,4.05,29093007.143252
801182.SI,20151230,园区开发,3775.75,0.75,12320.0,294930.0,46.05,3.97,24051037.569705
801181.SI,20151230,房地产开发,6933.65,0.19,270850.0,3480846.0,26.7,3.11,252312544.481533
801180.SI,20151230,房地产,5991.25,0.22,283170.0,3775775.0,27.42,3.16,276363582.051238
801178.SI,20151230,物流,11385.68,0.47,26295.0,487138.0,45.29,4.36,32759098.365848
801177.SI,20151230,铁路运输,1390.53,0.15,9172.0,71341.0,12.52,1.52,17075561.085836
801176.SI,20151230,航运,2548.62,-3.18,51752.0,480383.0,69.09,3.07,28002871.061793
801175.SI,20151230,高速公路,2912.5,0.5,34944.0,245202.0,21.6,1.77,23219843.808078
801174.SI,20151230,机场,4111.8,0.12,2250.0,37570.0,22.51,2.36,9816437.830144
801173.SI,20151230,航空运输,3241.76,-0.79,20338.0,208922.0,17.52,2.27,35613893.785492
801172.SI,20151230,公交,6406.27,0.4,11479.0,259683.0,67.12,4.56,8189256.475779
801171.SI,20151230,港口,6103.66,0.02,18825.0,172115.0,32.28,2.44,47751320.341198
801170.SI,20151230,交通运输,3568.72,-0.4,175055.0,1962356.0,26.68,2.51,202428282.754168
801164.SI,20151230,水务,4929.86,0.29,15197.0,195607.0,35.7,3.19,21268543.788851
801163.SI,20151230,燃气,5711.32,2.13,7405.0,91264.0,37.6,3.48,9728530.148508
801162.SI,20151230,环保工程及服务,3058.3,1.2,29302.0,601282.0,65.41,5.59,40457481.389042
801161.SI,20151230,电力,3600.3,0.0,97813.0,946869.0,19.21,2.39,158234404.698695
801160.SI,20151230,公用事业,3536.14,0.38,149717.0,1835022.0,24.7,2.86,229688960.025097
801156.SI,20151230,医疗服务,5719.9,1.01,5047.0,177740.0,94.56,10.4,15204798.351108
801155.SI,20151230,中药,9466.28,0.77,62393.0,1244495.0,35.81,4.9,106850328.610057
801154.SI,20151230,医药商业,8929.06,1.39,14016.0,404396.0,38.17,4.54,29504484.557391
801153.SI,20151230,医疗器械,8491.76,1.72,14558.0,475888.0,86.67,8.44,27142967.077272
801152.SI,20151230,生物制品,8226.29,1.04,29398.0,829384.0,64.5,8.4,57732050.328322
801151.SI,20151230,化学制药,9317.0,0.74,59138.0,1327319.0,63.99,5.16,102565218.719313
801150.SI,20151230,医药生物,9119.4,0.96,184550.0,4459221.0,50.52,5.73,338999847.643463
801144.SI,20151230,其他轻工制造,,0.0,623.0,71486.0,402.91,38.36,1655697.28
801143.SI,20151230,造纸,2824.53,1.57,66790.0,478573.0,97.05,2.61,18056312.018325
801142.SI,20151230,家用轻工,4135.8,0.93,51147.0,1074270.0,74.91,5.72,46913437.348509
801141.SI,20151230,包装印刷,4655.04,1.07,34851.0,606619.0,68.11,5.31,28986002.102873
801140.SI,20151230,轻工制造,4032.8,1.16,153410.0,2230948.0,77.7,4.4,95611448.749707
801132.SI,20151230,服装家纺,4103.18,0.59,41039.0,784853.0,34.38,4.56,61815792.381166
801131.SI,20151230,纺织制造,4266.0,1.93,44021.0,758693.0,70.11,4.14,33666234.262029
801130.SI,20151230,纺织服装,4201.42,1.15,85060.0,1543545.0,44.12,4.37,95482026.643195
801124.SI,20151230,食品加工,11789.3,0.32,41455.0,753767.0,37.16,5.2,65825900.994908
801123.SI,20151230,饮料制造,6991.74,0.09,37356.0,739537.0,26.88,3.79,88960553.862656
801120.SI,20151230,食品饮料,7014.66,0.2,78811.0,1493304.0,30.63,4.31,154786454.857564
801112.SI,20151230,视听器材,1911.38,-0.48,32414.0,268951.0,33.43,2.73,19384998.777511
801111.SI,20151230,白色家电,9846.74,0.21,41077.0,1003195.0,16.99,3.7,80490420.723534
801110.SI,20151230,家用电器,5216.0,0.05,73490.0,1272146.0,19.15,3.42,99875419.501046
801102.SI,20151230,通信设备,3524.54,2.45,109241.0,2395850.0,67.82,5.75,91375435.543464
801101.SI,20151230,计算机设备,3985.69,1.75,59276.0,1711706.0,74.8,7.36,100383711.435881
801094.SI,20151230,汽车整车,6503.34,0.73,44302.0,628652.0,17.8,2.49,85690177.270441
801093.SI,20151230,汽车零部件,6566.97,0.86,95590.0,2125823.0,39.39,3.88,94757931.677391
801092.SI,20151230,汽车服务,1809.27,0.39,19024.0,242099.0,112.48,3.37,17707912.117512
801085.SI,20151230,电子制造,4763.9,2.12,38074.0,1010251.0,73.23,7.12,50882924.326698
801084.SI,20151230,光学光电子,1985.8,1.98,90499.0,1452436.0,64.68,3.06,66784984.056451
801083.SI,20151230,元件,3978.38,1.69,40307.0,786673.0,75.5,4.79,30947052.174915
801082.SI,20151230,其他电子,7476.26,1.34,45199.0,913383.0,97.74,7.46,31011137.224463
801081.SI,20151230,半导体,2518.41,2.27,40708.0,844838.0,140.94,5.61,33525360.756357
801080.SI,20151230,电子,3582.41,1.92,254788.0,5007581.0,79.76,4.64,213151458.538884
801076.SI,20151230,运输设备,14064.85,1.09,14141.0,203903.0,48.57,4.17,39510441.21198
801075.SI,20151230,金属制品,6076.85,0.16,21217.0,296975.0,64.36,3.78,15103140.032169
801074.SI,20151230,专用设备,8469.89,1.48,133352.0,2274017.0,87.61,3.19,119273900.991179
801073.SI,20151230,仪器仪表,6260.67,1.25,11777.0,388626.0,139.1,9.65,20530520.005048
801072.SI,20151230,通用机械,6684.89,1.66,85758.0,1703124.0,118.04,5.0,93329516.531623
801055.SI,20151230,工业金属,1641.01,0.84,83905.0,908933.0,91.71,2.66,57557030.952896
801054.SI,20151230,稀有金属,9471.24,0.33,41590.0,856337.0,189.57,5.6,40509345.565945
801053.SI,20151230,黄金,6800.29,0.53,20690.0,234516.0,72.16,3.78,20934523.322947
801051.SI,20151230,金属非金属新材料,5505.7,1.61,42725.0,680306.0,110.22,4.85,25445221.084467
801050.SI,20151230,有色金属,3885.68,0.83,188911.0,2680091.0,103.07,3.58,144446120.926255
801041.SI,20151230,钢铁,3039.27,0.04,79082.0,469748.0,118.8,1.54,69610837.644362
801040.SI,20151230,钢铁,2815.96,0.04,79082.0,469748.0,118.8,1.54,69610837.644362
801037.SI,20151230,橡胶,6656.39,1.04,12460.0,224583.0,61.59,3.64,13863700.286172
801036.SI,20151230,塑料,5757.21,-0.16,21681.0,499574.0,60.37,5.83,25814745.242891
801035.SI,20151230,石油化工,2830.65,0.11,33373.0,336403.0,48.36,1.74,65696819.414953
801034.SI,20151230,化学制品,5157.46,0.91,186405.0,3437112.0,53.32,4.09,166456906.930007
801033.SI,20151230,化学原料,3000.67,0.96,37740.0,410807.0,96.31,3.25,23006382.512656
801032.SI,20151230,化学纤维,3381.89,0.65,44163.0,527613.0,77.68,4.21,35912274.854264
801030.SI,20151230,化工,3630.52,0.69,335822.0,5436092.0,57.5,3.62,330750829.240943
801024.SI,20151230,采掘服务,9466.23,0.46,11487.0,192064.0,29.19,2.85,25447457.483961
801023.SI,20151230,石油开采,464.87,-0.09,2861.0,24051.0,45.14,1.54,137953320.846568
801022.SI,20151230,其他采掘,2183.96,-0.79,47633.0,376167.0,490.21,4.23,11463152.544859
801021.SI,20151230,煤炭开采,2962.19,0.47,62617.0,439223.0,51.25,1.44,78984083.625646
801020.SI,20151230,采掘,3682.4,0.23,124598.0,1031506.0,50.05,1.77,253848014.501034
801018.SI,20151230,动物保健,7517.56,-0.95,4884.0,101830.0,49.5,6.75,7782184.770654
801017.SI,20151230,畜禽养殖,3500.41,0.42,14653.0,233959.0,80.97,5.98,36865949.144264
801016.SI,20151230,种植业,4040.11,-0.63,19675.0,238897.0,108.27,5.36,15990682.754225
801015.SI,20151230,渔业,2393.17,1.22,11806.0,174616.0,124.43,4.8,7105167.809796
801014.SI,20151230,饲料,3986.75,0.08,6847.0,116710.0,35.33,4.06,19163780.843699
801013.SI,20151230,农业综合,3288.2,0.6,1104.0,17450.0,81.02,5.29,1122055.49931
801012.SI,20151230,农产品加工,3485.14,0.7,18504.0,288997.0,172.3,5.13,15445040.270852
801011.SI,20151230,林业,2946.25,0.57,2943.0,55693.0,431.82,4.86,3681163.755344
801010.SI,20151230,农林牧渔,3706.77,0.15,80417.0,1228153.0,74.81,5.13,107156024.848144
801005.SI,20151230,申万创业板,3378.26,1.66,407577.0,11495017.0,106.97,8.26,570480207.837123
801003.SI,20151230,申万Ａ指,4244.57,0.73,4103656.0,70778815.0,24.68,3.14,5331438798.46194
801002.SI,20151230,申万中小板,8874.47,1.06,956806.0,20545483.0,61.76,5.5,1053414513.8044
801001.SI,20151230,申万50,2363.92,-0.01,326352.0,3872402.0,9.63,1.58,1269062459.66261
801995.SI,20151230,电视广播Ⅱ,3964.82,0.02,16009.0,304924.0,51.43,3.83,33366004.0
801994.SI,20151230,教育,7116.61,1.19,9184.0,243063.0,130.51,6.04,15655922.0
801993.SI,20151230,旅游及景区,5187.41,0.69,15602.0,313083.0,79.48,5.89,20789839.0
801992.SI,20151230,航运港口,4116.94,-1.87,62346.0,559954.0,35.26,2.5,63221585.0
801991.SI,20151230,航空机场,3766.97,-0.52,22588.0,246492.0,17.4,2.36,44325417.0
801982.SI,20151230,化妆品,10632.23,-0.24,5132.0,125968.0,29.36,6.8,4753695.0
801981.SI,20151230,个护用品,1676.68,1.61,3756.0,43715.0,116.21,3.31,1786457.0
801980.SI,20151230,美容护理,5894.56,0.42,9547.0,180109.0,34.68,5.16,7164352.0
801972.SI,20151230,环保设备Ⅱ,3872.69,1.55,6560.0,140591.0,118.73,5.39,7997482.0
801971.SI,20151230,环境治理,4345.71,0.62,46674.0,887825.0,57.17,5.25,68534881.0
801970.SI,20151230,环保,4285.16,0.71,53234.0,1028416.0,60.48,5.26,76532363.0
801963.SI,20151230,炼化及贸易,2414.11,0.1,57487.0,552989.0,24.93,1.79,212180486.0
801962.SI,20151230,油服工程,4895.71,0.4,11310.0,162830.0,20.32,2.81,23710186.0
801960.SI,20151230,石油石化,2516.39,0.11,73161.0,802067.0,25.46,2.06,241121373.0
801952.SI,20151230,焦炭Ⅱ,2476.58,0.89,8370.0,65467.0,82.43,2.18,7240096.0
801951.SI,20151230,煤炭开采,1900.37,0.19,43809.0,319804.0,29.87,1.37,70921981.0
801950.SI,20151230,煤炭,1929.53,0.27,52179.0,385271.0,30.67,1.43,78162077.0
801784.SI,20151230,城商行Ⅱ,904.06,-0.82,11397.0,152361.0,7.3,1.32,25642250.0
801783.SI,20151230,股份制银行Ⅱ,4071.23,0.84,63329.0,733740.0,6.64,1.15,203385989.0
801782.SI,20151230,国有大型银行Ⅱ,1289.46,-0.25,46862.0,211652.0,5.82,0.95,335120378.0
801769.SI,20151230,出版,3529.64,0.26,20210.0,365123.0,40.6,4.16,31385615.0
801767.SI,20151230,数字媒体,3075.36,2.16,6082.0,226949.0,196.0,11.97,11558066.0
801766.SI,20151230,影视院线,4922.72,0.26,16627.0,576677.0,116.92,9.35,53597685.0
801765.SI,20151230,广告营销,7654.83,1.48,29152.0,696594.0,140.32,8.48,58701972.0
801764.SI,20151230,游戏Ⅱ,5795.75,1.24,32064.0,974044.0,109.74,8.76,63143831.0
801745.SI,20151230,军工电子Ⅱ,5249.62,1.47,22046.0,664560.0,124.63,7.73,33762958.0
801738.SI,20151230,电网设备,4925.1,1.09,98922.0,1627142.0,61.4,4.54,84285311.0
801737.SI,20151230,电池,8465.89,1.09,43612.0,1248550.0,62.75,6.52,34437579.0
801736.SI,20151230,风电设备,2911.91,2.14,24806.0,467046.0,33.8,3.86,13116002.0
801735.SI,20151230,光伏设备,3099.81,-0.06,37786.0,523468.0,99.7,4.89,28393581.0
801726.SI,20151230,工程咨询服务Ⅱ,3351.01,1.86,1851.0,52680.0,69.26,6.6,4133287.0
801219.SI,20151230,酒店餐饮,4076.39,1.93,7152.0,121349.0,77.72,5.13,8156190.0
801218.SI,20151230,专业服务,7060.63,3.62,3523.0,150945.0,37.45,7.85,5485144.0
801206.SI,20151230,互联网电商,35364.45,1.23,12342.0,322588.0,141.17,4.71,20360926.0
801183.SI,20151230,房地产服务,4293.35,0.85,5284.0,93978.0,143.23,6.37,6468934.0
801179.SI,20151230,铁路公路,2617.55,0.24,61712.0,631707.0,19.41,2.04,52764397.0
