ts_code,trade_date,name,close,pct_change,vol,amount,pe,pb,total_mv
801125.SI,20031215,白酒Ⅱ,749.29,0.55,819.0,6354.0,23.73,2.11,4278473.0
801116.SI,20031215,家电零部件Ⅱ,688.16,-1.14,57.0,329.0,52.28,2.01,272510.0
801115.SI,20031215,照明设备Ⅱ,1192.09,-0.37,45.0,460.0,19.24,1.92,433342.0
801104.SI,20031215,软件开发,963.12,-0.14,1069.0,12002.0,60.46,3.37,2252490.0
801103.SI,20031215,IT服务Ⅱ,842.92,-0.36,845.0,8753.0,35.87,3.67,3666078.0
801096.SI,20031215,商用车,1644.96,1.05,3090.0,30077.0,25.76,2.9,5041270.0
801095.SI,20031215,乘用车,2023.49,2.11,1151.0,13282.0,17.46,3.99,6506289.0
801078.SI,20031215,自动化设备,1133.48,0.18,99.0,1084.0,106.93,5.12,463864.0
801077.SI,20031215,工程机械,1865.67,-0.09,925.0,8838.0,19.65,3.29,2744621.0
801056.SI,20031215,能源金属,660.09,3.33,223.0,1412.0,136.76,3.29,185191.0
801045.SI,20031215,特钢Ⅱ,972.4,0.16,792.0,4271.0,21.51,1.78,1583768.0
801044.SI,20031215,普钢,1837.76,0.41,7067.0,45523.0,12.37,2.09,21112611.0
801043.SI,20031215,冶钢原料,1065.57,-0.02,558.0,3832.0,18.48,1.61,1577861.0
801038.SI,20031215,农化制品,930.28,-0.21,1378.0,8982.0,29.83,2.63,3033439.0
801995.SI,20031212,电视广播Ⅱ,729.22,0.63,279.0,3744.0,53.09,2.37,2148440.0
801994.SI,20031212,教育,780.62,-0.09,205.0,1820.0,32.34,3.82,677227.0
801993.SI,20031212,旅游及景区,683.23,0.36,1720.0,13578.0,64.22,2.21,1398754.0
801992.SI,20031212,航运港口,1431.27,0.16,2626.0,21428.0,30.67,3.26,6829132.0
801991.SI,20031212,航空机场,1107.33,-0.27,3794.0,24856.0,35.38,2.48,7087349.0
801982.SI,20031212,化妆品,571.05,-1.07,65.0,596.0,22.31,2.1,248940.0
801981.SI,20031212,个护用品,693.66,-1.31,64.0,292.0,335.94,2.66,103896.0
801980.SI,20031212,美容护理,774.73,-0.74,147.0,1010.0,29.7,2.03,455075.0
801972.SI,20031212,环保设备Ⅱ,619.33,-0.54,318.0,4414.0,50.79,2.8,387685.0
801971.SI,20031212,环境治理,874.81,-0.35,2419.0,17113.0,47.29,2.94,5728427.0
801970.SI,20031212,环保,845.67,-0.37,2737.0,21527.0,47.58,2.93,6116111.0
801963.SI,20031212,炼化及贸易,1515.98,-0.25,8976.0,44379.0,29.93,2.82,37714379.0
801962.SI,20031212,油服工程,1158.43,-0.34,347.0,2256.0,61.46,3.07,2113851.0
801960.SI,20031212,石油石化,1408.45,-0.29,9727.0,48930.0,31.83,2.74,40451835.0
801952.SI,20031212,焦炭Ⅱ,1179.53,-0.93,431.0,4739.0,31.64,3.4,773641.0
801951.SI,20031212,煤炭开采,901.63,-0.66,2815.0,22979.0,33.03,2.6,6467188.0
801950.SI,20031212,煤炭,935.46,-0.7,3246.0,27718.0,32.8,2.69,7240829.0
801783.SI,20031212,股份制银行Ⅱ,732.91,1.57,25037.0,223963.0,29.65,3.71,17807837.0
801769.SI,20031212,出版,853.03,0.91,2224.0,14219.0,51.79,2.68,1445478.0
801767.SI,20031212,数字媒体,800.93,-2.53,1028.0,5840.0,122.66,3.2,615210.0
801766.SI,20031212,影视院线,744.93,0.51,724.0,4303.0,47.89,2.32,896274.0
801765.SI,20031212,广告营销,1549.45,0.26,719.0,7862.0,83.52,4.08,1505266.0
801764.SI,20031212,游戏Ⅱ,941.01,-1.71,757.0,4837.0,47.58,3.68,912526.0
801745.SI,20031212,军工电子Ⅱ,565.08,-0.38,284.0,2105.0,87.02,1.77,570808.0
801738.SI,20031212,电网设备,569.18,0.89,3605.0,21204.0,42.93,3.3,3639471.0
801737.SI,20031212,电池,927.29,0.06,470.0,2527.0,68.96,2.62,1352912.0
801736.SI,20031212,风电设备,613.22,-0.16,122.0,1102.0,44.63,2.62,253210.0
801735.SI,20031212,光伏设备,871.91,-0.64,531.0,4068.0,28.92,2.22,1014022.0
801726.SI,20031212,工程咨询服务Ⅱ,847.81,-0.84,71.0,292.0,137.76,1.45,164843.0
801219.SI,20031212,酒店餐饮,834.86,0.67,450.0,3383.0,149.94,2.75,944774.0
801218.SI,20031212,专业服务,500.13,-2.08,91.0,475.0,44.49,1.74,144981.0
801183.SI,20031212,房地产服务,1062.93,-0.76,222.0,2205.0,29.12,7.12,400132.0
801179.SI,20031212,铁路公路,1050.2,0.94,7249.0,46062.0,29.39,2.17,14335737.0
801133.SI,20031212,饰品,1409.64,0.05,377.0,3250.0,140.01,4.66,996448.0
801129.SI,20031212,调味发酵品Ⅱ,856.67,0.9,426.0,2452.0,65.43,2.07,970393.0
801128.SI,20031212,休闲食品,533.84,-0.95,121.0,635.0,,4.02,92517.0
801127.SI,20031212,饮料乳品,887.11,0.03,1153.0,8391.0,27.49,2.5,2400152.0
801126.SI,20031212,非白酒,876.1,-0.26,1312.0,11403.0,39.59,2.39,3013286.0
801125.SI,20031212,白酒Ⅱ,745.22,-0.7,914.0,6380.0,23.56,2.1,4250256.0
801116.SI,20031212,家电零部件Ⅱ,696.08,-0.26,97.0,672.0,53.11,2.03,276168.0
801115.SI,20031212,照明设备Ⅱ,1196.57,-0.97,41.0,449.0,19.31,1.93,435371.0
801104.SI,20031212,软件开发,964.48,-0.29,1094.0,11122.0,60.55,3.37,2253477.0
801103.SI,20031212,IT服务Ⅱ,845.95,-0.11,867.0,8788.0,35.99,3.69,3680222.0
801096.SI,20031212,商用车,1627.92,-0.85,1842.0,17768.0,25.47,2.87,4983568.0
801095.SI,20031212,乘用车,1981.64,-0.42,1551.0,19238.0,17.12,3.9,6372681.0
801078.SI,20031212,自动化设备,1131.43,-0.4,60.0,688.0,106.74,5.11,464455.0
801077.SI,20031212,工程机械,1867.44,-1.01,882.0,7958.0,19.67,3.29,2751089.0
801056.SI,20031212,能源金属,638.81,-0.64,47.0,329.0,132.35,3.18,179816.0
801045.SI,20031212,特钢Ⅱ,970.88,-0.16,1036.0,5489.0,21.48,1.78,1581468.0
801044.SI,20031212,普钢,1830.34,-0.79,10060.0,63540.0,12.32,2.08,21055840.0
801043.SI,20031212,冶钢原料,1065.74,0.11,845.0,5579.0,18.48,1.61,1577092.0
801038.SI,20031212,农化制品,932.25,0.47,3416.0,24421.0,29.87,2.64,3043244.0
801995.SI,20031211,电视广播Ⅱ,724.68,-1.38,414.0,4875.0,52.76,2.35,2135312.0
801994.SI,20031211,教育,781.36,1.08,245.0,2164.0,32.45,3.82,678815.0
801993.SI,20031211,旅游及景区,680.81,-0.79,784.0,5964.0,63.98,2.2,1392608.0
801992.SI,20031211,航运港口,1428.97,0.2,3746.0,34104.0,30.62,3.26,6814846.0
801991.SI,20031211,航空机场,1110.31,0.42,4044.0,28321.0,35.44,2.48,7104258.0
801982.SI,20031211,化妆品,577.24,-1.48,64.0,606.0,22.55,2.13,251640.0
801981.SI,20031211,个护用品,702.85,3.61,207.0,940.0,340.39,2.7,105272.0
801980.SI,20031211,美容护理,780.53,0.37,289.0,1661.0,29.92,2.04,458842.0
801972.SI,20031211,环保设备Ⅱ,622.71,-0.23,186.0,1865.0,51.07,2.81,390247.0
801971.SI,20031211,环境治理,877.91,-0.35,3082.0,22147.0,47.48,2.95,5748418.0
801970.SI,20031211,环保,848.8,-0.34,3268.0,24012.0,47.78,2.94,6138665.0
801963.SI,20031211,炼化及贸易,1519.72,0.2,10733.0,52606.0,30.0,2.83,37882678.0
801962.SI,20031211,油服工程,1162.43,0.3,815.0,5190.0,61.67,3.08,2129451.0
801960.SI,20031211,石油石化,1412.55,0.23,12239.0,62134.0,31.93,2.74,40640591.0
801952.SI,20031211,焦炭Ⅱ,1190.58,0.24,479.0,5016.0,31.94,3.43,781087.0
801951.SI,20031211,煤炭开采,907.61,0.55,5307.0,46457.0,33.28,2.61,6499706.0
801950.SI,20031211,煤炭,942.03,0.51,5786.0,51472.0,33.07,2.71,7280793.0
801783.SI,20031211,股份制银行Ⅱ,721.61,2.66,23018.0,217040.0,29.19,3.65,17562448.0
801769.SI,20031211,出版,845.36,-0.22,2679.0,17331.0,51.32,2.65,1427583.0
801767.SI,20031211,数字媒体,821.75,2.01,2441.0,14051.0,125.85,3.28,628099.0
801766.SI,20031211,影视院线,741.16,-0.92,425.0,3180.0,48.38,2.31,895543.0
801765.SI,20031211,广告营销,1545.36,-1.18,1037.0,9628.0,83.21,4.07,1501857.0
801764.SI,20031211,游戏Ⅱ,957.38,3.56,1970.0,13250.0,48.46,3.74,919696.0
801745.SI,20031211,军工电子Ⅱ,567.21,1.16,659.0,5145.0,87.35,1.78,574298.0
801738.SI,20031211,电网设备,564.18,0.44,2441.0,15321.0,42.58,3.28,3614914.0
801737.SI,20031211,电池,926.75,-0.19,752.0,4014.0,68.86,2.62,1351902.0
801736.SI,20031211,风电设备,614.2,-1.6,136.0,1378.0,44.7,2.62,253737.0
801735.SI,20031211,光伏设备,877.51,-0.55,385.0,3000.0,29.11,2.23,1019349.0
801726.SI,20031211,工程咨询服务Ⅱ,855.0,-0.21,96.0,381.0,138.68,1.45,166332.0
801219.SI,20031211,酒店餐饮,829.29,1.58,648.0,5144.0,148.55,2.74,937688.0
801218.SI,20031211,专业服务,510.77,-0.38,92.0,481.0,45.43,1.78,148066.0
801183.SI,20031211,房地产服务,1071.04,1.0,267.0,2264.0,29.34,7.15,402958.0
801179.SI,20031211,铁路公路,1040.39,-0.06,3818.0,24464.0,29.11,2.15,14009300.0
801133.SI,20031211,饰品,1408.96,0.22,295.0,2278.0,139.55,4.66,992995.0
801129.SI,20031211,调味发酵品Ⅱ,848.99,0.81,251.0,1411.0,64.85,2.05,960008.0
801128.SI,20031211,休闲食品,538.98,-2.78,154.0,809.0,,4.06,93408.0
801127.SI,20031211,饮料乳品,886.87,-0.06,1333.0,10241.0,27.48,2.5,2397041.0
801126.SI,20031211,非白酒,878.38,0.33,1153.0,10320.0,39.7,2.4,3024964.0
801125.SI,20031211,白酒Ⅱ,750.51,0.88,1830.0,12493.0,23.74,2.11,4275914.0
801116.SI,20031211,家电零部件Ⅱ,697.88,0.77,73.0,345.0,51.77,2.04,273509.0
801115.SI,20031211,照明设备Ⅱ,1208.32,0.12,67.0,748.0,19.5,1.95,439328.0
801104.SI,20031211,软件开发,967.25,-1.36,1710.0,17703.0,60.78,3.38,2253859.0
801103.SI,20031211,IT服务Ⅱ,846.86,-0.02,1584.0,17424.0,35.98,3.69,3688952.0
801096.SI,20031211,商用车,1641.86,0.42,3316.0,32668.0,25.71,2.89,5030520.0
801095.SI,20031211,乘用车,1990.08,-1.26,1507.0,19518.0,17.2,3.92,6410275.0
801078.SI,20031211,自动化设备,1135.96,1.55,189.0,2286.0,107.17,5.13,467925.0
801077.SI,20031211,工程机械,1886.46,0.09,1615.0,13852.0,19.87,3.32,2778647.0
801056.SI,20031211,能源金属,642.9,-0.29,74.0,510.0,133.2,3.2,180616.0
801045.SI,20031211,特钢Ⅱ,972.4,-1.05,1379.0,7359.0,21.51,1.78,1584246.0
801044.SI,20031211,普钢,1844.84,-1.68,11009.0,77011.0,12.42,2.09,21218291.0
801043.SI,20031211,冶钢原料,1064.62,-1.26,1325.0,8969.0,18.46,1.61,1573583.0
801038.SI,20031211,农化制品,927.9,0.0,4181.0,25730.0,29.68,2.63,3028698.0
801995.SI,20031210,电视广播Ⅱ,734.85,1.03,375.0,4395.0,53.5,2.39,2166059.0
801994.SI,20031210,教育,773.04,0.56,156.0,1450.0,32.08,3.78,671377.0
801993.SI,20031210,旅游及景区,686.24,-0.07,661.0,4456.0,64.79,2.22,1406736.0
801992.SI,20031210,航运港口,1426.16,0.6,2896.0,23982.0,30.56,3.25,6788524.0
801991.SI,20031210,航空机场,1105.63,1.57,6530.0,46332.0,35.3,2.47,7060815.0
801982.SI,20031210,化妆品,585.91,0.11,49.0,461.0,22.89,2.16,255420.0
801981.SI,20031210,个护用品,678.35,1.61,43.0,188.0,328.52,2.6,101602.0
801980.SI,20031210,美容护理,777.68,1.02,116.0,808.0,29.81,2.04,458487.0
801972.SI,20031210,环保设备Ⅱ,624.14,2.59,254.0,2477.0,51.19,2.82,390619.0
801971.SI,20031210,环境治理,881.03,0.96,2669.0,19409.0,47.69,2.96,5766030.0
801970.SI,20031210,环保,851.73,1.09,2923.0,21887.0,47.97,2.95,6156649.0
801963.SI,20031210,炼化及贸易,1516.65,2.53,20051.0,96208.0,29.94,2.83,37557913.0
801962.SI,20031210,油服工程,1158.94,0.36,544.0,3812.0,61.48,3.07,2110523.0
801960.SI,20031210,石油石化,1409.33,2.18,21452.0,105624.0,31.86,2.74,40293274.0
801952.SI,20031210,焦炭Ⅱ,1187.74,1.35,684.0,7166.0,31.86,3.42,779771.0
801951.SI,20031210,煤炭开采,902.61,1.87,5252.0,43443.0,33.07,2.6,6454234.0
801950.SI,20031210,煤炭,937.26,1.8,5936.0,50608.0,32.88,2.69,7234005.0
801783.SI,20031210,股份制银行Ⅱ,702.92,3.63,22567.0,210513.0,28.43,3.56,17091534.0
801769.SI,20031210,出版,847.21,-0.8,1639.0,10678.0,51.44,2.66,1431450.0
801767.SI,20031210,数字媒体,805.53,4.13,1392.0,7994.0,123.37,3.21,625428.0
801766.SI,20031210,影视院线,748.01,0.89,506.0,3586.0,49.24,2.33,905694.0
801765.SI,20031210,广告营销,1563.88,0.72,1029.0,9659.0,83.75,4.12,1520074.0
801764.SI,20031210,游戏Ⅱ,924.47,1.44,1320.0,7951.0,46.4,3.61,902098.0
801745.SI,20031210,军工电子Ⅱ,560.73,0.91,461.0,3334.0,86.35,1.76,567270.0
801738.SI,20031210,电网设备,561.7,0.34,2128.0,14051.0,42.42,3.26,3601832.0
801737.SI,20031210,电池,928.5,1.44,898.0,4703.0,69.04,2.63,1353845.0
801736.SI,20031210,风电设备,624.16,1.99,159.0,1533.0,45.42,2.67,257841.0
801735.SI,20031210,光伏设备,882.36,0.46,398.0,3167.0,29.27,2.25,1024295.0
801726.SI,20031210,工程咨询服务Ⅱ,856.82,0.3,149.0,564.0,139.6,1.46,166460.0
801219.SI,20031210,酒店餐饮,816.37,1.48,819.0,6505.0,146.22,2.69,924102.0
801218.SI,20031210,专业服务,512.7,2.71,221.0,1159.0,45.61,1.78,148627.0
801183.SI,20031210,房地产服务,1060.47,-0.66,352.0,2567.0,29.05,7.07,398921.0
801179.SI,20031210,铁路公路,1040.98,1.1,4433.0,29881.0,29.13,2.15,14091689.0
801133.SI,20031210,饰品,1405.81,0.48,240.0,1973.0,140.22,4.65,993274.0
801129.SI,20031210,调味发酵品Ⅱ,842.21,1.31,264.0,1426.0,64.26,2.03,951023.0
801128.SI,20031210,休闲食品,554.41,2.08,293.0,1533.0,,4.18,96082.0
801127.SI,20031210,饮料乳品,887.4,0.9,1192.0,9433.0,27.5,2.5,2400364.0
801126.SI,20031210,非白酒,875.46,1.57,1290.0,10661.0,39.57,2.39,3014438.0
801125.SI,20031210,白酒Ⅱ,743.99,0.78,1089.0,8313.0,23.63,2.09,4245479.0
801116.SI,20031210,家电零部件Ⅱ,692.52,2.25,61.0,314.0,51.89,2.02,272607.0
801115.SI,20031210,照明设备Ⅱ,1206.92,1.05,66.0,744.0,19.48,1.95,439116.0
801104.SI,20031210,软件开发,980.55,0.71,1759.0,18000.0,61.66,3.43,2286885.0
801103.SI,20031210,IT服务Ⅱ,847.01,1.07,1383.0,14592.0,35.99,3.69,3686770.0
801096.SI,20031210,商用车,1635.0,0.36,2844.0,27069.0,25.66,2.87,5020819.0
801095.SI,20031210,乘用车,2015.5,1.15,1653.0,21190.0,17.43,3.97,6489503.0
801078.SI,20031210,自动化设备,1118.6,-0.34,56.0,640.0,105.53,5.05,459241.0
801077.SI,20031210,工程机械,1884.67,1.26,1518.0,13066.0,19.85,3.32,2771150.0
801056.SI,20031210,能源金属,644.74,1.59,97.0,598.0,133.58,3.21,180672.0
801045.SI,20031210,特钢Ⅱ,982.72,0.79,1104.0,6086.0,21.74,1.8,1603042.0
801044.SI,20031210,普钢,1876.29,1.42,14585.0,96873.0,12.63,2.13,21580238.0
801043.SI,20031210,冶钢原料,1078.24,1.42,2035.0,13979.0,18.7,1.63,1594391.0
801038.SI,20031210,农化制品,927.9,1.23,2692.0,15705.0,29.67,2.63,3027245.0
801995.SI,20031209,电视广播Ⅱ,727.33,0.96,337.0,3830.0,52.95,2.36,2143737.0
801994.SI,20031209,教育,768.75,0.48,153.0,1331.0,31.93,3.76,667024.0
801993.SI,20031209,旅游及景区,686.75,-1.46,405.0,2774.0,65.16,2.22,1407564.0
801992.SI,20031209,航运港口,1417.72,0.13,2415.0,20883.0,30.38,3.23,6747344.0
801991.SI,20031209,航空机场,1088.52,0.48,3162.0,21580.0,34.83,2.44,6957815.0
