ts_code,end_date,ann_date,roe,roa,roic,grossprofit_margin,current_ratio,quick_ratio,netprofit_margin,debt_to_assets,assets_turn,accruals_ratio
000545.SZ,20250331,20250429,-1.352,-0.6198,-0.8057,-7.09,0.5078,0.3555,-2.84,54.16,0.1819,0.2214
000546.SZ,20250930,20251028,-2.478,-1.993,-2.5909,-4.75,2.4654,1.7257,-1.9,19.57,1.2053,-0.1656
000546.SZ,20250930,20251028,-2.478,-1.993,-2.5909,-4.75,2.4654,1.7257,-1.9,19.57,1.2053,-0.1656
000546.SZ,20250630,20250830,-1.1989,-0.9616,-1.25,-4.12,2.4309,1.7016,-1.65,19.8,0.7424,0.7696
000546.SZ,20250331,20250430,0.3878,0.3122,0.4058,1.32,2.4772,1.7341,0.53,19.5,0.3068,12.7404
000547.SZ,20250930,20251028,-9.8853,-5.305,-6.8964,-80.68,0.6949,0.4864,-32.27,46.33,0.1574,-0.9648
000547.SZ,20250930,20251028,-9.8853,-5.305,-6.8964,-80.68,0.6949,0.4864,-32.27,46.33,0.1574,
000547.SZ,20250630,20250823,-7.5666,-3.9793,-5.1731,-154.51,0.6656,0.4659,-61.8,47.41,0.0626,-0.4029
000547.SZ,20250331,20250430,-3.5512,-1.8545,-2.4109,-186.83,0.6558,0.4591,-74.73,47.78,0.0258,-0.0655
000548.SZ,20250930,20251031,2.7468,2.3056,2.9973,37.24,3.1353,2.1947,14.89,16.06,0.1458,1.6045
000548.SZ,20250630,20250823,1.7614,1.4564,1.8933,34.24,2.865,2.0055,13.7,17.32,0.1009,2.8243
000548.SZ,20250331,20250426,0.9672,0.7755,1.0081,45.68,2.4269,1.6988,18.27,19.82,0.0409,4.21
000548.SZ,20250331,20250426,0.9672,0.7755,1.0081,45.68,2.4269,1.6988,18.27,19.82,0.0409,4.21
000550.SZ,20250930,20251022,6.6444,2.3033,2.9943,4.18,0.3183,0.2228,1.67,65.33,0.9027,0.7311
000550.SZ,20250630,20250827,6.5037,2.2098,2.8728,10.14,0.3088,0.2162,4.05,66.02,0.5848,1.0879
000550.SZ,20250331,20250424,2.6736,1.0699,1.3909,9.71,0.4003,0.2802,3.88,59.98,0.2743,8.6031
000550.SZ,20250331,20250424,2.6736,1.0699,1.3909,9.71,0.4003,0.2802,3.88,59.98,0.2743,8.6031
000551.SZ,20250930,20251030,8.042,5.0979,6.6273,25.82,1.0389,0.7273,10.33,36.61,0.5048,-0.4757
000551.SZ,20250630,20250819,5.9278,3.6907,4.7979,28.23,0.9898,0.6929,11.29,37.74,0.3342,-0.0868
000551.SZ,20250331,20250429,2.9924,1.8634,2.4224,24.42,0.9903,0.6932,9.77,37.73,0.1922,0.3222
000551.SZ,20250331,20250429,2.9924,1.8634,2.4224,24.42,0.9903,0.6932,9.77,37.73,0.1922,0.3222
000552.SZ,20250930,20251031,-1.6417,-0.8068,-1.0488,-11.43,0.5798,0.4059,-4.57,50.86,0.1797,0.0466
000552.SZ,20250630,20250822,-1.0724,-0.5545,-0.7209,-12.43,0.6425,0.4498,-4.97,48.29,0.1106,3.3382
000552.SZ,20250331,20250429,0.3,0.1572,0.2044,6.39,0.6609,0.4626,2.56,47.59,0.0573,
000552.SZ,20250331,20250429,0.3,0.1572,0.2044,6.39,0.6609,0.4626,2.56,47.59,0.0573,
000553.SZ,20250930,20251030,-2.2583,-0.8346,-1.085,-4.88,0.3517,0.2462,-1.95,63.04,0.4336,-6.6138
000553.SZ,20250630,20250827,-0.4241,-0.1581,-0.2056,-1.34,0.3567,0.2497,-0.53,62.71,0.2982,-22.629
000553.SZ,20250331,20250429,0.7928,0.2973,0.3864,5.27,0.3599,0.2519,2.11,62.51,0.1419,2.3662
000553.SZ,20250331,20250429,0.7928,0.2973,0.3864,5.27,0.3599,0.2519,2.11,62.51,0.1419,2.3662
000554.SZ,20250930,20251023,10.3279,6.6576,8.6549,11.86,1.0884,0.7619,4.75,35.54,1.2981,-0.4193
000554.SZ,20250930,20251023,10.3279,6.6576,8.6549,11.86,1.0884,0.7619,4.75,35.54,1.2981,-0.4193
000554.SZ,20250630,20250828,8.607,5.3323,6.932,14.45,0.977,0.6839,5.78,38.05,0.8689,-0.0699
000554.SZ,20250630,20250828,8.607,5.3323,6.932,14.45,0.977,0.6839,5.78,38.05,0.8689,-0.0699
000555.SZ,20250930,20251031,-1.9096,-0.782,-1.0166,-4.89,0.4161,0.2913,-1.95,59.05,0.678,10.9424
000555.SZ,20250630,20250828,-1.7207,-0.7007,-0.9109,-7.51,0.4121,0.2885,-3.0,59.28,0.3433,28.1944
000555.SZ,20250331,20250426,-1.6605,-0.6912,-0.8985,-13.19,0.4278,0.2995,-5.28,58.38,0.1695,26.3216
000555.SZ,20250331,20250426,-1.6605,-0.6912,-0.8985,-13.19,0.4278,0.2995,-5.28,58.38,0.1695,26.3216
000557.SZ,20250930,20251030,4.7234,4.3183,5.6137,74.82,6.3952,4.4766,29.93,8.58,0.1432,-0.0965
000557.SZ,20250930,20251030,4.7234,4.3183,5.6137,74.82,6.3952,4.4766,29.93,8.58,0.1432,-0.0965
000557.SZ,20250630,20250827,4.7315,4.3133,5.6072,114.88,6.1876,4.3313,45.95,8.84,0.0933,0.2985
000557.SZ,20250331,20250425,1.0701,0.9718,1.2634,51.67,5.9327,4.1529,20.67,9.18,0.0468,-0.612
000558.SZ,20250930,20251029,-1.747,-0.8235,-1.0705,-13.85,0.535,0.3745,-5.54,52.86,0.09,18.4126
000558.SZ,20250630,20250828,0.697,0.3686,0.4792,23.16,0.6734,0.4714,9.26,47.12,0.0852,
000558.SZ,20250630,20250828,0.697,0.3686,0.4792,23.16,0.6734,0.4714,9.26,47.12,0.0852,
000558.SZ,20250331,20250429,2.5799,1.3814,1.7959,63.15,0.6916,0.4841,25.26,46.45,0.0745,2.8704
000559.SZ,20250930,20251028,8.3375,3.2498,4.2248,18.74,0.3833,0.2683,7.5,61.02,0.4434,-0.8842
000559.SZ,20250930,20251028,8.3375,3.2498,4.2248,18.74,0.3833,0.2683,7.5,61.02,0.4434,-0.8842
000559.SZ,20250630,20250827,5.8588,2.2468,2.9209,19.51,0.3732,0.2613,7.8,61.65,0.2968,-0.6259
000559.SZ,20250331,20250426,3.1528,1.3073,1.6994,21.12,0.425,0.2975,8.45,58.54,0.1535,0.1135
000560.SZ,20250930,20251030,0.4502,0.1614,0.2099,1.59,0.3354,0.2348,0.64,64.14,0.2884,-51.8667
000560.SZ,20250630,20250827,0.4086,0.1454,0.1891,2.07,0.3316,0.2321,0.83,64.4,0.1993,-43.8834
000560.SZ,20250331,20250430,0.0668,0.0222,0.0289,1.28,0.2988,0.2091,0.51,66.76,0.0962,
000560.SZ,20241231,20250410,0.7786,0.2432,0.3161,1.4,0.2725,0.1907,0.56,68.77,0.4004,-60.0353
000561.SZ,20250930,20251031,-3.5612,-1.7647,-2.2942,-22.45,0.5894,0.4126,-8.98,50.45,0.1876,4.9448
000561.SZ,20250630,20250830,-3.6405,-1.6814,-2.1858,-42.47,0.5149,0.3605,-16.99,53.81,0.1086,3.2671
000561.SZ,20250331,20250430,-2.6652,-1.0097,-1.3126,-64.08,0.3659,0.2562,-25.63,62.12,0.0454,3.2712
000561.SZ,20241231,20250426,-8.2955,-3.74,-4.862,-33.65,0.4926,0.3448,-13.46,54.92,0.2826,2.112
000563.SZ,20250930,20251028,5.4632,3.5873,4.6635,115.23,1.1474,0.8032,46.09,34.34,0.0804,-0.0329
000563.SZ,20250630,20250827,4.0039,2.7431,3.566,132.72,1.3054,0.9138,53.09,31.49,0.0523,-0.3517
000563.SZ,20250331,20250425,2.1403,1.4163,1.8412,136.96,1.1737,0.8216,54.78,33.83,0.0266,-0.4425
000563.SZ,20241231,20250318,7.7827,5.4697,7.1107,116.22,1.4189,0.9932,46.49,29.72,0.1183,-0.3593
000564.SZ,20250930,20251031,0.4645,0.2301,0.2991,19.8,0.5888,0.4122,7.92,50.47,0.0371,
000564.SZ,20250630,20250829,0.0346,0.0168,0.0219,4.99,0.5673,0.3971,2.0,51.4,0.024,
000564.SZ,20250331,20250429,-0.0409,-0.0216,-0.0281,-6.42,0.6718,0.4703,-2.57,47.18,0.0121,
000564.SZ,20250331,20250429,-0.0409,-0.0216,-0.0281,-6.42,0.6718,0.4703,-2.57,47.18,0.0121,
000565.SZ,20250930,20251029,1.3259,1.0272,1.3353,13.78,2.063,1.4441,5.51,22.53,0.1811,3.1775
000565.SZ,20250630,20250827,1.5417,1.2139,1.578,27.1,2.2217,1.5552,10.84,21.26,0.114,2.4975
000565.SZ,20250331,20250425,0.4223,0.3448,0.4482,17.81,2.6689,1.8683,7.12,18.35,0.0484,
000565.SZ,20241231,20250425,0.352,0.2873,0.3735,3.12,2.6642,1.8649,1.25,18.38,0.2291,
000566.SZ,20250930,20251030,-60.3011,-3.3573,-4.3644,-102.65,0.0354,0.0248,-41.06,94.43,0.1075,-1.1065
000566.SZ,20250630,20250827,-35.5083,-2.4807,-3.2249,-95.51,0.0451,0.0315,-38.2,93.01,0.0745,-1.2025
000566.SZ,20250331,20250430,-13.9228,-1.1821,-1.5367,-92.31,0.0557,0.039,-36.92,91.51,0.034,-0.9412
000566.SZ,20250331,20250430,-13.9228,-1.1821,-1.5367,-92.31,0.0557,0.039,-36.92,91.51,0.034,-0.9412
000567.SZ,20250930,20251030,3.2202,2.0164,2.6213,93.37,1.005,0.7035,37.35,37.38,0.0511,-6.4188
000567.SZ,20250630,20250826,2.7769,1.7388,2.2605,107.15,1.005,0.7035,42.86,37.38,0.0378,-5.1316
000567.SZ,20250331,20250429,1.8414,1.0463,1.3602,109.34,0.7895,0.5527,43.74,43.18,0.0236,0.7601
000567.SZ,20241231,20250429,6.1786,3.4912,4.5386,90.28,0.7795,0.5456,36.11,43.5,0.0919,-0.7377
000568.SZ,20250930,20251031,22.1749,16.8692,21.9299,116.69,1.9077,1.3354,46.67,23.93,0.3456,0.0871
000568.SZ,20250630,20250830,16.3164,10.8514,14.1068,116.75,1.1914,0.8339,46.7,33.49,0.2376,0.2092
000568.SZ,20250331,20250428,9.4159,7.0928,9.2206,123.28,1.8318,1.2823,49.31,24.67,0.1384,0.282
000568.SZ,20250331,20250428,9.4159,7.0928,9.2206,123.28,1.8318,1.2823,49.31,24.67,0.1384,0.282
000570.SZ,20250930,20251030,1.3086,0.8678,1.1282,6.12,1.1813,0.8269,2.45,33.68,0.386,5.8333
000570.SZ,20250630,20250822,2.1403,1.3943,1.8125,12.33,1.1213,0.7849,4.93,34.86,0.287,2.0125
000570.SZ,20250630,20250822,2.1403,1.3943,1.8125,12.33,1.1213,0.7849,4.93,34.86,0.287,2.0125
000570.SZ,20250331,20250430,1.2941,0.8077,1.05,12.7,0.9963,0.6974,5.08,37.59,0.164,1.3371
000571.SZ,20250930,20251028,-55.3713,-18.8555,-24.5122,-77.07,0.3098,0.2169,-30.83,65.95,0.1531,0.3451
000571.SZ,20250930,20251028,-55.3713,-18.8555,-24.5122,-77.07,0.3098,0.2169,-30.83,65.95,0.1531,0.3451
000571.SZ,20250630,20250827,-39.2058,-14.2143,-18.4786,-94.94,0.3413,0.2389,-37.98,63.74,0.0984,0.3527
000571.SZ,20250331,20250430,-15.7702,-5.9404,-7.7225,-124.47,0.3626,0.2538,-49.79,62.33,0.0347,2.608
000572.SZ,20250930,20251028,-4.3303,-2.0307,-2.6399,-31.77,0.5299,0.3709,-12.71,53.1,0.241,2.9868
000572.SZ,20250930,20251028,-4.3303,-2.0307,-2.6399,-31.77,0.5299,0.3709,-12.71,53.1,0.241,2.9868
000572.SZ,20250630,20250826,-4.3347,-2.1229,-2.7598,-56.56,0.5759,0.4031,-22.62,51.02,0.1289,1.2141
000572.SZ,20250331,20250428,-1.7229,-0.8042,-1.0454,-45.41,0.5252,0.3676,-18.16,53.32,0.0508,-0.011
000573.SZ,20250930,20251030,4.5955,3.5208,4.5771,50.72,1.9657,1.376,20.29,23.39,0.1657,1.6515
000573.SZ,20250630,20250829,6.2444,4.5113,5.8647,104.68,1.5619,1.0933,41.87,27.75,0.1066,1.3247
000573.SZ,20250331,20250430,6.8803,4.9185,6.394,224.19,1.5043,1.053,89.68,28.51,0.0544,1.2431
000573.SZ,20241231,20250419,-2.9315,-2.0956,-2.7242,-24.07,1.5041,1.0529,-9.63,28.52,0.2136,-0.6894
000576.SZ,20250930,20251025,4.7511,3.5964,4.6753,55.04,1.8687,1.3081,22.01,24.3,0.176,0.855
000576.SZ,20250930,20251025,4.7511,3.5964,4.6753,55.04,1.8687,1.3081,22.01,24.3,0.176,0.855
000576.SZ,20250630,20250830,2.0919,1.8257,2.3734,36.6,4.1145,2.8802,14.64,12.73,0.1271,0.0887
000576.SZ,20250331,20250426,0.4511,0.4017,0.5223,23.72,4.8837,3.4186,9.49,10.94,0.0522,-2.62
000581.SZ,20250930,20251028,5.7745,4.1685,5.419,34.25,1.5573,1.0901,13.7,27.81,0.2957,0.1747
000581.SZ,20250930,20251028,5.7745,4.1685,5.419,34.25,1.5573,1.0901,13.7,27.81,0.2957,0.1747
000581.SZ,20250630,20250826,3.5492,2.5607,3.3289,30.95,1.5542,1.088,12.38,27.85,0.2028,0.2957
000581.SZ,20250331,20250425,1.7689,1.2803,1.6645,32.31,1.5724,1.1007,12.92,27.62,0.0988,1.5511
000582.SZ,20250930,20251028,4.3137,2.4263,3.1542,40.74,0.7713,0.5399,16.3,43.75,0.1506,-1.765
000582.SZ,20250630,20250823,2.9243,1.653,2.1489,42.01,0.7801,0.5461,16.8,43.47,0.0977,-1.6424
000582.SZ,20250331,20250429,1.1064,0.6137,0.7978,33.5,0.7474,0.5232,13.4,44.53,0.0456,-4.0605
000582.SZ,20250331,20250429,1.1064,0.6137,0.7978,33.5,0.7474,0.5232,13.4,44.53,0.0456,-4.0605
000586.SZ,20250930,20251024,4.4568,2.511,3.2643,10.65,0.7743,0.542,4.26,43.66,0.6128,0.076
000586.SZ,20250630,20250821,2.6125,1.4688,1.9094,9.38,0.7705,0.5394,3.75,43.78,0.4037,0.7636
000586.SZ,20250331,20250430,0.7908,0.4731,0.6151,8.22,0.8936,0.6255,3.29,40.17,0.1535,-6.7462
000586.SZ,20250331,20250430,0.7908,0.4731,0.6151,8.22,0.8936,0.6255,3.29,40.17,0.1535,-6.7462
000589.SZ,20250930,20251028,5.0844,2.4914,3.2388,14.25,0.5765,0.4035,5.7,51.0,0.4381,0.0169
000589.SZ,20250630,20250829,2.8356,1.3938,1.812,12.11,0.58,0.406,4.84,50.85,0.2891,0.65
000589.SZ,20250331,20250429,0.7501,0.3707,0.482,6.63,0.5864,0.4105,2.65,50.57,0.1403,2.3725
000589.SZ,20250331,20250429,0.7501,0.3707,0.482,6.63,0.5864,0.4105,2.65,50.57,0.1403,2.3725
000590.SZ,20250930,20251030,-2.5084,-1.5541,-2.0203,-16.75,0.9771,0.684,-6.7,38.04,0.2295,-3.2359
000590.SZ,20250630,20250827,-2.9119,-1.685,-2.1904,-30.3,0.824,0.5768,-12.12,42.14,0.1408,-2.802
000590.SZ,20250331,20250428,-2.7547,-1.5769,-2.0499,-62.33,0.8033,0.5623,-24.93,42.76,0.0641,2.3078
000590.SZ,20250331,20250428,-2.7547,-1.5769,-2.0499,-62.33,0.8033,0.5623,-24.93,42.76,0.0641,2.3078
000591.SZ,20250930,20251030,4.7073,2.1765,2.8295,68.8,0.516,0.3612,27.52,53.76,0.0806,-1.7329
000591.SZ,20250630,20250828,2.8555,1.2657,1.6455,62.95,0.4777,0.3344,25.18,55.67,0.0523,0.4852
000591.SZ,20250331,20250430,1.224,0.5848,0.7603,56.0,0.549,0.3843,22.4,52.22,0.0263,1.0
000591.SZ,20241231,20250424,5.2808,2.5355,3.2961,50.81,0.5541,0.3879,20.33,51.99,0.1256,-0.5405
000592.SZ,20250930,20251031,1.6416,0.9834,1.2785,3.23,0.8965,0.6276,1.29,40.09,0.2938,-3.6909
000592.SZ,20250630,20250830,0.7964,0.4676,0.6079,-0.3,0.8533,0.5973,-0.12,41.28,0.2105,
000592.SZ,20250331,20250430,0.229,0.1266,0.1645,6.68,0.7413,0.5189,2.67,44.73,0.0802,
000592.SZ,20241231,20250425,-5.9199,-3.1419,-4.0844,-20.32,0.6786,0.475,-8.13,46.93,0.399,-0.1264
000593.SZ,20250930,20251031,2.8758,1.4424,1.8751,5.06,0.6038,0.4226,2.02,49.84,0.6705,-0.8571
000593.SZ,20250630,20250816,2.8676,1.4306,1.8598,7.11,0.5974,0.4181,2.85,50.11,0.4584,-0.5171
000593.SZ,20250331,20250426,0.3935,0.189,0.2456,1.8,0.5543,0.388,0.72,51.98,0.22,
000593.SZ,20241231,20250426,2.2455,1.0711,1.3924,2.95,0.5472,0.383,1.18,52.3,0.857,-6.1057
000595.SZ,20250930,20251025,28.5362,3.4239,4.4511,61.11,0.0818,0.0573,24.44,88.0,0.0962,-2.196
000595.SZ,20250630,20250829,18.9594,7.9599,10.3479,146.98,0.4342,0.3039,58.79,58.02,0.1126,
000595.SZ,20250630,20250829,18.9594,7.9599,10.3479,146.98,0.4342,0.3039,58.79,58.02,0.1126,0.88
000595.SZ,20250331,20250426,-7.9415,-2.568,-3.3384,-163.35,0.2867,0.2007,-65.34,67.66,0.037,-1.45
000596.SZ,20250930,20251031,15.8033,10.9755,14.2682,62.15,1.364,0.9548,24.86,30.55,0.4172,0.3365
000596.SZ,20250630,20250830,14.6992,10.0613,13.0797,68.04,1.3016,0.9111,27.22,31.55,0.3516,-0.1341
000596.SZ,20250331,20250428,9.1155,5.8456,7.5993,65.3,1.0726,0.7508,26.12,35.87,0.2191,0.2085
000596.SZ,20250331,20250428,9.1155,5.8456,7.5993,65.3,1.0726,0.7508,26.12,35.87,0.2191,0.2085
000597.SZ,20250930,20251028,3.2325,1.3256,1.7233,7.35,0.4171,0.292,2.94,58.99,0.39,-1.1977
000597.SZ,20250630,20250827,2.4277,0.9845,1.2799,8.06,0.4093,0.2865,3.23,59.45,0.2736,0.1811
000597.SZ,20250331,20250429,0.6802,0.2801,0.3641,4.54,0.42,0.294,1.82,58.82,0.1388,1.864
000597.SZ,20250331,20250429,0.6802,0.2801,0.3641,4.54,0.42,0.294,1.82,58.82,0.1388,1.864
000598.SZ,20250930,20251029,9.3734,3.9689,5.1595,69.2,0.4406,0.3084,27.68,57.66,0.1339,-0.3584
000598.SZ,20250630,20250828,5.2916,2.1918,2.8493,59.56,0.4242,0.297,23.82,58.58,0.0865,0.0425
000598.SZ,20250630,20250828,5.2916,2.1918,2.8493,59.56,0.4242,0.297,23.82,58.58,0.0865,0.0425
000598.SZ,20250331,20250429,2.7503,1.128,1.4664,64.22,0.4172,0.292,25.69,58.99,0.0414,0.7745
000599.SZ,20250930,20251025,-17.914,-2.8216,-3.6681,-18.19,0.1122,0.0785,-7.28,84.25,0.3808,-0.5894
000599.SZ,20250630,20250814,-12.437,-2.0738,-2.6959,-19.83,0.1201,0.084,-7.93,83.33,0.2476,-0.2878
000599.SZ,20250630,20250814,-12.437,-2.0738,-2.6959,-19.83,0.1201,0.084,-7.93,83.33,0.2476,-0.2878
000599.SZ,20250331,20250430,-6.7639,-1.199,-1.5588,-22.11,0.1293,0.0905,-8.84,82.27,0.1241,-1.2185
000600.SZ,20250930,20251031,13.6045,5.8033,7.5443,35.17,0.4463,0.3124,14.07,57.34,0.3457,-1.3145
000600.SZ,20250630,20250816,7.9432,3.3047,4.2961,29.56,0.4275,0.2992,11.82,58.4,0.2361,-0.9213
000600.SZ,20250331,20250429,4.1551,1.6105,2.0937,23.87,0.3798,0.2658,9.55,61.24,0.1395,-0.8488
000600.SZ,20250331,20250429,4.1551,1.6105,2.0937,23.87,0.3798,0.2658,9.55,61.24,0.1395,-0.8488
000601.SZ,20250930,20251030,4.0616,1.3759,1.7887,12.64,0.3074,0.2152,5.06,66.12,0.2811,-1.7451
000601.SZ,20250630,20250805,2.2826,0.7806,1.0147,11.37,0.3118,0.2183,4.55,65.8,0.1809,0.3142
000601.SZ,20250630,20250805,2.2826,0.7806,1.0147,11.37,0.3118,0.2183,4.55,65.8,0.1809,0.3142
000601.SZ,20250331,20250428,0.4347,0.1458,0.1895,5.19,0.3027,0.2119,2.08,66.47,0.0855,8.0351
000603.SZ,20250930,20251028,10.1883,5.4094,7.0322,59.57,0.6792,0.4754,23.83,46.91,0.2409,-0.3124
000603.SZ,20250930,20251028,10.1883,5.4094,7.0322,59.57,0.6792,0.4754,23.83,46.91,0.2409,-0.3124
000603.SZ,20250630,20250823,2.3079,1.2126,1.5764,28.47,0.6643,0.465,11.39,47.46,0.1359,-0.8681
000603.SZ,20250331,20250430,0.2726,0.1483,0.1928,7.88,0.7159,0.5011,3.15,45.6,0.0536,20.8417
000605.SZ,20250930,20251028,0.6205,0.2104,0.2735,3.66,0.3079,0.2155,1.46,66.09,0.1416,-0.9893
000605.SZ,20250630,20250830,0.6624,0.2258,0.2935,5.99,0.3103,0.2172,2.4,65.91,0.1048,-0.0175
000605.SZ,20250331,20250425,0.8452,0.2966,0.3856,12.01,0.3244,0.2271,4.8,64.9,0.0691,-1.0098
000605.SZ,20241231,20250425,0.7591,0.2527,0.3285,4.59,0.2993,0.2095,1.83,66.72,0.2183,-14.8421
000607.SZ,20250930,20251031,-3.6784,-1.8582,-2.4157,-21.25,0.6125,0.4288,-8.5,49.48,0.2334,1.5017
000607.SZ,20250630,20250823,-3.3644,-1.6931,-2.2011,-30.07,0.6079,0.4255,-12.03,49.67,0.1443,2.872
000607.SZ,20250331,20250430,-2.3882,-1.2015,-1.562,-52.9,0.6075,0.4252,-21.16,49.69,0.0603,2.1877
000607.SZ,20250331,20250430,-2.3882,-1.2015,-1.562,-52.9,0.6075,0.4252,-21.16,49.69,0.0603,2.1877
000608.SZ,20250930,20251031,-3.1761,-1.8394,-2.3912,-65.9,0.8256,0.578,-26.36,42.09,0.0528,-3.0156
000608.SZ,20250630,20250830,-1.7119,-0.995,-1.2934,-60.34,0.8327,0.5829,-24.13,41.88,0.0281,-2.194
000608.SZ,20250331,20250429,-0.7049,-0.41,-0.533,-40.26,0.8342,0.584,-16.1,41.83,0.0152,-2.41
000608.SZ,20250331,20250429,-0.7049,-0.41,-0.533,-40.26,0.8342,0.584,-16.1,41.83,0.0152,-2.41
000609.SZ,20250930,20251024,-227.508,1.0097,1.3126,-280.87,-0.0027,-0.0019,-112.35,100.44,0.0694,-1.1263
000609.SZ,20250930,20251024,-227.508,1.0097,1.3126,-280.87,-0.0027,-0.0019,-112.35,100.44,0.0694,
000609.SZ,20250630,20250820,-85.2226,-2.5785,-3.352,-158.41,0.0187,0.0131,-63.36,96.97,0.0693,-1.15
000609.SZ,20250331,20250429,-22.7928,-1.2935,-1.6816,-25851.45,0.0361,0.0253,-10340.58,94.32,0.0001,-0.946
000610.SZ,20250930,20251025,-40.8834,-2.6369,-3.428,-58.3,0.0414,0.029,-23.32,93.55,0.1889,-1.1933
000610.SZ,20250630,20250816,-26.8294,-2.0549,-2.6714,-70.69,0.0498,0.0348,-28.28,92.34,0.1073,-1.2689
000610.SZ,20250331,20250419,-14.6556,-1.2957,-1.6845,-92.91,0.0582,0.0407,-37.16,91.16,0.0464,-0.6396
000610.SZ,20241231,20250419,-70.9653,-7.3955,-9.6142,-113.55,0.0698,0.0489,-45.42,89.58,0.2703,-0.9656
000612.SZ,20250930,20251031,13.6957,11.7744,15.3068,45.46,3.6771,2.574,18.19,14.03,0.6152,0.3403
000612.SZ,20250630,20250830,8.3332,6.7668,8.7968,40.49,2.5919,1.8144,16.2,18.8,0.408,0.137
000612.SZ,20250331,20250429,2.5547,2.0044,2.6057,27.21,2.1854,1.5298,10.89,21.54,0.1828,2.3037
000612.SZ,20250331,20250429,2.5547,2.0044,2.6057,27.21,2.1854,1.5298,10.89,21.54,0.1828,2.3037
000615.SZ,20250930,20251029,,,,-51.46,-0.0159,-0.0111,-20.58,102.72,0.2571,-1.0844
000615.SZ,20250630,20250828,,,,-52.18,-0.0056,-0.0039,-20.87,100.94,0.1699,-1.1645
000615.SZ,20250630,20250828,,,,-52.18,-0.0056,-0.0039,-20.87,100.94,0.1699,-1.1645
000615.SZ,20250331,20250429,,,,-47.13,0.0057,0.004,-18.85,99.07,0.0832,-1.0537
000617.SZ,20250930,20251031,3.8698,0.6687,0.8693,2967.76,0.1253,0.0877,1187.1,82.72,0.0233,11.1197
000617.SZ,20250630,20250829,2.533,0.443,0.5759,3116.92,0.1272,0.089,1246.77,82.51,0.0163,14.7252
000617.SZ,20250331,20250430,1.2433,0.2274,0.2956,3039.66,0.1343,0.094,1215.86,81.71,0.0085,64.309
000617.SZ,20250331,20250430,1.2433,0.2274,0.2956,3039.66,0.1343,0.094,1215.86,81.71,0.0085,64.309
000619.SZ,20250930,20251029,-1.4925,-0.8217,-1.0682,-2.51,0.735,0.5145,-1.0,44.95,0.6956,-5.5213
000619.SZ,20250630,20250828,-1.1265,-0.647,-0.8411,-2.98,0.8095,0.5667,-1.19,42.57,0.4694,-3.9513
000619.SZ,20250331,20250425,-0.9531,-0.5361,-0.697,-6.48,0.7715,0.5401,-2.59,43.75,0.1989,-2.5171
000619.SZ,20241231,20250329,-4.4216,-2.531,-3.2903,-5.29,0.8033,0.5623,-2.12,42.76,1.0268,-2.0033
000620.SZ,20250930,20251031,-10.3853,-4.3106,-5.6038,-105.87,0.4258,0.298,-42.35,58.49,0.0973,-1.3068
000620.SZ,20250630,20250830,-3.3312,-1.4457,-1.8794,-50.41,0.4601,0.322,-20.17,56.6,0.0636,-1.6691
000620.SZ,20250331,20250429,-2.1051,-0.9099,-1.1829,-91.69,0.4568,0.3198,-36.68,56.77,0.0243,-0.8966
000620.SZ,20241231,20250429,-10.3881,-4.5411,-5.9034,-54.99,0.466,0.3262,-22.0,56.29,0.2255,-0.5533
000623.SZ,20250930,20251031,7.5861,6.7614,8.7899,343.73,4.9195,3.4436,137.49,10.87,0.0485,0.9301
000623.SZ,20250630,20250830,4.3451,3.8438,4.997,283.77,4.6007,3.2205,113.51,11.54,0.0335,0.8828
000623.SZ,20250331,20250430,1.7684,1.5663,2.0361,207.39,4.6489,3.2543,82.96,11.43,0.0187,0.8935
000623.SZ,20241231,20250423,5.5171,4.8953,6.3638,145.48,4.7233,3.3063,58.19,11.27,0.08,0.9623
000625.SZ,20250930,20251025,3.9752,1.6875,2.1937,4.67,0.4426,0.3098,1.87,57.55,0.5837,0.4942
000625.SZ,20250630,20250823,3.0025,1.3014,1.6918,6.17,0.459,0.3213,2.47,56.66,0.3743,4.7748
000625.SZ,20250331,20250426,1.7485,0.7048,0.9163,8.89,0.4052,0.2837,3.56,59.69,0.1674,3.5221
000625.SZ,20250331,20250426,1.7485,0.7048,0.9163,8.89,0.4052,0.2837,3.56,59.69,0.1674,3.5221
000626.SZ,20250930,20251027,1.362,0.4235,0.5505,0.18,0.2707,0.1895,0.07,68.91,7.8267,15.4866
000626.SZ,20250630,20250827,1.2298,0.3923,0.51,0.24,0.2811,0.1968,0.1,68.1,5.1911,26.1909
000626.SZ,20250331,20250429,0.5477,0.1626,0.2113,0.3,0.2532,0.1773,0.12,70.32,2.3438,85.0591
000626.SZ,20250331,20250429,0.5477,0.1626,0.2113,0.3,0.2532,0.1773,0.12,70.32,2.3438,85.0591
000628.SZ,20250930,20251031,4.4236,0.7816,1.016,4.95,0.1288,0.0901,1.98,82.33,0.2589,5.397
000628.SZ,20250630,20250822,3.1207,0.5213,0.6777,5.2,0.1203,0.0842,2.08,83.29,0.1788,8.5779
000628.SZ,20250331,20250430,0.1318,0.0217,0.0282,-1.23,0.1181,0.0827,-0.49,83.55,0.052,
000628.SZ,20250331,20250430,0.1318,0.0217,0.0282,-1.23,0.1181,0.0827,-0.49,83.55,0.052,
