ts_code,end_date,ann_date,roe,roa,roic,grossprofit_margin,current_ratio,quick_ratio,netprofit_margin,debt_to_assets,assets_turn,accruals_ratio
000733.SZ,20250331,20250424,0.3959,0.3246,0.4219,16.12,2.7294,1.9106,6.45,18.02,0.0503,1.517
000733.SZ,20241231,20250424,6.6684,5.4448,7.0782,46.5,2.6698,1.8689,18.6,18.35,0.2897,-0.6496
000735.SZ,20250930,20251025,0.066,0.0304,0.0395,2.53,0.5126,0.3588,1.01,53.93,0.1591,
000735.SZ,20250930,20251025,0.066,0.0304,0.0395,2.53,0.5126,0.3588,1.01,53.93,0.1591,
000735.SZ,20250630,20250823,-0.1586,-0.073,-0.0949,0.07,0.5114,0.358,0.03,53.99,0.106,
000735.SZ,20250331,20250426,0.1908,0.0887,0.1154,9.28,0.5216,0.3651,3.71,53.49,0.0438,
000736.SZ,20250930,20251031,,,,80.22,0.7739,0.5418,32.09,43.67,0.26,1.0201
000736.SZ,20250930,20251031,,,,80.22,0.7739,0.5418,32.09,43.67,0.26,1.0201
000736.SZ,20250630,20250829,,,,-26.41,0.065,0.0455,-10.56,90.23,0.1297,-1.2582
000736.SZ,20250331,20250429,,,,-13.55,0.071,0.0497,-5.42,89.42,0.1143,-0.7858
000737.SZ,20250930,20251025,10.6932,3.6563,4.7532,8.63,0.3118,0.2182,3.45,65.81,1.066,1.4182
000737.SZ,20250630,20250816,7.6349,2.533,3.293,9.51,0.2979,0.2085,3.8,66.82,0.6801,2.7996
000737.SZ,20250331,20250430,5.7688,2.0262,2.6341,13.57,0.3248,0.2274,5.43,64.88,0.3708,-0.0682
000737.SZ,20250331,20250430,5.7688,2.0262,2.6341,13.57,0.3248,0.2274,5.43,64.88,0.3708,-0.0682
000738.SZ,20250930,20251029,3.223,2.6017,3.3822,25.5,2.5124,1.7587,10.2,19.28,0.2421,-0.6792
000738.SZ,20250630,20250828,2.4897,1.9931,2.591,28.45,2.408,1.6856,11.38,19.95,0.1668,-2.2694
000738.SZ,20250630,20250828,2.4897,1.9931,2.591,28.45,2.408,1.6856,11.38,19.95,0.1668,-2.2694
000738.SZ,20250331,20250429,1.1819,0.9551,1.2416,27.44,2.5268,1.7688,10.97,19.19,0.0825,-2.1219
000739.SZ,20250930,20251022,10.5874,5.6814,7.3859,22.55,0.6948,0.4864,9.02,46.34,0.6253,-0.1021
000739.SZ,20250930,20251022,10.5874,5.6814,7.3859,22.55,0.6948,0.4864,9.02,46.34,0.6253,
000739.SZ,20250630,20250820,8.3473,4.5178,5.8732,25.86,0.7078,0.4955,10.34,45.88,0.4319,0.2769
000739.SZ,20250331,20250418,3.6198,1.9934,2.5914,22.76,0.7354,0.5148,9.1,44.93,0.2147,1.0602
000750.SZ,20250930,20251031,3.1576,0.9869,1.283,73.32,0.2728,0.191,29.33,68.74,0.0389,-14.3173
000750.SZ,20250630,20250830,1.6678,0.5531,0.719,63.44,0.2977,0.2084,25.38,66.84,0.0246,-0.8333
000750.SZ,20250331,20250426,0.9024,0.2723,0.3539,65.38,0.2592,0.1815,26.15,69.83,0.0121,-52.9767
000750.SZ,20241231,20250329,1.9443,0.7481,0.9725,30.31,0.3752,0.2627,12.12,61.52,0.0652,6.0186
000751.SZ,20250930,20251025,1.4368,0.5157,0.6704,0.94,0.336,0.2352,0.38,64.11,1.4397,-3.9843
000751.SZ,20250930,20251025,1.4368,0.5157,0.6704,0.94,0.336,0.2352,0.38,64.11,1.4397,-3.9843
000751.SZ,20250630,20250827,1.7479,0.6462,0.84,1.76,0.3519,0.2463,0.7,63.03,0.9505,3.2
000751.SZ,20250331,20250425,0.7984,0.3076,0.3999,1.75,0.376,0.2632,0.7,61.47,0.4465,-2.8977
000752.SZ,20250930,20251028,38.5122,32.092,41.7196,195.19,2.9992,2.0994,78.08,16.67,0.27,0.3011
000752.SZ,20250630,20250829,10.7458,7.3786,9.5921,64.03,1.3148,0.9203,25.61,31.34,0.1774,-1.5706
000752.SZ,20250331,20250425,2.9842,2.0428,2.6556,46.43,1.302,0.9114,18.57,31.55,0.0939,-4.327
000752.SZ,20241231,20250425,21.0055,13.1675,17.1178,45.73,1.008,0.7056,18.29,37.31,0.4374,-2.8359
000753.SZ,20250930,20251025,1.5646,0.5024,0.6531,8.89,0.2838,0.1986,3.56,67.89,0.1519,3.3385
000753.SZ,20250630,20250823,1.1648,0.3721,0.4838,8.86,0.2817,0.1972,3.54,68.05,0.1048,7.8073
000753.SZ,20250331,20250426,0.5156,0.1699,0.2208,11.46,0.2948,0.2064,4.58,67.05,0.0436,20.6562
000753.SZ,20241231,20250419,1.7772,0.5754,0.748,6.76,0.2873,0.2011,2.7,67.62,0.2983,5.8462
000755.SZ,20250930,20251028,7.2347,3.2534,4.2294,83.75,0.4903,0.3432,33.5,55.03,0.0949,-1.2078
000755.SZ,20250930,20251028,7.2347,3.2534,4.2294,83.75,0.4903,0.3432,33.5,55.03,0.0949,-1.2078
000755.SZ,20250630,20250828,4.5266,1.9596,2.5475,82.53,0.458,0.3206,33.01,56.71,0.0591,-1.0895
000755.SZ,20250630,20250828,4.5266,1.9596,2.5475,82.53,0.458,0.3206,33.01,56.71,0.0591,-1.0895
000756.SZ,20250930,20251025,5.0534,2.9954,3.8941,9.87,0.8733,0.6113,3.95,40.72,0.7467,-0.2616
000756.SZ,20250630,20250827,4.4228,2.5686,3.3392,12.46,0.8312,0.5818,4.98,41.92,0.5082,-0.0606
000756.SZ,20250331,20250429,2.2094,1.2847,1.67,11.9,0.8335,0.5835,4.76,41.86,0.2657,0.9187
000756.SZ,20250331,20250429,2.2094,1.2847,1.67,11.9,0.8335,0.5835,4.76,41.86,0.2657,0.9187
000757.SZ,20250930,20251028,2.7218,1.7607,2.2888,4.9,1.0991,0.7694,1.96,35.31,0.8786,-4.3093
000757.SZ,20250630,20250828,1.9442,1.2563,1.6332,5.22,1.0958,0.767,2.09,35.38,0.5885,-5.4878
000757.SZ,20250630,20250828,1.9442,1.2563,1.6332,5.22,1.0958,0.767,2.09,35.38,0.5885,-5.4878
000757.SZ,20250331,20250425,0.5264,0.3265,0.4244,2.98,0.9798,0.6859,1.19,37.98,0.2731,-18.3806
000758.SZ,20250930,20251029,8.2716,3.368,4.3785,19.04,0.4121,0.2885,7.61,59.28,0.31,1.6564
000758.SZ,20250630,20250826,7.5842,3.0565,3.9734,21.9,0.405,0.2835,8.76,59.7,0.2356,-1.1904
000758.SZ,20250331,20250429,4.2649,1.785,2.3204,26.66,0.4319,0.3023,10.66,58.15,0.1115,2.2391
000758.SZ,20250331,20250429,4.2649,1.785,2.3204,26.66,0.4319,0.3023,10.66,58.15,0.1115,2.2391
000759.SZ,20250930,20251029,-38.6427,-5.1034,-6.6344,-22.15,0.0913,0.0639,-8.86,86.79,0.6496,-1.2056
000759.SZ,20250630,20250827,-15.3371,-2.4407,-3.1729,-13.71,0.1136,0.0795,-5.49,84.09,0.4479,-1.5111
000759.SZ,20250331,20250428,-5.6838,-0.9574,-1.2447,-9.7,0.1215,0.0851,-3.88,83.15,0.2446,-1.8473
000759.SZ,20250331,20250428,-5.6838,-0.9574,-1.2447,-9.7,0.1215,0.0851,-3.88,83.15,0.2446,-1.8473
000761.SZ,20250930,20251029,-20.5796,-4.5274,-5.8856,-15.37,0.1692,0.1185,-6.15,78.0,0.7607,-0.9553
000761.SZ,20250630,20250829,-12.4988,-3.0532,-3.9692,-13.83,0.1939,0.1358,-5.53,75.57,0.5394,-1.2654
000761.SZ,20250331,20250428,-6.6578,-1.688,-2.1944,-15.13,0.2038,0.1427,-6.05,74.65,0.2676,-0.4572
000761.SZ,20241231,20250404,-34.8634,-9.5112,-12.3645,-24.19,0.2251,0.1576,-9.68,72.72,1.1145,-1.2184
000762.SZ,20250930,20251029,-0.2439,-0.1254,-0.163,-41.61,0.6344,0.4441,-16.64,48.61,0.0272,-9.9786
000762.SZ,20250630,20250821,-0.518,-0.2675,-0.3478,-61.18,0.6409,0.4487,-24.47,48.35,0.018,-4.0069
000762.SZ,20250331,20250425,-0.4529,-0.236,-0.3068,-59.87,0.6527,0.4569,-23.95,47.9,0.0091,-1.8333
000762.SZ,20241231,20250402,3.8164,1.9923,2.59,42.94,0.6554,0.4587,17.17,47.8,0.0798,-2.3348
000766.SZ,20250930,20251027,1.0957,0.5569,0.724,7.0,0.6202,0.4341,2.8,49.17,0.198,-1.8411
000766.SZ,20250630,20250821,0.7423,0.3718,0.4833,6.48,0.6021,0.4215,2.59,49.91,0.1441,-3.6437
000766.SZ,20250331,20250421,0.5122,0.2567,0.3337,9.66,0.6027,0.4219,3.87,49.89,0.0665,-2.6
000766.SZ,20241231,20250418,2.4683,1.2416,1.6141,10.58,0.6073,0.4251,4.23,49.7,0.2938,-1.8067
000767.SZ,20250930,20251030,2.7851,0.4992,0.6489,5.51,0.131,0.0917,2.2,82.08,0.1906,-10.8152
000767.SZ,20250930,20251030,2.7851,0.4992,0.6489,5.51,0.131,0.0917,2.2,82.08,0.1906,-10.8152
000767.SZ,20250630,20250829,1.2732,0.2217,0.2882,3.28,0.1265,0.0886,1.31,82.59,0.1252,
000767.SZ,20250630,20250829,1.2732,0.2217,0.2882,3.28,0.1265,0.0886,1.31,82.59,0.1252,
000768.SZ,20250930,20251030,4.6341,1.3634,1.7724,8.2,0.2501,0.1751,3.28,70.58,0.4089,9.2746
000768.SZ,20250630,20250826,3.2419,0.9507,1.2359,8.87,0.249,0.1743,3.55,70.68,0.2641,18.2668
000768.SZ,20250331,20250430,1.3613,0.3904,0.5075,8.55,0.2412,0.1689,3.42,71.33,0.1137,13.3845
000768.SZ,20241231,20250401,5.0454,1.4371,1.8683,5.92,0.239,0.1673,2.37,71.52,0.5586,1.0561
000776.SZ,20250930,20251031,7.2627,1.2153,1.5799,113.49,0.1206,0.0844,45.4,83.27,0.0306,1.1769
000776.SZ,20250630,20250830,4.3341,0.8318,1.0814,113.74,0.1425,0.0998,45.5,80.81,0.0196,1.2047
000776.SZ,20250331,20250430,1.8529,0.3542,0.4604,102.57,0.1418,0.0992,41.03,80.89,0.0092,6.4536
000776.SZ,20250331,20250430,1.8529,0.3542,0.4604,102.57,0.1418,0.0992,41.03,80.89,0.0092,6.4536
000777.SZ,20250930,20251029,5.0185,3.1001,4.0302,25.77,0.9696,0.6787,10.31,38.23,0.294,3.7293
000777.SZ,20250630,20250828,3.468,2.0989,2.7285,27.28,0.9198,0.6438,10.91,39.48,0.1899,5.01
000777.SZ,20250630,20250828,3.468,2.0989,2.7285,27.28,0.9198,0.6438,10.91,39.48,0.1899,5.01
000777.SZ,20250331,20250429,0.0824,0.051,0.0663,1.9,0.9754,0.6827,0.76,38.09,0.0656,
000778.SZ,20250930,20251028,2.7114,1.4553,1.8919,6.93,0.6952,0.4866,2.77,46.33,0.5072,-0.0533
000778.SZ,20250630,20250826,1.5729,0.8246,1.072,6.19,0.6612,0.4628,2.48,47.58,0.3281,-1.5648
000778.SZ,20250331,20250429,0.5382,0.2752,0.3577,4.58,0.6277,0.4394,1.83,48.87,0.1542,21.342
000778.SZ,20250331,20250429,0.5382,0.2752,0.3577,4.58,0.6277,0.4394,1.83,48.87,0.1542,21.342
000779.SZ,20250930,20251025,4.0522,2.9472,3.8314,27.86,1.6004,1.1203,11.14,27.27,0.2585,1.7813
000779.SZ,20250630,20250827,3.4316,2.5085,3.2611,36.04,1.6305,1.1413,14.42,26.9,0.1698,2.8369
000779.SZ,20250331,20250424,1.4252,1.0222,1.3289,33.34,1.522,1.0654,13.34,28.28,0.0755,4.1099
000779.SZ,20241231,20250424,6.1645,4.302,5.5925,29.15,1.3858,0.9701,11.66,30.21,0.3644,0.3961
000782.SZ,20250930,20251030,-3.2638,-1.8478,-2.4021,-7.88,0.783,0.5481,-3.15,43.39,0.6075,0.5963
000782.SZ,20250630,20250815,-2.0873,-1.2154,-1.58,-7.53,0.8364,0.5855,-3.01,41.77,0.4122,6.822
000782.SZ,20250331,20250425,0.069,0.0399,0.0519,0.49,0.8239,0.5767,0.2,42.14,0.2099,
000782.SZ,20241231,20250328,-4.6264,-2.8137,-3.6578,-5.4,0.9313,0.6519,-2.16,39.18,1.03,4.081
000783.SZ,20250930,20251031,8.3491,1.8174,2.3627,99.5,0.1669,0.1169,39.8,78.23,0.0467,-0.0617
000783.SZ,20250630,20250830,4.3633,1.0099,1.3129,92.46,0.1807,0.1265,36.98,76.86,0.0271,
000783.SZ,20250630,20250830,4.3633,1.0099,1.3129,92.46,0.1807,0.1265,36.98,76.86,0.0271,-4.3937
000783.SZ,20250331,20250429,2.4683,0.6251,0.8127,97.48,0.2035,0.1424,38.99,74.67,0.0152,-2.4688
000785.SZ,20250930,20251031,1.9506,0.9069,1.179,10.98,0.5214,0.365,4.39,53.51,0.1916,-2.6
000785.SZ,20250630,20250830,1.6113,0.7174,0.9326,12.82,0.4815,0.337,5.13,55.48,0.1322,-0.828
000785.SZ,20250331,20250430,1.0413,0.447,0.5811,16.72,0.4513,0.3159,6.69,57.07,0.0669,0.0133
000785.SZ,20250331,20250430,1.0413,0.447,0.5811,16.72,0.4513,0.3159,6.69,57.07,0.0669,0.0133
000786.SZ,20250930,20251025,9.8521,7.5119,9.7655,33.34,1.926,1.3482,13.34,23.75,0.5536,0.4088
000786.SZ,20250630,20250819,7.4465,5.7332,7.4531,36.39,2.0077,1.4054,14.56,23.01,0.3837,0.5015
000786.SZ,20250331,20250425,3.2282,2.4518,3.1874,34.21,1.8948,1.3264,13.68,24.05,0.1743,1.2633
000786.SZ,20241231,20250327,14.8739,11.31,14.703,36.08,1.9041,1.3329,14.43,23.96,0.7848,-0.4076
000788.SZ,20250930,20251031,8.6896,6.6835,8.6885,27.61,1.9989,1.3992,11.04,23.09,0.561,0.0316
000788.SZ,20250630,20250822,6.4458,4.4343,5.7646,26.19,1.3227,0.9259,10.48,31.21,0.4152,0.7695
000788.SZ,20250331,20250425,2.9683,1.9954,2.594,22.71,1.2306,0.8614,9.09,32.78,0.2179,2.3264
000788.SZ,20241231,20250425,9.3974,6.212,8.0756,16.75,1.1701,0.8191,6.7,33.9,0.8713,-1.5205
000789.SZ,20250930,20251030,0.111,0.0699,0.0908,1.28,1.0187,0.7131,0.51,37.07,0.2058,
000789.SZ,20250630,20250827,0.5994,0.3833,0.4983,7.1,1.064,0.7448,2.84,36.06,0.137,-3.8495
000789.SZ,20250331,20250429,0.5182,0.3234,0.4205,12.7,0.9963,0.6974,5.08,37.59,0.0649,-3.9147
000789.SZ,20250331,20250429,0.5182,0.3234,0.4205,12.7,0.9963,0.6974,5.08,37.59,0.0649,-3.9147
000790.SZ,20250930,20251030,-9.987,-5.0953,-6.6239,-53.08,0.625,0.4375,-21.23,48.98,0.2225,-0.8941
000790.SZ,20250630,20250829,-5.4815,-2.6726,-3.4743,-46.74,0.5709,0.3996,-18.7,51.24,0.1345,-0.7156
000790.SZ,20250331,20250429,-1.4325,-0.7082,-0.9207,-28.57,0.5867,0.4107,-11.43,50.56,0.0579,-0.3932
000790.SZ,20250331,20250429,-1.4325,-0.7082,-0.9207,-28.57,0.5867,0.4107,-11.43,50.56,0.0579,-0.3932
000791.SZ,20250930,20251031,11.2351,5.2174,6.7826,85.34,0.5202,0.3641,34.14,53.56,0.1754,-1.6645
000791.SZ,20250630,20250815,6.0203,2.8148,3.6593,75.15,0.5269,0.3688,30.06,53.24,0.1084,-1.6972
000791.SZ,20250630,20250815,6.0203,2.8148,3.6593,75.15,0.5269,0.3688,30.06,53.24,0.1084,-1.6972
000791.SZ,20250331,20250430,3.4719,1.6387,2.1304,78.52,0.5364,0.3755,31.41,52.8,0.0617,-1.5274
000792.SZ,20250930,20251025,11.6,9.979,12.9727,108.82,3.6936,2.5855,43.53,13.97,0.2297,-0.9676
000792.SZ,20250630,20250830,6.6492,5.7321,7.4517,99.9,3.7501,2.6251,39.96,13.79,0.143,-1.4502
000792.SZ,20250331,20250424,3.0816,2.6911,3.4985,101.02,4.1352,2.8946,40.41,12.67,0.0674,-0.2321
000792.SZ,20241231,20250329,13.6187,11.7778,15.3111,81.17,3.8386,2.687,32.47,13.52,0.3283,-0.6332
000793.SZ,20250930,20251030,-61.3155,-11.7813,-15.3157,-99.82,0.1427,0.0999,-39.93,80.79,0.1084,-0.1558
000793.SZ,20250630,20250823,-42.9832,-7.739,-10.0608,-144.69,0.1318,0.0922,-57.87,82.0,0.0544,-0.1671
000793.SZ,20250331,20250430,-15.1899,-3.0257,-3.9334,-117.5,0.1492,0.1045,-47.0,80.08,0.0259,-0.268
000793.SZ,20250331,20250430,-15.1899,-3.0257,-3.9334,-117.5,0.1492,0.1045,-47.0,80.08,0.0259,-0.268
000795.SZ,20250930,20251022,7.595,4.8223,6.269,18.76,1.0435,0.7305,7.5,36.51,0.6615,0.0219
000795.SZ,20250630,20250820,5.3495,3.6202,4.7063,21.17,1.2561,0.8793,8.47,32.33,0.4265,0.593
000795.SZ,20250331,20250419,2.5289,1.7831,2.318,21.0,1.4344,1.0041,8.4,29.49,0.2085,-0.4545
000795.SZ,20250331,20250419,2.5289,1.7831,2.318,21.0,1.4344,1.0041,8.4,29.49,0.2085,-0.4545
000796.SZ,20250930,20251028,-3.3962,-1.6928,-2.2006,-7.86,0.5962,0.4174,-3.14,50.16,0.2867,3.6108
000796.SZ,20250630,20250827,-3.0822,-1.4923,-1.94,-17.42,0.5632,0.3942,-6.97,51.58,0.1676,-0.0331
000796.SZ,20250331,20250424,-0.5641,-0.2825,-0.3673,-3.2,0.602,0.4214,-1.28,49.92,0.0744,
000796.SZ,20241231,20250424,-11.6049,-5.3967,-7.0157,-38.6,0.5216,0.3651,-15.44,53.5,0.3112,0.6727
000797.SZ,20250930,20251030,-2.8781,-0.6678,-0.8681,-17.85,0.1813,0.1269,-7.14,76.8,0.0953,0.1585
000797.SZ,20250630,20250830,-1.802,-0.4258,-0.5535,-16.6,0.1856,0.1299,-6.64,76.37,0.0643,1.6182
000797.SZ,20250331,20250430,-0.8747,-0.2144,-0.2787,-14.45,0.1948,0.1364,-5.78,75.49,0.0355,6.4083
000797.SZ,20250331,20250430,-0.8747,-0.2144,-0.2787,-14.45,0.1948,0.1364,-5.78,75.49,0.0355,6.4083
000798.SZ,20250930,20251024,13.852,3.9216,5.0981,8.94,0.2369,0.1659,3.58,71.69,0.4997,-5.6075
000798.SZ,20250630,20250815,21.334,5.8975,7.6667,19.29,0.2292,0.1605,7.72,72.36,0.2875,-3.3853
000798.SZ,20250630,20250815,21.334,5.8975,7.6667,19.29,0.2292,0.1605,7.72,72.36,0.2875,-3.3853
000798.SZ,20250331,20250425,-4.5624,-1.1676,-1.5179,-4.5,0.2064,0.1445,-1.8,74.41,0.1404,-1.6287
000799.SZ,20250930,20251031,-0.2537,-0.2054,-0.2671,-3.23,2.5531,1.7872,-1.29,19.03,0.1562,32.2152
000799.SZ,20250630,20250823,0.2312,0.1773,0.2305,3.99,1.9742,1.382,1.6,23.31,0.1122,27.1087
000799.SZ,20250331,20250429,0.7963,0.6325,0.8223,23.05,2.3176,1.6223,9.22,20.57,0.068,5.0143
000799.SZ,20250331,20250429,0.7963,0.6325,0.8223,23.05,2.3176,1.6223,9.22,20.57,0.068,5.0143
000800.SZ,20250930,20251031,1.4115,0.4952,0.6438,2.32,0.3243,0.227,0.93,64.91,0.5908,-8.4418
000800.SZ,20250630,20250823,0.0749,0.0249,0.0323,0.36,0.2982,0.2087,0.15,66.8,0.3685,
000800.SZ,20250331,20250430,0.1103,0.0372,0.0483,0.61,0.3049,0.2134,0.24,66.31,0.189,
000800.SZ,20241231,20250329,2.4503,0.8957,1.1645,2.81,0.3457,0.242,1.13,63.44,0.8452,10.3878
000801.SZ,20250930,20251030,3.261,1.4578,1.8952,11.09,0.4851,0.3396,4.44,55.3,0.395,-1.0708
000801.SZ,20250630,20250827,2.4125,1.1202,1.4562,12.92,0.5201,0.3641,5.17,53.57,0.2617,-0.7157
000801.SZ,20250331,20250430,0.7132,0.3374,0.4386,8.99,0.5387,0.3771,3.59,52.69,0.1145,-1.8785
000801.SZ,20250331,20250430,0.7132,0.3374,0.4386,8.99,0.5387,0.3771,3.59,52.69,0.1145,-1.8785
000802.SZ,20250930,20251025,-32.758,-12.5209,-16.2771,-305.51,0.3712,0.2599,-122.21,61.78,0.1076,-1.2811
000802.SZ,20250630,20250802,-24.0217,-9.771,-12.7023,-368.64,0.4114,0.288,-147.46,59.32,0.0671,-1.2855
000802.SZ,20250630,20250802,-24.0217,-9.771,-12.7023,-368.64,0.4114,0.288,-147.46,59.32,0.0671,-1.2855
000802.SZ,20250331,20250419,-22.3301,-9.0648,-11.7843,-555.97,0.41,0.287,-222.39,59.41,0.0413,-0.9501
000803.SZ,20250930,20251031,3.6321,1.0343,1.3446,10.99,0.2389,0.1672,4.4,71.52,0.1988,-3.3327
000803.SZ,20250630,20250829,2.7994,0.8102,1.0533,12.93,0.2444,0.1711,5.17,71.06,0.1389,-0.4311
000803.SZ,20250331,20250423,1.959,0.5474,0.7116,16.38,0.2327,0.1629,6.55,72.06,0.0829,1.4233
000803.SZ,20241231,20250423,0.9167,0.2542,0.3305,0.45,0.2303,0.1612,0.18,72.27,0.2734,-25.46
000807.SZ,20250930,20251025,14.5054,11.139,14.4806,29.61,1.9853,1.3897,11.85,23.21,0.9831,-0.5866
000807.SZ,20250630,20250826,9.3824,7.3233,9.5203,27.23,2.1339,1.4937,10.89,21.95,0.6728,-0.342
000807.SZ,20250331,20250424,3.3812,2.5706,3.3418,19.33,1.9028,1.3319,7.73,23.97,0.3364,-0.7858
000807.SZ,20241231,20250327,16.3245,12.5244,16.2817,23.41,1.9775,1.3842,9.36,23.28,1.341,-0.5774
000809.SZ,20250930,20251027,-1.8514,-1.7061,-2.2179,-122.86,7.0447,4.9313,-49.14,7.85,0.0349,0.0705
000809.SZ,20250630,20250828,-1.3101,-1.1075,-1.4398,-769.26,3.2799,2.2959,-307.7,15.46,0.0037,-1.1837
000809.SZ,20250630,20250828,-1.3101,-1.1075,-1.4398,-769.26,3.2799,2.2959,-307.7,15.46,0.0037,-1.1837
000809.SZ,20250331,20250426,-0.5382,-0.4981,-0.6475,-4559.26,7.455,5.2185,-1823.7,7.45,0.0003,-6.4056
000810.SZ,20250930,20251025,1.3382,0.7638,0.993,3.09,0.7979,0.5585,1.24,42.92,0.5921,1.9747
000810.SZ,20250630,20250823,0.8373,0.4731,0.615,2.98,0.7792,0.5455,1.19,43.5,0.3745,4.7015
000810.SZ,20250331,20250410,0.0832,0.0496,0.0644,0.29,0.8842,0.6189,0.12,40.43,0.1689,
000810.SZ,20241231,20250325,3.9157,2.3606,3.0688,6.77,0.9108,0.6375,2.71,39.71,0.7865,-0.3204
000811.SZ,20250930,20251031,7.16,3.7247,4.8421,25.24,0.6506,0.4554,10.09,47.98,0.3963,0.9412
000811.SZ,20250930,20251031,7.16,3.7247,4.8421,25.24,0.6506,0.4554,10.09,47.98,0.3963,0.9412
000811.SZ,20250630,20250821,4.5573,2.4562,3.1931,23.76,0.7014,0.491,9.51,46.1,0.2653,1.9933
000811.SZ,20250331,20250430,1.6,0.8858,1.1515,19.19,0.7441,0.5209,7.68,44.64,0.118,5.1067
000812.SZ,20250930,20251028,0.6548,0.2109,0.2741,4.55,0.285,0.1995,1.82,67.8,0.1914,-12.5649
000812.SZ,20250630,20250813,1.3691,0.491,0.6383,10.91,0.3355,0.2348,4.36,64.14,0.13,5.5864
000812.SZ,20250331,20250425,0.8856,0.3196,0.4155,13.33,0.3388,0.2372,5.33,63.91,0.0699,10.3732
000812.SZ,20241231,20250425,2.3361,0.8455,1.0992,8.79,0.3403,0.2382,3.51,63.81,0.2987,-6.1737
000813.SZ,20250930,20251025,-1.2043,-1.1419,-1.4845,-79.76,10.983,7.6881,-31.91,5.18,0.0526,-1.4375
000813.SZ,20250630,20250823,-0.8439,-0.802,-1.0425,-89.83,11.4719,8.0304,-35.93,4.97,0.0314,-1.6368
000813.SZ,20250331,20250429,-0.4297,-0.412,-0.5356,-81.98,13.9932,9.7952,-32.79,4.11,0.0167,-1.7981
000813.SZ,20241231,20250429,-0.3927,-0.3813,-0.4956,-22.63,20.0086,14.006,-9.05,2.91,0.0872,
000815.SZ,20250930,20251027,2.4241,1.4472,1.8814,31.4,0.8889,0.6222,12.56,40.3,0.1121,2.398
000815.SZ,20250630,20250819,1.4974,0.8814,1.1458,30.14,0.8586,0.601,12.06,41.14,0.0719,7.4433
000815.SZ,20250331,20250428,0.8278,0.4763,0.6192,33.03,0.813,0.5691,13.21,42.46,0.0359,9.825
000815.SZ,20241231,20250314,-34.4522,-18.5568,-24.1238,-150.03,0.7005,0.4903,-60.01,46.14,0.3441,-0.8182
000816.SZ,20250930,20251025,0.5017,0.3651,0.4746,8.74,1.6036,1.1226,3.5,27.23,0.2586,
000816.SZ,20250630,20250816,0.4779,0.3483,0.4528,7.62,1.6129,1.129,3.05,27.11,0.1667,
000816.SZ,20250331,20250426,-0.3238,-0.2314,-0.3008,-9.69,1.5023,1.0516,-3.88,28.54,0.0546,
000816.SZ,20250331,20250426,-0.3238,-0.2314,-0.3008,-9.69,1.5023,1.0516,-3.88,28.54,0.0546,
000818.SZ,20250930,20251030,0.6598,0.2114,0.2749,5.11,0.2829,0.198,2.04,67.96,0.383,-58.17
000818.SZ,20250630,20250822,0.5964,0.1912,0.2486,6.31,0.2831,0.1982,2.52,67.94,0.2589,-27.75
000818.SZ,20250331,20250425,0.2243,0.0732,0.0952,7.3,0.2908,0.2036,2.92,67.35,0.1261,
000818.SZ,20241231,20250425,-32.6755,-10.3968,-13.5158,-57.63,0.28,0.196,-23.05,68.18,0.5732,-0.9065
000819.SZ,20250930,20251029,-1.489,-0.9797,-1.2736,-2.77,1.1541,0.8079,-1.11,34.21,0.8131,1.6345
000819.SZ,20250630,20250819,-1.374,-0.9574,-1.2446,-4.96,1.3788,0.9652,-1.98,30.32,0.4838,2.4753
000819.SZ,20250331,20250419,0.6296,0.4314,0.5608,3.84,1.306,0.9142,1.53,31.48,0.3308,4.0216
000819.SZ,20250331,20250419,0.6296,0.4314,0.5608,3.84,1.306,0.9142,1.53,31.48,0.3308,4.0216
000820.SZ,20250930,20251028,-5.7657,-2.2654,-2.945,-35.12,0.3883,0.2718,-14.05,60.71,0.1929,1.7769
000820.SZ,20250630,20250802,-4.867,-2.3343,-3.0346,-177.01,0.553,0.3871,-70.8,52.04,0.0408,1.7207
000820.SZ,20250331,20250429,-1.2768,-0.6512,-0.8466,-70.11,0.6246,0.4372,-28.04,49.0,0.0285,
000820.SZ,20241231,20250429,-19.8881,-11.8623,-15.421,-57.07,0.8868,0.6208,-22.83,40.35,0.3541,0.9424
000821.SZ,20250930,20251025,6.8401,2.2312,2.9006,14.31,0.2905,0.2033,5.72,67.38,0.3899,0.73
000821.SZ,20250630,20250822,4.9984,1.6328,2.1226,15.84,0.2911,0.2038,6.34,67.33,0.264,1.3906
000821.SZ,20250630,20250822,4.9984,1.6328,2.1226,15.84,0.2911,0.2038,6.34,67.33,0.264,1.3906
000821.SZ,20250331,20250426,2.3334,0.7207,0.9369,15.73,0.2681,0.1877,6.29,69.12,0.1254,0.064
000822.SZ,20250930,20251025,-7.9258,-4.0801,-5.3041,-27.79,0.6366,0.4456,-11.12,48.52,0.399,-0.6668
000822.SZ,20250930,20251025,-7.9258,-4.0801,-5.3041,-27.79,0.6366,0.4456,-11.12,48.52,0.399,-0.6668
000822.SZ,20250630,20250822,-5.0843,-2.9938,-3.8919,-30.16,0.8593,0.6015,-12.06,41.12,0.2523,-2.3338
000822.SZ,20250630,20250822,-5.0843,-2.9938,-3.8919,-30.16,0.8593,0.6015,-12.06,41.12,0.2523,-2.3338
